"ID","Site.Type","Site.Name","Lat","Long","Seagrass.Unveg","Date","Time","Depth","Distance","Data.Collector","Q.PA","Phylum","genus.species","Genus","Species","Length","Abundance","Notes","Participant.List","Contact.Email","site.paired","family","trophic.group","trophic.group.simple"
"Smiths_Lake_NSW_Seagrass_20161208","Smiths_Lake_NSW_Seagrass","Smiths_Lake_NSW",-32.380278,152.508889,"vegetated",20161208,"940","100","21","Alistair Poore","Q","Chordata","Acanthopagrus_australis","Acanthopagrus","australis",75,1,"","Alistair Poore, Hannah Sheppard Brennand, Brendan Lanham, Ruby Garthwin, Talia Stelling-Wood, Janine Ledet","a.poore@unsw.edu.au","Smiths_Lake_NSW","Sparidae","benthic.invertivore.piscivore","carnivore"
"Smiths_Lake_NSW_Seagrass_20161208","Smiths_Lake_NSW_Seagrass","Smiths_Lake_NSW",-32.380278,152.508889,"vegetated",20161208,"940","100","21","Alistair Poore","Q","Chordata","Acanthopagrus_australis","Acanthopagrus","australis",54,1,"","Alistair Poore, Hannah Sheppard Brennand, Brendan Lanham, Ruby Garthwin, Talia Stelling-Wood, Janine Ledet","a.poore@unsw.edu.au","Smiths_Lake_NSW","Sparidae","benthic.invertivore.piscivore","carnivore"
"Smiths_Lake_NSW_Seagrass_20161208","Smiths_Lake_NSW_Seagrass","Smiths_Lake_NSW",-32.380278,152.508889,"vegetated",20161208,"940","100","21","Alistair Poore","Q","Chordata","Acanthopagrus_australis","Acanthopagrus","australis",50,1,"","Alistair Poore, Hannah Sheppard Brennand, Brendan Lanham, Ruby Garthwin, Talia Stelling-Wood, Janine Ledet","a.poore@unsw.edu.au","Smiths_Lake_NSW","Sparidae","benthic.invertivore.piscivore","carnivore"
"Smiths_Lake_NSW_Seagrass_20161208","Smiths_Lake_NSW_Seagrass","Smiths_Lake_NSW",-32.380278,152.508889,"vegetated",20161208,"940","100","21","Alistair Poore","Q","Chordata","Acanthopagrus_australis","Acanthopagrus","australis",50,1,"","Alistair Poore, Hannah Sheppard Brennand, Brendan Lanham, Ruby Garthwin, Talia Stelling-Wood, Janine Ledet","a.poore@unsw.edu.au","Smiths_Lake_NSW","Sparidae","benthic.invertivore.piscivore","carnivore"
"Smiths_Lake_NSW_Seagrass_20161208","Smiths_Lake_NSW_Seagrass","Smiths_Lake_NSW",-32.380278,152.508889,"vegetated",20161208,"940","100","21","Alistair Poore","Q","Chordata","Acanthopagrus_australis","Acanthopagrus","australis",55,1,"","Alistair Poore, Hannah Sheppard Brennand, Brendan Lanham, Ruby Garthwin, Talia Stelling-Wood, Janine Ledet","a.poore@unsw.edu.au","Smiths_Lake_NSW","Sparidae","benthic.invertivore.piscivore","carnivore"
"Smiths_Lake_NSW_Seagrass_20161208","Smiths_Lake_NSW_Seagrass","Smiths_Lake_NSW",-32.380278,152.508889,"vegetated",20161208,"940","100","21","Alistair Poore","Q","Chordata","Acanthopagrus_australis","Acanthopagrus","australis",45,1,"","Alistair Poore, Hannah Sheppard Brennand, Brendan Lanham, Ruby Garthwin, Talia Stelling-Wood, Janine Ledet","a.poore@unsw.edu.au","Smiths_Lake_NSW","Sparidae","benthic.invertivore.piscivore","carnivore"
"Smiths_Lake_NSW_Seagrass_20161208","Smiths_Lake_NSW_Seagrass","Smiths_Lake_NSW",-32.380278,152.508889,"vegetated",20161208,"940","100","21","Alistair Poore","Q","Chordata","Acanthopagrus_australis","Acanthopagrus","australis",50,1,"","Alistair Poore, Hannah Sheppard Brennand, Brendan Lanham, Ruby Garthwin, Talia Stelling-Wood, Janine Ledet","a.poore@unsw.edu.au","Smiths_Lake_NSW","Sparidae","benthic.invertivore.piscivore","carnivore"
"Smiths_Lake_NSW_Seagrass_20161208","Smiths_Lake_NSW_Seagrass","Smiths_Lake_NSW",-32.380278,152.508889,"vegetated",20161208,"940","100","21","Alistair Poore","Q","Chordata","Acanthopagrus_australis","Acanthopagrus","australis",42,1,"","Alistair Poore, Hannah Sheppard Brennand, Brendan Lanham, Ruby Garthwin, Talia Stelling-Wood, Janine Ledet","a.poore@unsw.edu.au","Smiths_Lake_NSW","Sparidae","benthic.invertivore.piscivore","carnivore"
"Smiths_Lake_NSW_Seagrass_20161208","Smiths_Lake_NSW_Seagrass","Smiths_Lake_NSW",-32.380278,152.508889,"vegetated",20161208,"940","100","21","Alistair Poore","Q","Chordata","Acanthopagrus_australis","Acanthopagrus","australis",50,1,"","Alistair Poore, Hannah Sheppard Brennand, Brendan Lanham, Ruby Garthwin, Talia Stelling-Wood, Janine Ledet","a.poore@unsw.edu.au","Smiths_Lake_NSW","Sparidae","benthic.invertivore.piscivore","carnivore"
"Smiths_Lake_NSW_Seagrass_20161208","Smiths_Lake_NSW_Seagrass","Smiths_Lake_NSW",-32.380278,152.508889,"vegetated",20161208,"940","100","21","Alistair Poore","Q","Chordata","Acanthopagrus_australis","Acanthopagrus","australis",50,1,"","Alistair Poore, Hannah Sheppard Brennand, Brendan Lanham, Ruby Garthwin, Talia Stelling-Wood, Janine Ledet","a.poore@unsw.edu.au","Smiths_Lake_NSW","Sparidae","benthic.invertivore.piscivore","carnivore"
"Smiths_Lake_NSW_Seagrass_20161208","Smiths_Lake_NSW_Seagrass","Smiths_Lake_NSW",-32.380278,152.508889,"vegetated",20161208,"940","100","21","Alistair Poore","Q","Chordata","Acanthopagrus_australis","Acanthopagrus","australis",78,1,"","Alistair Poore, Hannah Sheppard Brennand, Brendan Lanham, Ruby Garthwin, Talia Stelling-Wood, Janine Ledet","a.poore@unsw.edu.au","Smiths_Lake_NSW","Sparidae","benthic.invertivore.piscivore","carnivore"
"Smiths_Lake_NSW_Seagrass_20161208","Smiths_Lake_NSW_Seagrass","Smiths_Lake_NSW",-32.380278,152.508889,"vegetated",20161208,"940","100","21","Alistair Poore","Q","Chordata","Acanthopagrus_australis","Acanthopagrus","australis",55,1,"","Alistair Poore, Hannah Sheppard Brennand, Brendan Lanham, Ruby Garthwin, Talia Stelling-Wood, Janine Ledet","a.poore@unsw.edu.au","Smiths_Lake_NSW","Sparidae","benthic.invertivore.piscivore","carnivore"
"Smiths_Lake_NSW_Seagrass_20161208","Smiths_Lake_NSW_Seagrass","Smiths_Lake_NSW",-32.380278,152.508889,"vegetated",20161208,"940","100","21","Alistair Poore","Q","Chordata","Acanthopagrus_australis","Acanthopagrus","australis",55,1,"","Alistair Poore, Hannah Sheppard Brennand, Brendan Lanham, Ruby Garthwin, Talia Stelling-Wood, Janine Ledet","a.poore@unsw.edu.au","Smiths_Lake_NSW","Sparidae","benthic.invertivore.piscivore","carnivore"
"Smiths_Lake_NSW_Seagrass_20161208","Smiths_Lake_NSW_Seagrass","Smiths_Lake_NSW",-32.380278,152.508889,"vegetated",20161208,"940","100","21","Alistair Poore","Q","Chordata","Acanthopagrus_australis","Acanthopagrus","australis",45,1,"","Alistair Poore, Hannah Sheppard Brennand, Brendan Lanham, Ruby Garthwin, Talia Stelling-Wood, Janine Ledet","a.poore@unsw.edu.au","Smiths_Lake_NSW","Sparidae","benthic.invertivore.piscivore","carnivore"
"Smiths_Lake_NSW_Seagrass_20161208","Smiths_Lake_NSW_Seagrass","Smiths_Lake_NSW",-32.380278,152.508889,"vegetated",20161208,"940","100","21","Alistair Poore","Q","Chordata","Acanthopagrus_australis","Acanthopagrus","australis",40,1,"","Alistair Poore, Hannah Sheppard Brennand, Brendan Lanham, Ruby Garthwin, Talia Stelling-Wood, Janine Ledet","a.poore@unsw.edu.au","Smiths_Lake_NSW","Sparidae","benthic.invertivore.piscivore","carnivore"
"Smiths_Lake_NSW_Seagrass_20161208","Smiths_Lake_NSW_Seagrass","Smiths_Lake_NSW",-32.380278,152.508889,"vegetated",20161208,"940","100","21","Alistair Poore","Q","Chordata","Acanthopagrus_australis","Acanthopagrus","australis",45,1,"","Alistair Poore, Hannah Sheppard Brennand, Brendan Lanham, Ruby Garthwin, Talia Stelling-Wood, Janine Ledet","a.poore@unsw.edu.au","Smiths_Lake_NSW","Sparidae","benthic.invertivore.piscivore","carnivore"
"Smiths_Lake_NSW_Seagrass_20161208","Smiths_Lake_NSW_Seagrass","Smiths_Lake_NSW",-32.380278,152.508889,"vegetated",20161208,"940","100","21","Alistair Poore","Q","Chordata","Acanthopagrus_australis","Acanthopagrus","australis",50,1,"","Alistair Poore, Hannah Sheppard Brennand, Brendan Lanham, Ruby Garthwin, Talia Stelling-Wood, Janine Ledet","a.poore@unsw.edu.au","Smiths_Lake_NSW","Sparidae","benthic.invertivore.piscivore","carnivore"
"Smiths_Lake_NSW_Seagrass_20161208","Smiths_Lake_NSW_Seagrass","Smiths_Lake_NSW",-32.380278,152.508889,"vegetated",20161208,"940","100","21","Alistair Poore","Q","Chordata","Acanthopagrus_australis","Acanthopagrus","australis",50,1,"","Alistair Poore, Hannah Sheppard Brennand, Brendan Lanham, Ruby Garthwin, Talia Stelling-Wood, Janine Ledet","a.poore@unsw.edu.au","Smiths_Lake_NSW","Sparidae","benthic.invertivore.piscivore","carnivore"
"Smiths_Lake_NSW_Seagrass_20161208","Smiths_Lake_NSW_Seagrass","Smiths_Lake_NSW",-32.380278,152.508889,"vegetated",20161208,"940","100","21","Alistair Poore","Q","Chordata","Acanthopagrus_australis","Acanthopagrus","australis",60,1,"","Alistair Poore, Hannah Sheppard Brennand, Brendan Lanham, Ruby Garthwin, Talia Stelling-Wood, Janine Ledet","a.poore@unsw.edu.au","Smiths_Lake_NSW","Sparidae","benthic.invertivore.piscivore","carnivore"
"Smiths_Lake_NSW_Seagrass_20161208","Smiths_Lake_NSW_Seagrass","Smiths_Lake_NSW",-32.380278,152.508889,"vegetated",20161208,"940","100","21","Alistair Poore","Q","Chordata","Acanthopagrus_australis","Acanthopagrus","australis",55,1,"","Alistair Poore, Hannah Sheppard Brennand, Brendan Lanham, Ruby Garthwin, Talia Stelling-Wood, Janine Ledet","a.poore@unsw.edu.au","Smiths_Lake_NSW","Sparidae","benthic.invertivore.piscivore","carnivore"
"Smiths_Lake_NSW_Seagrass_20161208","Smiths_Lake_NSW_Seagrass","Smiths_Lake_NSW",-32.380278,152.508889,"vegetated",20161208,"940","100","21","Alistair Poore","Q","Chordata","Ambassis_sp.","Ambassis","sp.",30,1,"Ambassis marianus and/or Ambassis jacksoniensis","Alistair Poore, Hannah Sheppard Brennand, Brendan Lanham, Ruby Garthwin, Talia Stelling-Wood, Janine Ledet","a.poore@unsw.edu.au","Smiths_Lake_NSW","Ambassidae","planktivore","planktivore"
"Smiths_Lake_NSW_Seagrass_20161208","Smiths_Lake_NSW_Seagrass","Smiths_Lake_NSW",-32.380278,152.508889,"vegetated",20161208,"940","100","21","Alistair Poore","Q","Chordata","Ambassis_sp.","Ambassis","sp.",30,1,"Ambassis marianus and/or Ambassis jacksoniensis","Alistair Poore, Hannah Sheppard Brennand, Brendan Lanham, Ruby Garthwin, Talia Stelling-Wood, Janine Ledet","a.poore@unsw.edu.au","Smiths_Lake_NSW","Ambassidae","planktivore","planktivore"
"Smiths_Lake_NSW_Seagrass_20161208","Smiths_Lake_NSW_Seagrass","Smiths_Lake_NSW",-32.380278,152.508889,"vegetated",20161208,"940","100","21","Alistair Poore","Q","Chordata","Ambassis_sp.","Ambassis","sp.",30,1,"Ambassis marianus and/or Ambassis jacksoniensis","Alistair Poore, Hannah Sheppard Brennand, Brendan Lanham, Ruby Garthwin, Talia Stelling-Wood, Janine Ledet","a.poore@unsw.edu.au","Smiths_Lake_NSW","Ambassidae","planktivore","planktivore"
"Smiths_Lake_NSW_Seagrass_20161208","Smiths_Lake_NSW_Seagrass","Smiths_Lake_NSW",-32.380278,152.508889,"vegetated",20161208,"940","100","21","Alistair Poore","Q","Chordata","Ambassis_sp.","Ambassis","sp.",35,1,"Ambassis marianus and/or Ambassis jacksoniensis","Alistair Poore, Hannah Sheppard Brennand, Brendan Lanham, Ruby Garthwin, Talia Stelling-Wood, Janine Ledet","a.poore@unsw.edu.au","Smiths_Lake_NSW","Ambassidae","planktivore","planktivore"
"Smiths_Lake_NSW_Seagrass_20161208","Smiths_Lake_NSW_Seagrass","Smiths_Lake_NSW",-32.380278,152.508889,"vegetated",20161208,"940","100","21","Alistair Poore","Q","Chordata","Ambassis_sp.","Ambassis","sp.",45,1,"Ambassis marianus and/or Ambassis jacksoniensis","Alistair Poore, Hannah Sheppard Brennand, Brendan Lanham, Ruby Garthwin, Talia Stelling-Wood, Janine Ledet","a.poore@unsw.edu.au","Smiths_Lake_NSW","Ambassidae","planktivore","planktivore"
"Smiths_Lake_NSW_Seagrass_20161208","Smiths_Lake_NSW_Seagrass","Smiths_Lake_NSW",-32.380278,152.508889,"vegetated",20161208,"940","100","21","Alistair Poore","Q","Chordata","Ambassis_sp.","Ambassis","sp.",40,1,"Ambassis marianus and/or Ambassis jacksoniensis","Alistair Poore, Hannah Sheppard Brennand, Brendan Lanham, Ruby Garthwin, Talia Stelling-Wood, Janine Ledet","a.poore@unsw.edu.au","Smiths_Lake_NSW","Ambassidae","planktivore","planktivore"
"Smiths_Lake_NSW_Seagrass_20161208","Smiths_Lake_NSW_Seagrass","Smiths_Lake_NSW",-32.380278,152.508889,"vegetated",20161208,"940","100","21","Alistair Poore","Q","Chordata","Ambassis_sp.","Ambassis","sp.",35,1,"Ambassis marianus and/or Ambassis jacksoniensis","Alistair Poore, Hannah Sheppard Brennand, Brendan Lanham, Ruby Garthwin, Talia Stelling-Wood, Janine Ledet","a.poore@unsw.edu.au","Smiths_Lake_NSW","Ambassidae","planktivore","planktivore"
"Smiths_Lake_NSW_Seagrass_20161208","Smiths_Lake_NSW_Seagrass","Smiths_Lake_NSW",-32.380278,152.508889,"vegetated",20161208,"940","100","21","Alistair Poore","Q","Chordata","Ambassis_sp.","Ambassis","sp.",35,1,"Ambassis marianus and/or Ambassis jacksoniensis","Alistair Poore, Hannah Sheppard Brennand, Brendan Lanham, Ruby Garthwin, Talia Stelling-Wood, Janine Ledet","a.poore@unsw.edu.au","Smiths_Lake_NSW","Ambassidae","planktivore","planktivore"
"Smiths_Lake_NSW_Seagrass_20161208","Smiths_Lake_NSW_Seagrass","Smiths_Lake_NSW",-32.380278,152.508889,"vegetated",20161208,"940","100","21","Alistair Poore","Q","Chordata","Ambassis_sp.","Ambassis","sp.",45,1,"Ambassis marianus and/or Ambassis jacksoniensis","Alistair Poore, Hannah Sheppard Brennand, Brendan Lanham, Ruby Garthwin, Talia Stelling-Wood, Janine Ledet","a.poore@unsw.edu.au","Smiths_Lake_NSW","Ambassidae","planktivore","planktivore"
"Smiths_Lake_NSW_Seagrass_20161208","Smiths_Lake_NSW_Seagrass","Smiths_Lake_NSW",-32.380278,152.508889,"vegetated",20161208,"940","100","21","Alistair Poore","Q","Chordata","Ambassis_sp.","Ambassis","sp.",30,1,"Ambassis marianus and/or Ambassis jacksoniensis","Alistair Poore, Hannah Sheppard Brennand, Brendan Lanham, Ruby Garthwin, Talia Stelling-Wood, Janine Ledet","a.poore@unsw.edu.au","Smiths_Lake_NSW","Ambassidae","planktivore","planktivore"
"Smiths_Lake_NSW_Seagrass_20161208","Smiths_Lake_NSW_Seagrass","Smiths_Lake_NSW",-32.380278,152.508889,"vegetated",20161208,"940","100","21","Alistair Poore","Q","Chordata","Ambassis_sp.","Ambassis","sp.",30,1,"Ambassis marianus and/or Ambassis jacksoniensis","Alistair Poore, Hannah Sheppard Brennand, Brendan Lanham, Ruby Garthwin, Talia Stelling-Wood, Janine Ledet","a.poore@unsw.edu.au","Smiths_Lake_NSW","Ambassidae","planktivore","planktivore"
"Smiths_Lake_NSW_Seagrass_20161208","Smiths_Lake_NSW_Seagrass","Smiths_Lake_NSW",-32.380278,152.508889,"vegetated",20161208,"940","100","21","Alistair Poore","Q","Chordata","Ambassis_sp.","Ambassis","sp.",34,1,"Ambassis marianus and/or Ambassis jacksoniensis","Alistair Poore, Hannah Sheppard Brennand, Brendan Lanham, Ruby Garthwin, Talia Stelling-Wood, Janine Ledet","a.poore@unsw.edu.au","Smiths_Lake_NSW","Ambassidae","planktivore","planktivore"
"Smiths_Lake_NSW_Seagrass_20161208","Smiths_Lake_NSW_Seagrass","Smiths_Lake_NSW",-32.380278,152.508889,"vegetated",20161208,"940","100","21","Alistair Poore","Q","Chordata","Ambassis_sp.","Ambassis","sp.",50,1,"Ambassis marianus and/or Ambassis jacksoniensis","Alistair Poore, Hannah Sheppard Brennand, Brendan Lanham, Ruby Garthwin, Talia Stelling-Wood, Janine Ledet","a.poore@unsw.edu.au","Smiths_Lake_NSW","Ambassidae","planktivore","planktivore"
"Smiths_Lake_NSW_Seagrass_20161208","Smiths_Lake_NSW_Seagrass","Smiths_Lake_NSW",-32.380278,152.508889,"vegetated",20161208,"940","100","21","Alistair Poore","Q","Chordata","Ambassis_sp.","Ambassis","sp.",30,1,"Ambassis marianus and/or Ambassis jacksoniensis","Alistair Poore, Hannah Sheppard Brennand, Brendan Lanham, Ruby Garthwin, Talia Stelling-Wood, Janine Ledet","a.poore@unsw.edu.au","Smiths_Lake_NSW","Ambassidae","planktivore","planktivore"
"Smiths_Lake_NSW_Seagrass_20161208","Smiths_Lake_NSW_Seagrass","Smiths_Lake_NSW",-32.380278,152.508889,"vegetated",20161208,"940","100","21","Alistair Poore","Q","Chordata","Ambassis_sp.","Ambassis","sp.",35,1,"Ambassis marianus and/or Ambassis jacksoniensis","Alistair Poore, Hannah Sheppard Brennand, Brendan Lanham, Ruby Garthwin, Talia Stelling-Wood, Janine Ledet","a.poore@unsw.edu.au","Smiths_Lake_NSW","Ambassidae","planktivore","planktivore"
"Smiths_Lake_NSW_Seagrass_20161208","Smiths_Lake_NSW_Seagrass","Smiths_Lake_NSW",-32.380278,152.508889,"vegetated",20161208,"940","100","21","Alistair Poore","Q","Chordata","Ambassis_sp.","Ambassis","sp.",45,1,"Ambassis marianus and/or Ambassis jacksoniensis","Alistair Poore, Hannah Sheppard Brennand, Brendan Lanham, Ruby Garthwin, Talia Stelling-Wood, Janine Ledet","a.poore@unsw.edu.au","Smiths_Lake_NSW","Ambassidae","planktivore","planktivore"
"Smiths_Lake_NSW_Seagrass_20161208","Smiths_Lake_NSW_Seagrass","Smiths_Lake_NSW",-32.380278,152.508889,"vegetated",20161208,"940","100","21","Alistair Poore","Q","Chordata","Ambassis_sp.","Ambassis","sp.",45,1,"Ambassis marianus and/or Ambassis jacksoniensis","Alistair Poore, Hannah Sheppard Brennand, Brendan Lanham, Ruby Garthwin, Talia Stelling-Wood, Janine Ledet","a.poore@unsw.edu.au","Smiths_Lake_NSW","Ambassidae","planktivore","planktivore"
"Smiths_Lake_NSW_Seagrass_20161208","Smiths_Lake_NSW_Seagrass","Smiths_Lake_NSW",-32.380278,152.508889,"vegetated",20161208,"940","100","21","Alistair Poore","Q","Chordata","Ambassis_sp.","Ambassis","sp.",30,1,"Ambassis marianus and/or Ambassis jacksoniensis","Alistair Poore, Hannah Sheppard Brennand, Brendan Lanham, Ruby Garthwin, Talia Stelling-Wood, Janine Ledet","a.poore@unsw.edu.au","Smiths_Lake_NSW","Ambassidae","planktivore","planktivore"
"Smiths_Lake_NSW_Seagrass_20161208","Smiths_Lake_NSW_Seagrass","Smiths_Lake_NSW",-32.380278,152.508889,"vegetated",20161208,"940","100","21","Alistair Poore","Q","Chordata","Ambassis_sp.","Ambassis","sp.",35,1,"Ambassis marianus and/or Ambassis jacksoniensis","Alistair Poore, Hannah Sheppard Brennand, Brendan Lanham, Ruby Garthwin, Talia Stelling-Wood, Janine Ledet","a.poore@unsw.edu.au","Smiths_Lake_NSW","Ambassidae","planktivore","planktivore"
"Smiths_Lake_NSW_Seagrass_20161208","Smiths_Lake_NSW_Seagrass","Smiths_Lake_NSW",-32.380278,152.508889,"vegetated",20161208,"940","100","21","Alistair Poore","Q","Chordata","Ambassis_sp.","Ambassis","sp.",45,1,"Ambassis marianus and/or Ambassis jacksoniensis","Alistair Poore, Hannah Sheppard Brennand, Brendan Lanham, Ruby Garthwin, Talia Stelling-Wood, Janine Ledet","a.poore@unsw.edu.au","Smiths_Lake_NSW","Ambassidae","planktivore","planktivore"
"Smiths_Lake_NSW_Seagrass_20161208","Smiths_Lake_NSW_Seagrass","Smiths_Lake_NSW",-32.380278,152.508889,"vegetated",20161208,"940","100","21","Alistair Poore","Q","Chordata","Ambassis_sp.","Ambassis","sp.",40,1,"Ambassis marianus and/or Ambassis jacksoniensis","Alistair Poore, Hannah Sheppard Brennand, Brendan Lanham, Ruby Garthwin, Talia Stelling-Wood, Janine Ledet","a.poore@unsw.edu.au","Smiths_Lake_NSW","Ambassidae","planktivore","planktivore"
"Smiths_Lake_NSW_Seagrass_20161208","Smiths_Lake_NSW_Seagrass","Smiths_Lake_NSW",-32.380278,152.508889,"vegetated",20161208,"940","100","21","Alistair Poore","Q","Chordata","Ambassis_sp.","Ambassis","sp.",30,1,"Ambassis marianus and/or Ambassis jacksoniensis","Alistair Poore, Hannah Sheppard Brennand, Brendan Lanham, Ruby Garthwin, Talia Stelling-Wood, Janine Ledet","a.poore@unsw.edu.au","Smiths_Lake_NSW","Ambassidae","planktivore","planktivore"
"Smiths_Lake_NSW_Seagrass_20161208","Smiths_Lake_NSW_Seagrass","Smiths_Lake_NSW",-32.380278,152.508889,"vegetated",20161208,"940","100","21","Alistair Poore","Q","Chordata","Ambassis_sp.","Ambassis","sp.",35,1,"Ambassis marianus and/or Ambassis jacksoniensis","Alistair Poore, Hannah Sheppard Brennand, Brendan Lanham, Ruby Garthwin, Talia Stelling-Wood, Janine Ledet","a.poore@unsw.edu.au","Smiths_Lake_NSW","Ambassidae","planktivore","planktivore"
"Smiths_Lake_NSW_Seagrass_20161208","Smiths_Lake_NSW_Seagrass","Smiths_Lake_NSW",-32.380278,152.508889,"vegetated",20161208,"940","100","21","Alistair Poore","Q","Chordata","Ambassis_sp.","Ambassis","sp.",30,1,"Ambassis marianus and/or Ambassis jacksoniensis","Alistair Poore, Hannah Sheppard Brennand, Brendan Lanham, Ruby Garthwin, Talia Stelling-Wood, Janine Ledet","a.poore@unsw.edu.au","Smiths_Lake_NSW","Ambassidae","planktivore","planktivore"
"Smiths_Lake_NSW_Seagrass_20161208","Smiths_Lake_NSW_Seagrass","Smiths_Lake_NSW",-32.380278,152.508889,"vegetated",20161208,"940","100","21","Alistair Poore","Q","Chordata","Ambassis_sp.","Ambassis","sp.",34,1,"Ambassis marianus and/or Ambassis jacksoniensis","Alistair Poore, Hannah Sheppard Brennand, Brendan Lanham, Ruby Garthwin, Talia Stelling-Wood, Janine Ledet","a.poore@unsw.edu.au","Smiths_Lake_NSW","Ambassidae","planktivore","planktivore"
"Smiths_Lake_NSW_Seagrass_20161208","Smiths_Lake_NSW_Seagrass","Smiths_Lake_NSW",-32.380278,152.508889,"vegetated",20161208,"940","100","21","Alistair Poore","PA","Chordata","Ambassis_sp.","Ambassis","sp.",NA,975,"Very large school sampled, abundance estimated","Alistair Poore, Hannah Sheppard Brennand, Brendan Lanham, Ruby Garthwin, Talia Stelling-Wood, Janine Ledet","a.poore@unsw.edu.au","Smiths_Lake_NSW","Ambassidae","planktivore","planktivore"
"Smiths_Lake_NSW_Seagrass_20161208","Smiths_Lake_NSW_Seagrass","Smiths_Lake_NSW",-32.380278,152.508889,"vegetated",20161208,"940","100","21","Alistair Poore","Q","Chordata","Arenigobius_bifrenatus","Arenigobius","bifrenatus",60,1,"","Alistair Poore, Hannah Sheppard Brennand, Brendan Lanham, Ruby Garthwin, Talia Stelling-Wood, Janine Ledet","a.poore@unsw.edu.au","Smiths_Lake_NSW","Gobiidae","benthic.invertivore","carnivore"
"Smiths_Lake_NSW_Seagrass_20161208","Smiths_Lake_NSW_Seagrass","Smiths_Lake_NSW",-32.380278,152.508889,"vegetated",20161208,"940","100","21","Alistair Poore","Q","Chordata","Atherinosoma_microstoma","Atherinosoma","microstoma",40,1,"","Alistair Poore, Hannah Sheppard Brennand, Brendan Lanham, Ruby Garthwin, Talia Stelling-Wood, Janine Ledet","a.poore@unsw.edu.au","Smiths_Lake_NSW","Atherinidae","planktivore.benthic.invertivore","carnivore"
"Smiths_Lake_NSW_Seagrass_20161208","Smiths_Lake_NSW_Seagrass","Smiths_Lake_NSW",-32.380278,152.508889,"vegetated",20161208,"940","100","21","Alistair Poore","Q","Chordata","Centropogon_australis","Centropogon","australis",45,1,"","Alistair Poore, Hannah Sheppard Brennand, Brendan Lanham, Ruby Garthwin, Talia Stelling-Wood, Janine Ledet","a.poore@unsw.edu.au","Smiths_Lake_NSW","Tetrarogidae","benthic.invertivore","carnivore"
"Smiths_Lake_NSW_Seagrass_20161208","Smiths_Lake_NSW_Seagrass","Smiths_Lake_NSW",-32.380278,152.508889,"vegetated",20161208,"940","100","21","Alistair Poore","Q","Chordata","Centropogon_australis","Centropogon","australis",35,1,"","Alistair Poore, Hannah Sheppard Brennand, Brendan Lanham, Ruby Garthwin, Talia Stelling-Wood, Janine Ledet","a.poore@unsw.edu.au","Smiths_Lake_NSW","Tetrarogidae","benthic.invertivore","carnivore"
"Smiths_Lake_NSW_Seagrass_20161208","Smiths_Lake_NSW_Seagrass","Smiths_Lake_NSW",-32.380278,152.508889,"vegetated",20161208,"940","100","21","Alistair Poore","Q","Chordata","Centropogon_australis","Centropogon","australis",45,1,"","Alistair Poore, Hannah Sheppard Brennand, Brendan Lanham, Ruby Garthwin, Talia Stelling-Wood, Janine Ledet","a.poore@unsw.edu.au","Smiths_Lake_NSW","Tetrarogidae","benthic.invertivore","carnivore"
"Smiths_Lake_NSW_Seagrass_20161208","Smiths_Lake_NSW_Seagrass","Smiths_Lake_NSW",-32.380278,152.508889,"vegetated",20161208,"940","100","21","Alistair Poore","Q","Chordata","Centropogon_australis","Centropogon","australis",50,1,"","Alistair Poore, Hannah Sheppard Brennand, Brendan Lanham, Ruby Garthwin, Talia Stelling-Wood, Janine Ledet","a.poore@unsw.edu.au","Smiths_Lake_NSW","Tetrarogidae","benthic.invertivore","carnivore"
"Smiths_Lake_NSW_Seagrass_20161208","Smiths_Lake_NSW_Seagrass","Smiths_Lake_NSW",-32.380278,152.508889,"vegetated",20161208,"940","100","21","Alistair Poore","Q","Chordata","Centropogon_australis","Centropogon","australis",50,1,"","Alistair Poore, Hannah Sheppard Brennand, Brendan Lanham, Ruby Garthwin, Talia Stelling-Wood, Janine Ledet","a.poore@unsw.edu.au","Smiths_Lake_NSW","Tetrarogidae","benthic.invertivore","carnivore"
"Smiths_Lake_NSW_Seagrass_20161208","Smiths_Lake_NSW_Seagrass","Smiths_Lake_NSW",-32.380278,152.508889,"vegetated",20161208,"940","100","21","Alistair Poore","Q","Chordata","Centropogon_australis","Centropogon","australis",45,1,"","Alistair Poore, Hannah Sheppard Brennand, Brendan Lanham, Ruby Garthwin, Talia Stelling-Wood, Janine Ledet","a.poore@unsw.edu.au","Smiths_Lake_NSW","Tetrarogidae","benthic.invertivore","carnivore"
"Smiths_Lake_NSW_Seagrass_20161208","Smiths_Lake_NSW_Seagrass","Smiths_Lake_NSW",-32.380278,152.508889,"vegetated",20161208,"940","100","21","Alistair Poore","Q","Chordata","Centropogon_australis","Centropogon","australis",40,1,"","Alistair Poore, Hannah Sheppard Brennand, Brendan Lanham, Ruby Garthwin, Talia Stelling-Wood, Janine Ledet","a.poore@unsw.edu.au","Smiths_Lake_NSW","Tetrarogidae","benthic.invertivore","carnivore"
