Site.Name,Lat,Long,habitat,Date,Time,Depth,Distance,width.transect,area,volume,Q.PA,phylum,family,Genus,Species,Length,Abundance,Country,SPECIES_NAME,cpua,A,B,biomass,biomass.area,biomass.vol
Puerto Aldea (Chile),-30.298295,-71.605056,Unvegetated,20170308,1203,120,25,10,250,15000,Q,Arthropoda,Paguridae,Pagurus,perlatus,22,1,Chile,Pagurus perlatus,0.004,NaN,NaN,NaN,NaN,NaN
Puerto Aldea (Chile),-30.298295,-71.605056,Unvegetated,20170308,1203,120,25,10,250,15000,Q,Arthropoda,Paguridae,Pagurus,perlatus,24,1,Chile,Pagurus perlatus,0.004,NaN,NaN,NaN,NaN,NaN
Puerto Aldea (Chile),-30.298295,-71.605056,Unvegetated,20170308,1203,120,25,10,250,15000,Q,Arthropoda,Paguridae,Pagurus,perlatus,18,1,Chile,Pagurus perlatus,0.004,NaN,NaN,NaN,NaN,NaN
Puerto Aldea (Chile),-30.298295,-71.605056,Unvegetated,20170308,1203,120,25,10,250,15000,Q,Arthropoda,Paguridae,Pagurus,perlatus,19,1,Chile,Pagurus perlatus,0.004,NaN,NaN,NaN,NaN,NaN
Puerto Aldea (Chile),-30.298295,-71.605056,Unvegetated,20170308,1203,120,25,10,250,15000,Q,Arthropoda,Paguridae,Pagurus,perlatus,16,1,Chile,Pagurus perlatus,0.004,NaN,NaN,NaN,NaN,NaN
Puerto Aldea (Chile),-30.298295,-71.605056,Unvegetated,20170308,1203,120,25,10,250,15000,Q,Arthropoda,Paguridae,Pagurus,perlatus,18,1,Chile,Pagurus perlatus,0.004,NaN,NaN,NaN,NaN,NaN
Puerto Aldea (Chile),-30.298295,-71.605056,Unvegetated,20170308,1203,120,25,10,250,15000,Q,Arthropoda,Paguridae,Pagurus,perlatus,14,1,Chile,Pagurus perlatus,0.004,NaN,NaN,NaN,NaN,NaN
Puerto Aldea (Chile),-30.298295,-71.605056,Unvegetated,20170308,1203,120,25,10,250,15000,Q,Arthropoda,Paguridae,Pagurus,perlatus,12,1,Chile,Pagurus perlatus,0.004,NaN,NaN,NaN,NaN,NaN
Puerto Aldea (Chile),-30.298295,-71.605056,Unvegetated,20170308,1203,120,25,10,250,15000,Q,Arthropoda,Paguridae,Pagurus,perlatus,12,1,Chile,Pagurus perlatus,0.004,NaN,NaN,NaN,NaN,NaN
Puerto Aldea (Chile),-30.298295,-71.605056,Unvegetated,20170309,1125,120,25,10,250,15000,Q,Chordata,Clupeidae,Ethmidium,maculatum,47,1,Chile,Ethmidium maculatum,0.004,0.00724,3.11,0.8911748144480305,0.003564699257792122,5.9411654296535366e-5
Puerto Aldea (Chile),-30.298295,-71.605056,Unvegetated,20170309,1125,120,25,10,250,15000,Q,Chordata,Clupeidae,Ethmidium,maculatum,62,1,Chile,Ethmidium maculatum,0.004,0.00724,3.11,2.1090006837328557,0.008436002734931423,1.4060004558219037e-4
Puerto Aldea (Chile),-30.298295,-71.605056,Unvegetated,20170309,1125,120,25,10,250,15000,Q,Chordata,Clupeidae,Ethmidium,maculatum,73,1,Chile,Ethmidium maculatum,0.004,0.00724,3.11,3.504876029252219,0.014019504117008877,2.3365840195014795e-4
Puerto Aldea (Chile),-30.298295,-71.605056,Unvegetated,20170309,1125,120,25,10,250,15000,Q,Chordata,Clupeidae,Ethmidium,maculatum,54,1,Chile,Ethmidium maculatum,0.004,0.00724,3.11,1.372407741753212,0.005489630967012848,9.149384945021412e-5
Puerto Aldea (Chile),-30.298295,-71.605056,Unvegetated,20170309,1125,120,25,10,250,15000,Q,Chordata,Clupeidae,Ethmidium,maculatum,55,1,Chile,Ethmidium maculatum,0.004,0.00724,3.11,1.4530030653811243,0.0058120122615244975,9.686687102540828e-5
Puerto Aldea (Chile),-30.298295,-71.605056,Unvegetated,20170309,1125,120,25,10,250,15000,Q,Chordata,Clupeidae,Ethmidium,maculatum,66,1,Chile,Ethmidium maculatum,0.004,0.00724,3.11,2.5616524432664995,0.010246609773065999,1.7077682955109996e-4
Puerto Aldea (Chile),-30.298295,-71.605056,Unvegetated,20170309,1125,120,25,10,250,15000,Q,Chordata,Clupeidae,Ethmidium,maculatum,58,1,Chile,Ethmidium maculatum,0.004,0.00724,3.11,1.7139558322079038,0.006855823328831615,1.1426372214719359e-4
Puerto Aldea (Chile),-30.298295,-71.605056,Unvegetated,20170309,1125,120,25,10,250,15000,Q,Chordata,Clupeidae,Ethmidium,maculatum,60,1,Chile,Ethmidium maculatum,0.004,0.00724,3.11,1.904534985563952,0.007618139942255808,1.269689990375968e-4
Puerto Aldea (Chile),-30.298295,-71.605056,Unvegetated,20170309,1125,120,25,10,250,15000,Q,Chordata,Clupeidae,Ethmidium,maculatum,57,1,Chile,Ethmidium maculatum,0.004,0.00724,3.11,1.6237133721314405,0.0064948534885257625,1.0824755814209604e-4
Puerto Aldea (Chile),-30.298295,-71.605056,Unvegetated,20170309,1125,120,25,10,250,15000,Q,Chordata,Clupeidae,Ethmidium,maculatum,45,1,Chile,Ethmidium maculatum,0.004,0.00724,3.11,0.7784477792691514,0.0031137911170766057,5.189651861794343e-5
Puerto Aldea (Chile),-30.298295,-71.605056,Unvegetated,20170309,1125,120,25,10,250,15000,Q,Chordata,Clupeidae,Ethmidium,maculatum,52,1,Chile,Ethmidium maculatum,0.004,0.00724,3.11,1.220419012920633,0.004881676051682532,8.13612675280422e-5
Puerto Aldea (Chile),-30.298295,-71.605056,Unvegetated,20170309,1125,120,25,10,250,15000,Q,Chordata,Clupeidae,Ethmidium,maculatum,57,1,Chile,Ethmidium maculatum,0.004,0.00724,3.11,1.6237133721314405,0.0064948534885257625,1.0824755814209604e-4
Puerto Aldea (Chile),-30.298295,-71.605056,Unvegetated,20170309,1125,120,25,10,250,15000,Q,Chordata,Clupeidae,Ethmidium,maculatum,48,1,Chile,Ethmidium maculatum,0.004,0.00724,3.11,0.9514781389425022,0.003805912555770009,6.343187592950015e-5
Puerto Aldea (Chile),-30.298295,-71.605056,Unvegetated,20170309,1125,120,25,10,250,15000,Q,Chordata,Clupeidae,Ethmidium,maculatum,62,1,Chile,Ethmidium maculatum,0.004,0.00724,3.11,2.1090006837328557,0.008436002734931423,1.4060004558219037e-4
Puerto Aldea (Chile),-30.298295,-71.605056,Unvegetated,20170309,1125,120,25,10,250,15000,Q,Chordata,Clupeidae,Ethmidium,maculatum,66,1,Chile,Ethmidium maculatum,0.004,0.00724,3.11,2.5616524432664995,0.010246609773065999,1.7077682955109996e-4
Puerto Aldea (Chile),-30.298295,-71.605056,Unvegetated,20170309,1125,120,25,10,250,15000,Q,Chordata,Clupeidae,Ethmidium,maculatum,55,1,Chile,Ethmidium maculatum,0.004,0.00724,3.11,1.4530030653811243,0.0058120122615244975,9.686687102540828e-5
Puerto Aldea (Chile),-30.298295,-71.605056,Unvegetated,20170309,1125,120,25,10,250,15000,Q,Chordata,Clupeidae,Ethmidium,maculatum,66,1,Chile,Ethmidium maculatum,0.004,0.00724,3.11,2.5616524432664995,0.010246609773065999,1.7077682955109996e-4
Puerto Aldea (Chile),-30.298295,-71.605056,Unvegetated,20170309,1125,120,25,10,250,15000,Q,Chordata,Clupeidae,Ethmidium,maculatum,47,1,Chile,Ethmidium maculatum,0.004,0.00724,3.11,0.8911748144480305,0.003564699257792122,5.9411654296535366e-5
Puerto Aldea (Chile),-30.298295,-71.605056,Unvegetated,20170309,1125,120,25,10,250,15000,Q,Chordata,Clupeidae,Ethmidium,maculatum,63,1,Chile,Ethmidium maculatum,0.004,0.00724,3.11,2.2166017664585778,0.008866407065834312,1.4777345109723853e-4
Puerto Aldea (Chile),-30.298295,-71.605056,Unvegetated,20170309,1125,120,25,10,250,15000,Q,Chordata,Clupeidae,Ethmidium,maculatum,46,1,Chile,Ethmidium maculatum,0.004,0.00724,3.11,0.833518844044675,0.0033340753761787,5.556792293631167e-5
Puerto Aldea (Chile),-30.298295,-71.605056,Unvegetated,20170309,1125,120,25,10,250,15000,Q,Chordata,Clupeidae,Ethmidium,maculatum,57,1,Chile,Ethmidium maculatum,0.004,0.00724,3.11,1.6237133721314405,0.0064948534885257625,1.0824755814209604e-4
Puerto Aldea (Chile),-30.298295,-71.605056,Unvegetated,20170309,1125,120,25,10,250,15000,Q,Chordata,Clupeidae,Ethmidium,maculatum,57,1,Chile,Ethmidium maculatum,0.004,0.00724,3.11,1.6237133721314405,0.0064948534885257625,1.0824755814209604e-4
Puerto Aldea (Chile),-30.298295,-71.605056,Unvegetated,20170309,1125,120,25,10,250,15000,Q,Chordata,Clupeidae,Ethmidium,maculatum,58,1,Chile,Ethmidium maculatum,0.004,0.00724,3.11,1.7139558322079038,0.006855823328831615,1.1426372214719359e-4
Puerto Aldea (Chile),-30.298295,-71.605056,Unvegetated,20170309,1125,120,25,10,250,15000,Q,Chordata,Clupeidae,Ethmidium,maculatum,48,1,Chile,Ethmidium maculatum,0.004,0.00724,3.11,0.9514781389425022,0.003805912555770009,6.343187592950015e-5
Puerto Aldea (Chile),-30.298295,-71.605056,Unvegetated,20170309,1125,120,25,10,250,15000,Q,Chordata,Clupeidae,Ethmidium,maculatum,58,1,Chile,Ethmidium maculatum,0.004,0.00724,3.11,1.7139558322079038,0.006855823328831615,1.1426372214719359e-4
Puerto Aldea (Chile),-30.298295,-71.605056,Unvegetated,20170309,1125,120,25,10,250,15000,Q,NA,Cancridae,Romaleon,setosum,24,1,Chile,Romaleon setosum,0.004,0.165405,2.846,1.9981580064479725,0.00799263202579189,1.3321053376319817e-4
Puerto Aldea (Chile),-30.298295,-71.605056,Unvegetated,20170309,1125,120,25,10,250,15000,Q,NA,Cancridae,Romaleon,setosum,10,1,Chile,Romaleon setosum,0.004,0.165405,2.846,0.165405,6.6162e-4,1.1027e-5
Puerto Aldea (Chile),-30.298295,-71.605056,Unvegetated,20170309,1125,120,25,10,250,15000,Q,NA,Cancridae,Romaleon,setosum,5,1,Chile,Romaleon setosum,0.004,0.165405,2.846,0.02300473664941681,9.201894659766723e-5,1.5336491099611206e-6
Puerto Aldea (Chile),-30.298295,-71.605056,Unvegetated,20170309,1125,120,25,10,250,15000,Q,Arthropoda,Paguridae,Pagurus,perlatus,21,1,Chile,Pagurus perlatus,0.004,NaN,NaN,NaN,NaN,NaN
Puerto Aldea (Chile),-30.298258,-71.605429,Unvegetated,20170308,1130,120,25,10,250,15000,Q,Chordata,Paralichthyidae,Paralichthys,sp.,81,1,Chile,Paralichthys sp.,0.004,0.0059,3.18,4.569139016158935,0.01827655606463574,3.0460926774392903e-4
Puerto Aldea (Chile),-30.298258,-71.605429,Unvegetated,20170308,1130,120,25,10,250,15000,Q,Chordata,Paralichthyidae,Paralichthys,sp.,111,1,Chile,Paralichthys sp.,0.004,0.0059,3.18,12.44454676834909,0.04977818707339636,8.296364512232726e-4
Puerto Aldea (Chile),-30.298258,-71.605429,Unvegetated,20170308,1130,120,25,10,250,15000,Q,Chordata,Paralichthyidae,Paralichthys,sp.,94,1,Chile,Paralichthys sp.,0.004,0.0059,3.18,7.334974123868384,0.029339896495473534,4.88998274924559e-4
Puerto Aldea (Chile),-30.298258,-71.605429,Unvegetated,20170308,1130,120,25,10,250,15000,Q,Arthropoda,Paguridae,Pagurus,perlatus,23,1,Chile,Pagurus perlatus,0.004,NaN,NaN,NaN,NaN,NaN
Puerto Aldea (Chile),-30.298258,-71.605429,Unvegetated,20170308,1130,120,25,10,250,15000,Q,NA,Cancridae,Romaleon,setosum,18,1,Chile,Romaleon setosum,0.004,0.165405,2.846,0.8811588006880083,0.0035246352027520334,5.874392004586722e-5
Puerto Aldea (Chile),-30.298258,-71.605429,Unvegetated,20170308,1130,120,25,10,250,15000,Q,NA,Cancridae,Romaleon,setosum,26,1,Chile,Romaleon setosum,0.004,0.165405,2.846,2.5093589081617287,0.010037435632646915,1.6729059387744858e-4
Puerto Aldea (Chile),-30.298258,-71.605429,Unvegetated,20170308,1130,120,25,10,250,15000,Q,Arthropoda,Cancridae,Cancer,coronatus,28,1,Chile,Cancer coronatus,0.004,0.09036,2.612,1.33031044234674,0.00532124176938696,8.8687362823116e-5
Puerto Aldea (Chile),-30.298258,-71.605429,Unvegetated,20170308,1130,120,25,10,250,15000,Q,Arthropoda,Cancridae,Cancer,coronatus,28,1,Chile,Cancer coronatus,0.004,0.09036,2.612,1.33031044234674,0.00532124176938696,8.8687362823116e-5
Puerto Aldea (Chile),-30.298258,-71.605429,Unvegetated,20170309,1100,120,27,10,270,16200,Q,Chordata,Paralichthyidae,Paralichthys,microps,155,1,Chile,Paralichthys microps,0.003703703703703704,0.00708,3.15,39.77206192386091,0.1473039330513367,0.0024550655508556118
Puerto Aldea (Chile),-30.298258,-71.605429,Unvegetated,20170309,1100,120,27,10,270,16200,Q,NA,Cancridae,Romaleon,setosum,20,1,Chile,Romaleon setosum,0.003703703703703704,0.165405,2.846,1.189268733736779,0.004404699013839923,7.341165023066538e-5
Puerto Aldea (Chile),-30.298258,-71.605429,Unvegetated,20170309,1100,120,27,10,270,16200,Q,NA,Cancridae,Romaleon,setosum,35,1,Chile,Romaleon setosum,0.003703703703703704,0.165405,2.846,5.847446915222237,0.021657210797119398,3.609535132853233e-4
Puerto Aldea (Chile),-30.298258,-71.605429,Unvegetated,20170309,1100,120,27,10,270,16200,Q,NA,Cancridae,Romaleon,setosum,30,1,Chile,Romaleon setosum,0.003703703703703704,0.165405,2.846,3.7708193288166245,0.013965997514135646,2.327666252355941e-4
Puerto Aldea (Chile),-30.298258,-71.605429,Unvegetated,20170309,1100,120,27,10,270,16200,Q,Arthropoda,Ovalipidae,Ovalipes,trimaculatus,11,1,Chile,Ovalipes trimaculatus,0.003703703703703704,NaN,NaN,NaN,NaN,NaN
Puerto Aldea (Chile),-30.298258,-71.605429,Unvegetated,20170309,1100,120,27,10,270,16200,Q,Arthropoda,Paguridae,Pagurus,perlatus,29,1,Chile,Pagurus perlatus,0.003703703703703704,NaN,NaN,NaN,NaN,NaN
Puerto Aldea (Chile),-30.298258,-71.605429,Unvegetated,20170309,1100,120,27,10,270,16200,Q,Arthropoda,Paguridae,Pagurus,perlatus,29,1,Chile,Pagurus perlatus,0.003703703703703704,NaN,NaN,NaN,NaN,NaN
Puerto Aldea (Chile),-30.298258,-71.605429,Unvegetated,20170309,1100,120,27,10,270,16200,Q,Arthropoda,Paguridae,Pagurus,perlatus,21,1,Chile,Pagurus perlatus,0.003703703703703704,NaN,NaN,NaN,NaN,NaN
Puerto Aldea (Chile),-30.298258,-71.605429,Unvegetated,20170309,1100,120,27,10,270,16200,Q,Arthropoda,Paguridae,Pagurus,perlatus,8,1,Chile,Pagurus perlatus,0.003703703703703704,NaN,NaN,NaN,NaN,NaN
Puerto Aldea (Chile),-30.298258,-71.605429,Unvegetated,20170310,1140,100,28,10,280,14000,Q,Chordata,Clupeidae,Ethmidium,maculatum,56,1,Chile,Ethmidium maculatum,0.0035714285714285713,0.00724,3.11,1.5367503835503158,0.005488394226965413,1.0976788453930828e-4
Puerto Aldea (Chile),-30.298258,-71.605429,Unvegetated,20170310,1140,100,28,10,280,14000,Q,Chordata,Clupeidae,Ethmidium,maculatum,55,1,Chile,Ethmidium maculatum,0.0035714285714285713,0.00724,3.11,1.4530030653811243,0.005189296662075444,1.0378593324150888e-4
Puerto Aldea (Chile),-30.298258,-71.605429,Unvegetated,20170310,1140,100,28,10,280,14000,Q,Chordata,Clupeidae,Ethmidium,maculatum,59,1,Chile,Ethmidium maculatum,0.0035714285714285713,0.00724,3.11,1.8075416881185085,0.006455506028994673,1.2911012057989347e-4
Puerto Aldea (Chile),-30.298258,-71.605429,Unvegetated,20170310,1140,100,28,10,280,14000,Q,Chordata,Clupeidae,Ethmidium,maculatum,61,1,Chile,Ethmidium maculatum,0.0035714285714285713,0.00724,3.11,2.004999889774067,0.007160713892050239,1.432142778410048e-4
Puerto Aldea (Chile),-30.298258,-71.605429,Unvegetated,20170310,1140,100,28,10,280,14000,Q,Chordata,Clupeidae,Ethmidium,maculatum,50,1,Chile,Ethmidium maculatum,0.0035714285714285713,0.00724,3.11,1.0802773730777042,0.003858133475277515,7.71626695055503e-5
Puerto Aldea (Chile),-30.298258,-71.605429,Unvegetated,20170310,1140,100,28,10,280,14000,Q,Chordata,Clupeidae,Ethmidium,maculatum,59,1,Chile,Ethmidium maculatum,0.0035714285714285713,0.00724,3.11,1.8075416881185085,0.006455506028994673,1.2911012057989347e-4
Puerto Aldea (Chile),-30.298258,-71.605429,Unvegetated,20170310,1140,100,28,10,280,14000,Q,Chordata,Clupeidae,Ethmidium,maculatum,56,1,Chile,Ethmidium maculatum,0.0035714285714285713,0.00724,3.11,1.5367503835503158,0.005488394226965413,1.0976788453930828e-4
Puerto Aldea (Chile),-30.298258,-71.605429,Unvegetated,20170310,1140,100,28,10,280,14000,Q,Chordata,Clupeidae,Ethmidium,maculatum,63,1,Chile,Ethmidium maculatum,0.0035714285714285713,0.00724,3.11,2.2166017664585778,0.007916434880209206,1.5832869760418411e-4
Puerto Aldea (Chile),-30.298258,-71.605429,Unvegetated,20170310,1140,100,28,10,280,14000,Q,Chordata,Clupeidae,Ethmidium,maculatum,65,1,Chile,Ethmidium maculatum,0.0035714285714285713,0.00724,3.11,2.442862964500784,0.0087245105875028,1.74490211750056e-4
Puerto Aldea (Chile),-30.298258,-71.605429,Unvegetated,20170310,1140,100,28,10,280,14000,Q,Chordata,Clupeidae,Ethmidium,maculatum,68,1,Chile,Ethmidium maculatum,0.0035714285714285713,0.00724,3.11,2.810873393660833,0.01003883354878869,2.007766709757738e-4
Puerto Aldea (Chile),-30.298258,-71.605429,Unvegetated,20170310,1140,100,28,10,280,14000,Q,Chordata,Clupeidae,Ethmidium,maculatum,66,1,Chile,Ethmidium maculatum,0.0035714285714285713,0.00724,3.11,2.5616524432664995,0.009148758725951785,1.8297517451903569e-4
Puerto Aldea (Chile),-30.298258,-71.605429,Unvegetated,20170310,1140,100,28,10,280,14000,Q,Chordata,Clupeidae,Ethmidium,maculatum,63,1,Chile,Ethmidium maculatum,0.0035714285714285713,0.00724,3.11,2.2166017664585778,0.007916434880209206,1.5832869760418411e-4
Puerto Aldea (Chile),-30.298258,-71.605429,Unvegetated,20170310,1140,100,28,10,280,14000,Q,Chordata,Clupeidae,Ethmidium,maculatum,66,1,Chile,Ethmidium maculatum,0.0035714285714285713,0.00724,3.11,2.5616524432664995,0.009148758725951785,1.8297517451903569e-4
Puerto Aldea (Chile),-30.298258,-71.605429,Unvegetated,20170310,1140,100,28,10,280,14000,Q,Chordata,Clupeidae,Ethmidium,maculatum,58,1,Chile,Ethmidium maculatum,0.0035714285714285713,0.00724,3.11,1.7139558322079038,0.006121270829313942,1.2242541658627885e-4
Puerto Aldea (Chile),-30.298258,-71.605429,Unvegetated,20170310,1140,100,28,10,280,14000,Q,Chordata,Clupeidae,Ethmidium,maculatum,66,1,Chile,Ethmidium maculatum,0.0035714285714285713,0.00724,3.11,2.5616524432664995,0.009148758725951785,1.8297517451903569e-4
Puerto Aldea (Chile),-30.298258,-71.605429,Unvegetated,20170310,1140,100,28,10,280,14000,Q,Chordata,Clupeidae,Ethmidium,maculatum,65,1,Chile,Ethmidium maculatum,0.0035714285714285713,0.00724,3.11,2.442862964500784,0.0087245105875028,1.74490211750056e-4
Puerto Aldea (Chile),-30.298258,-71.605429,Unvegetated,20170310,1140,100,28,10,280,14000,Q,Chordata,Clupeidae,Ethmidium,maculatum,55,1,Chile,Ethmidium maculatum,0.0035714285714285713,0.00724,3.11,1.4530030653811243,0.005189296662075444,1.0378593324150888e-4
Puerto Aldea (Chile),-30.298258,-71.605429,Unvegetated,20170310,1140,100,28,10,280,14000,Q,Chordata,Clupeidae,Ethmidium,maculatum,67,1,Chile,Ethmidium maculatum,0.0035714285714285713,0.00724,3.11,2.684300934604261,0.009586789052158075,1.917357810431615e-4
Puerto Aldea (Chile),-30.298258,-71.605429,Unvegetated,20170310,1140,100,28,10,280,14000,Q,Chordata,Clupeidae,Ethmidium,maculatum,68,1,Chile,Ethmidium maculatum,0.0035714285714285713,0.00724,3.11,2.810873393660833,0.01003883354878869,2.007766709757738e-4
Puerto Aldea (Chile),-30.298258,-71.605429,Unvegetated,20170310,1140,100,28,10,280,14000,Q,Chordata,Clupeidae,Ethmidium,maculatum,49,1,Chile,Ethmidium maculatum,0.0035714285714285713,0.00724,3.11,1.0144914123388122,0.003623183615495758,7.246367230991516e-5
Puerto Aldea (Chile),-30.298258,-71.605429,Unvegetated,20170310,1140,100,28,10,280,14000,Q,Chordata,Clupeidae,Ethmidium,maculatum,67,1,Chile,Ethmidium maculatum,0.0035714285714285713,0.00724,3.11,2.684300934604261,0.009586789052158075,1.917357810431615e-4
Puerto Aldea (Chile),-30.298258,-71.605429,Unvegetated,20170310,1140,100,28,10,280,14000,Q,Chordata,Clupeidae,Ethmidium,maculatum,67,1,Chile,Ethmidium maculatum,0.0035714285714285713,0.00724,3.11,2.684300934604261,0.009586789052158075,1.917357810431615e-4
Puerto Aldea (Chile),-30.298258,-71.605429,Unvegetated,20170310,1140,100,28,10,280,14000,Q,Chordata,Clupeidae,Ethmidium,maculatum,60,1,Chile,Ethmidium maculatum,0.0035714285714285713,0.00724,3.11,1.904534985563952,0.0068019106627283995,1.36038213254568e-4
Puerto Aldea (Chile),-30.298258,-71.605429,Unvegetated,20170310,1140,100,28,10,280,14000,Q,Chordata,Clupeidae,Ethmidium,maculatum,62,1,Chile,Ethmidium maculatum,0.0035714285714285713,0.00724,3.11,2.1090006837328557,0.007532145299045913,1.5064290598091826e-4
Puerto Aldea (Chile),-30.298258,-71.605429,Unvegetated,20170310,1140,100,28,10,280,14000,Q,Chordata,Clupeidae,Ethmidium,maculatum,64,1,Chile,Ethmidium maculatum,0.0035714285714285713,0.00724,3.11,2.327867651336347,0.008313813040486954,1.6627626080973907e-4
Puerto Aldea (Chile),-30.298258,-71.605429,Unvegetated,20170310,1140,100,28,10,280,14000,Q,Chordata,Paralichthyidae,Paralichthys,microps,124,1,Chile,Paralichthys microps,0.0035714285714285713,0.00708,3.15,19.69298571860326,0.0703320918521545,0.0014066418370430901
Puerto Aldea (Chile),-30.298258,-71.605429,Unvegetated,20170310,1140,100,28,10,280,14000,Q,Chordata,Paralichthyidae,Paralichthys,microps,130,1,Chile,Paralichthys microps,0.0035714285714285713,0.00708,3.15,22.853610296978832,0.0816200367749244,0.001632400735498488
Puerto Aldea (Chile),-30.298258,-71.605429,Unvegetated,20170310,1140,100,28,10,280,14000,Q,Chordata,Channidae,Menticirrhus,ophicephalus,153,1,Chile,Menticirrhus ophicephalus,0.0035714285714285713,0.00537,3.09,24.58503364277027,0.0878036915813224,0.001756073831626448
Puerto Aldea (Chile),-30.298258,-71.605429,Unvegetated,20170310,1140,100,28,10,280,14000,Q,NA,Cancridae,Romaleon,setosum,30,1,Chile,Romaleon setosum,0.0035714285714285713,0.165405,2.846,3.7708193288166245,0.013467211888630802,2.69344237772616e-4
Puerto Aldea (Chile),-30.298258,-71.605429,Unvegetated,20170310,1140,100,28,10,280,14000,Q,NA,Cancridae,Romaleon,setosum,22,1,Chile,Romaleon setosum,0.0035714285714285713,0.165405,2.846,1.5598526793583827,0.005570902426279938,1.1141804852559876e-4
Puerto Aldea (Chile),-30.298258,-71.605429,Unvegetated,20170310,1140,100,28,10,280,14000,Q,NA,Cancridae,Romaleon,setosum,20,1,Chile,Romaleon setosum,0.0035714285714285713,0.165405,2.846,1.189268733736779,0.004247388334774211,8.494776669548423e-5
Puerto Aldea (Chile),-30.298258,-71.605429,Unvegetated,20170310,1140,100,28,10,280,14000,Q,NA,Cancridae,Romaleon,setosum,31,1,Chile,Romaleon setosum,0.0035714285714285713,0.165405,2.846,4.139653721545627,0.014784477576948667,2.9568955153897337e-4
Puerto Aldea (Chile),-30.298258,-71.605429,Unvegetated,20170310,1140,100,28,10,280,14000,Q,NA,Cancridae,Romaleon,setosum,30,1,Chile,Romaleon setosum,0.0035714285714285713,0.165405,2.846,3.7708193288166245,0.013467211888630802,2.69344237772616e-4
Puerto Aldea (Chile),-30.298258,-71.605429,Unvegetated,20170310,1140,100,28,10,280,14000,Q,NA,Cancridae,Romaleon,setosum,26,1,Chile,Romaleon setosum,0.0035714285714285713,0.165405,2.846,2.5093589081617287,0.008961996100577602,1.7923992201155205e-4
Puerto Aldea (Chile),-30.298258,-71.605429,Unvegetated,20170310,1140,100,28,10,280,14000,Q,NA,Cancridae,Romaleon,setosum,30,1,Chile,Romaleon setosum,0.0035714285714285713,0.165405,2.846,3.7708193288166245,0.013467211888630802,2.69344237772616e-4
Puerto Aldea (Chile),-30.298258,-71.605429,Unvegetated,20170310,1140,100,28,10,280,14000,Q,Chordata,Engraulidae,Engraulis,ringens,72,1,Chile,Engraulis ringens,0.0035714285714285713,0.00816,3.0180000000000002,3.1558738368287935,0.011270977988674262,2.2541955977348525e-4
Puerto Aldea (Chile),-30.298258,-71.605429,Unvegetated,20170310,1140,100,28,10,280,14000,Q,Chordata,Engraulidae,Engraulis,ringens,91,1,Chile,Engraulis ringens,0.0035714285714285713,0.00816,3.0180000000000002,6.3984838893023275,0.02285172817607974,4.5703456352159483e-4
Puerto Aldea (Chile),-30.298258,-71.605429,Unvegetated,20170310,1140,100,28,10,280,14000,Q,Chordata,Engraulidae,Engraulis,ringens,67,1,Chile,Engraulis ringens,0.0035714285714285713,0.00816,3.0180000000000002,2.539708738719235,0.009070388352568697,1.8140776705137394e-4
Puerto Aldea (Chile),-30.292541,-71.608146,Seagrass,20170308,1445,120,25,10,250,15000,Q,Chordata,Cheilodactylidae,Cheilodactylus,variegatus,152,1,Chile,Cheilodactylus variegatus,0.004,0.0208,2.969,67.13622962193251,0.26854491848773004,0.004475748641462168
Puerto Aldea (Chile),-30.292541,-71.608146,Seagrass,20170308,1445,120,25,10,250,15000,Q,Chordata,Cheilodactylidae,Cheilodactylus,variegatus,164,1,Chile,Cheilodactylus variegatus,0.004,0.0208,2.969,84.12686783725563,0.33650747134902254,0.005608457855817042
Puerto Aldea (Chile),-30.292541,-71.608146,Seagrass,20170308,1445,120,25,10,250,15000,Q,Chordata,Blenniidae,Scartichthys,viridis,78,1,Chile,Scartichthys viridis,0.004,0.0191,2.736,5.269922156921079,0.021079688627684317,3.513281437947386e-4
Puerto Aldea (Chile),-30.292541,-71.608146,Seagrass,20170308,1445,120,25,10,250,15000,Q,Chordata,Blenniidae,Scartichthys,viridis,60,1,Chile,Scartichthys viridis,0.004,0.0191,2.736,2.570722438497505,0.01028288975399002,1.7138149589983367e-4
Puerto Aldea (Chile),-30.292541,-71.608146,Seagrass,20170308,1445,120,25,10,250,15000,Q,Chordata,Blenniidae,Scartichthys,viridis,69,1,Chile,Scartichthys viridis,0.004,0.0191,2.736,3.7681178705458374,0.01507247148218335,2.5120785803638915e-4
Puerto Aldea (Chile),-30.292541,-71.608146,Seagrass,20170308,1445,120,25,10,250,15000,Q,Chordata,Blenniidae,Scartichthys,viridis,52,1,Chile,Scartichthys viridis,0.004,0.0191,2.736,1.7378749186152347,0.006951499674460938,1.1585832790768232e-4
Puerto Aldea (Chile),-30.292541,-71.608146,Seagrass,20170308,1445,120,25,10,250,15000,Q,Arthropoda,Epialtidae,Taliepus,dentatus,36,1,Chile,Taliepus dentatus,0.004,NaN,NaN,NaN,NaN,NaN
Puerto Aldea (Chile),-30.292541,-71.608146,Seagrass,20170308,1445,120,25,10,250,15000,Q,Arthropoda,Epialtidae,Taliepus,dentatus,50,1,Chile,Taliepus dentatus,0.004,NaN,NaN,NaN,NaN,NaN
Puerto Aldea (Chile),-30.292541,-71.608146,Seagrass,20170308,1445,120,25,10,250,15000,Q,Arthropoda,Epialtidae,Taliepus,dentatus,40,1,Chile,Taliepus dentatus,0.004,NaN,NaN,NaN,NaN,NaN
