Country,habitat,sciName,Genus,family,length,biomass,abun,Site,rate,basin,coast,meanLat,meanLong,chlomax,chlomean,chlomin,chlorange,cloudmax,cloudmean,cloudmin,parmax,parmean,salinity,sstmax,sstmean,sstmin,sstrange,act,food,asp,tl,feed,troph,watercol,clim,body,snoutx,snouty,name
Australia (QLD2),Seagrass,Siganus sp.,Siganus,Siganidae,NA,NA,NA,QLD3,0.6915010230835235,Pacific,West,-25.850707,152.9822625,3.47500002384186,2.27433335781097,1.55999999245008,1.91500004132589,0.662000000476837,0.526666661103567,0.387333333492279,57.3366673787435,41.0836664835612,35.1770006815592,28.9769999186198,24.6019999186198,20.4629999796549,8.51400009791056,active,,,,grazing on aquatic plants,browsing herbivore,demersal,tropical,fusiform / normal,,,Sigasp
Australia (QLD2),Seagrass,Coris caudimacula,Coris,Labridae,NA,NA,NA,QLD3,0.6915010230835235,Pacific,West,-25.850707,152.9822625,3.47500002384186,2.27433335781097,1.55999999245008,1.91500004132589,0.662000000476837,0.526666661103567,0.387333333492279,57.3366673787435,41.0836664835612,35.1770006815592,28.9769999186198,24.6019999186198,20.4629999796549,8.51400009791056,active,3.38,1.17453,586,hunting macrofauna (predator),benthic invertivore;cleaner;higher carnivore;scraping herbivore,benthic;demersal,tropical,fusiform / normal,nan,nan,Coricaud
Australia (QLD2),Seagrass,Halichoeres chloropterus,Halichoeres,Labridae,NA,NA,NA,QLD3,0.6915010230835235,Pacific,West,-25.850707,152.9822625,3.47500002384186,2.27433335781097,1.55999999245008,1.91500004132589,0.662000000476837,0.526666661103567,0.387333333492279,57.3366673787435,41.0836664835612,35.1770006815592,28.9769999186198,24.6019999186198,20.4629999796549,8.51400009791056,active,3.37,1.2663,598.5,hunting macrofauna (predator),benthic invertivore;cleaner;higher carnivore;scraping herbivore,benthic;demersal,tropical,fusiform / normal,12,152,Halichlo
Australia (QLD2),Seagrass,Lutjanus vitta,Lutjanus,Lutjanidae,NA,NA,NA,QLD3,0.6915010230835235,Pacific,West,-25.850707,152.9822625,3.47500002384186,2.27433335781097,1.55999999245008,1.91500004132589,0.662000000476837,0.526666661103567,0.387333333492279,57.3366673787435,41.0836664835612,35.1770006815592,28.9769999186198,24.6019999186198,20.4629999796549,8.51400009791056,active,3.74000001,2.19494,552.6666667,hunting macrofauna (predator),benthic invertivore,demersal,tropical,fusiform / normal,21,145,Lutjvitt
Australia (QLD2),Seagrass,Carangoides fulvoguttatus,Carangoides,Carangidae,NA,NA,NA,QLD3,0.6915010230835235,Pacific,West,-25.850707,152.9822625,3.47500002384186,2.27433335781097,1.55999999245008,1.91500004132589,0.662000000476837,0.526666661103567,0.387333333492279,57.3366673787435,41.0836664835612,35.1770006815592,28.9769999186198,24.6019999186198,20.4629999796549,8.51400009791056,active,4.02,4.771755,544,hunting macrofauna (predator),benthic invertivore;higher carnivore;planktivore,pelagic non-site attached,tropical,fusiform / normal,59,257,Carafulv
Australia (QLD2),Seagrass,Sphyraena barracuda,Sphyraena,Sphyraenidae,NA,NA,NA,QLD3,0.6915010230835235,Pacific,West,-25.850707,152.9822625,3.47500002384186,2.27433335781097,1.55999999245008,1.91500004132589,0.662000000476837,0.526666661103567,0.387333333492279,57.3366673787435,41.0836664835612,35.1770006815592,28.9769999186198,24.6019999186198,20.4629999796549,8.51400009791056,active,4.5,2.45371,610.5,hunting macrofauna (predator),higher carnivore,demersal;pelagic non-site attached,tropical,elongated,15,106,Sphybarr
Australia (QLD2),Seagrass,Arothron sp.,Arothron,Tetraodontidae,NA,NA,NA,QLD3,0.6915010230835235,Pacific,West,-25.850707,152.9822625,3.47500002384186,2.27433335781097,1.55999999245008,1.91500004132589,0.662000000476837,0.526666661103567,0.387333333492279,57.3366673787435,41.0836664835612,35.1770006815592,28.9769999186198,24.6019999186198,20.4629999796549,8.51400009791056,active,,,,browsing on substrate;hunting macrofauna (predator),benthic invertivore;higher carnivore,benthic;demersal;pelagic non-site attached,subtropical;temperate;tropical,fusiform / normal;short and / or deep,,,Arotsp
Australia (QLD2),Seagrass,Amblygobius sp.,Amblygobius,Gobiidae,NA,NA,NA,QLD3,0.6915010230835235,Pacific,West,-25.850707,152.9822625,3.47500002384186,2.27433335781097,1.55999999245008,1.91500004132589,0.662000000476837,0.526666661103567,0.387333333492279,57.3366673787435,41.0836664835612,35.1770006815592,28.9769999186198,24.6019999186198,20.4629999796549,8.51400009791056,ambush,,,,browsing on substrate;hunting macrofauna (predator);selective plankton feeding;variable,benthic invertivore;higher carnivore;omnivore;planktivore,benthic,subtropical;temperate;tropical,elongated;fusiform / normal,,,Amblsp
Australia (QLD2),Unvegetated,Symphorus nematophorus,Symphorus,Lutjanidae,NA,NA,NA,QLD3,0.5985326363065556,Pacific,West,-25.850707,152.9822625,3.47500002384186,2.27433335781097,1.55999999245008,1.91500004132589,0.662000000476837,0.526666661103567,0.387333333492279,57.3366673787435,41.0836664835612,35.1770006815592,28.9769999186198,24.6019999186198,20.4629999796549,8.51400009791056,active,4.18,1.32518,572.5,hunting macrofauna (predator),benthic invertivore,demersal,tropical,fusiform / normal,23,173,Sympnema
Australia (QLD2),Unvegetated,Chaetodon auriga,Chaetodon,Chaetodontidae,NA,NA,NA,QLD3,0.5985326363065556,Pacific,West,-25.850707,152.9822625,3.47500002384186,2.27433335781097,1.55999999245008,1.91500004132589,0.662000000476837,0.526666661103567,0.387333333492279,57.3366673787435,41.0836664835612,35.1770006815592,28.9769999186198,24.6019999186198,20.4629999796549,8.51400009791056,active,3.130000114,2.4299,551,hunting macrofauna (predator),benthic invertivore,demersal,tropical,short and / or deep,15,246.5,Chaeauri
Australia (QLD2),Seagrass,Acanthurus sp.,Acanthurus,Acanthuridae,NA,NA,NA,QLD3,0.6915010230835235,Pacific,West,-25.850707,152.9822625,3.47500002384186,2.27433335781097,1.55999999245008,1.91500004132589,0.662000000476837,0.526666661103567,0.387333333492279,57.3366673787435,41.0836664835612,35.1770006815592,28.9769999186198,24.6019999186198,20.4629999796549,8.51400009791056,active,,,,browsing on substrate,browsing herbivore,demersal,tropical,short and / or deep,,,Acansp
Australia (QLD2),Seagrass,Leptojulis sp.,Leptojulis,Labridae,NA,NA,NA,QLD3,0.6915010230835235,Pacific,West,-25.850707,152.9822625,3.47500002384186,2.27433335781097,1.55999999245008,1.91500004132589,0.662000000476837,0.526666661103567,0.387333333492279,57.3366673787435,41.0836664835612,35.1770006815592,28.9769999186198,24.6019999186198,20.4629999796549,8.51400009791056,active,,,,browsing on substrate;hunting macrofauna (predator);picking parasites off a host (cleaner);selective plankton feeding;variable,benthic invertivore;cleaner;higher carnivore;scraping herbivore,benthic;demersal,subtropical;temperate;tropical,elongated;fusiform / normal,,,Leptsp
Australia (QLD2),Seagrass,Scolopsis lineata,Scolopsis,Nemipteridae,NA,NA,NA,QLD3,0.6915010230835235,Pacific,West,-25.850707,152.9822625,3.47500002384186,2.27433335781097,1.55999999245008,1.91500004132589,0.662000000476837,0.526666661103567,0.387333333492279,57.3366673787435,41.0836664835612,35.1770006815592,28.9769999186198,24.6019999186198,20.4629999796549,8.51400009791056,active,3.76,2.181345,598.5,hunting macrofauna (predator),benthic invertivore,demersal,tropical,fusiform / normal,20,164,Scolline
Australia (QLD2),Seagrass,Lutjanus sp.,Lutjanus,Lutjanidae,NA,NA,NA,QLD3,0.6915010230835235,Pacific,West,-25.850707,152.9822625,3.47500002384186,2.27433335781097,1.55999999245008,1.91500004132589,0.662000000476837,0.526666661103567,0.387333333492279,57.3366673787435,41.0836664835612,35.1770006815592,28.9769999186198,24.6019999186198,20.4629999796549,8.51400009791056,active,,,,hunting macrofauna (predator),benthic invertivore,demersal,tropical,fusiform / normal,,,Lutjsp
Australia (QLD2),Seagrass,Lutjanus semicinctus,Lutjanus,Lutjanidae,NA,NA,NA,QLD3,0.6915010230835235,Pacific,West,-25.850707,152.9822625,3.47500002384186,2.27433335781097,1.55999999245008,1.91500004132589,0.662000000476837,0.526666661103567,0.387333333492279,57.3366673787435,41.0836664835612,35.1770006815592,28.9769999186198,24.6019999186198,20.4629999796549,8.51400009791056,active,4.05,2.07649,581,hunting macrofauna (predator),benthic invertivore,demersal,tropical,fusiform / normal,nan,nan,Lutjsemi
Australia (QLD2),Seagrass,Lutjanus obsoletus,Lutjanus,Lutjanidae,NA,NA,NA,QLD3,0.6915010230835235,Pacific,West,-25.850707,152.9822625,3.47500002384186,2.27433335781097,1.55999999245008,1.91500004132589,0.662000000476837,0.526666661103567,0.387333333492279,57.3366673787435,41.0836664835612,35.1770006815592,28.9769999186198,24.6019999186198,20.4629999796549,8.51400009791056,active,,,,hunting macrofauna (predator),benthic invertivore,demersal,tropical,fusiform / normal,,,Lutjobso
Australia (QLD2),Seagrass,Halichoeres sp.,Halichoeres,Labridae,NA,NA,NA,QLD3,0.6915010230835235,Pacific,West,-25.850707,152.9822625,3.47500002384186,2.27433335781097,1.55999999245008,1.91500004132589,0.662000000476837,0.526666661103567,0.387333333492279,57.3366673787435,41.0836664835612,35.1770006815592,28.9769999186198,24.6019999186198,20.4629999796549,8.51400009791056,active,,,,browsing on substrate;hunting macrofauna (predator);picking parasites off a host (cleaner);selective plankton feeding;variable,benthic invertivore;cleaner;higher carnivore;scraping herbivore,benthic;demersal,subtropical;temperate;tropical,elongated;fusiform / normal,,,Halisp
Australia (QLD2),Seagrass,Scolopsis trilineata,Scolopsis,Nemipteridae,NA,NA,NA,QLD3,0.6915010230835235,Pacific,West,-25.850707,152.9822625,3.47500002384186,2.27433335781097,1.55999999245008,1.91500004132589,0.662000000476837,0.526666661103567,0.387333333492279,57.3366673787435,41.0836664835612,35.1770006815592,28.9769999186198,24.6019999186198,20.4629999796549,8.51400009791056,active,nan,2.313025,574.5,hunting macrofauna (predator),benthic invertivore,demersal,tropical,fusiform / normal,26,170.5,Scoltril
Australia (QLD2),Seagrass,Caesio sp.,Caesio,Lutjanidae,NA,NA,NA,QLD3,0.6915010230835235,Pacific,West,-25.850707,152.9822625,3.47500002384186,2.27433335781097,1.55999999245008,1.91500004132589,0.662000000476837,0.526666661103567,0.387333333492279,57.3366673787435,41.0836664835612,35.1770006815592,28.9769999186198,24.6019999186198,20.4629999796549,8.51400009791056,active,,,,hunting macrofauna (predator),benthic invertivore,demersal,tropical,fusiform / normal,,,Caessp
Australia (QLD2),Seagrass,Hyporhamphus sp.,Hyporhamphus,Hemiramphidae,NA,NA,NA,QLD3,0.6915010230835235,Pacific,West,-25.850707,152.9822625,3.47500002384186,2.27433335781097,1.55999999245008,1.91500004132589,0.662000000476837,0.526666661103567,0.387333333492279,57.3366673787435,41.0836664835612,35.1770006815592,28.9769999186198,24.6019999186198,20.4629999796549,8.51400009791056,active,,,,hunting macrofauna (predator);selective plankton feeding;variable,higher carnivore;omnivore;planktivore,pelagic site attached,subtropical;temperate;tropical,elongated;fusiform / normal,,,Hyposp
Australia (QLD2),Seagrass,Zebrasoma scopas,Zebrasoma,Acanthuridae,NA,NA,NA,QLD3,0.6915010230835235,Pacific,West,-25.850707,152.9822625,3.47500002384186,2.27433335781097,1.55999999245008,1.91500004132589,0.662000000476837,0.526666661103567,0.387333333492279,57.3366673787435,41.0836664835612,35.1770006815592,28.9769999186198,24.6019999186198,20.4629999796549,8.51400009791056,active,2,2.02091,525.5,browsing on substrate,browsing herbivore,demersal,tropical,short and / or deep,7,287,Zebrscop
Australia (QLD2),Seagrass,Lethrinus nebulosus,Lethrinus,Lethrinidae,NA,NA,NA,QLD3,0.6915010230835235,Pacific,West,-25.850707,152.9822625,3.47500002384186,2.27433335781097,1.55999999245008,1.91500004132589,0.662000000476837,0.526666661103567,0.387333333492279,57.3366673787435,41.0836664835612,35.1770006815592,28.9769999186198,24.6019999186198,20.4629999796549,8.51400009791056,active,3.640000105,1.837065,592,hunting macrofauna (predator),benthic invertivore,demersal,tropical,fusiform / normal,22,174,Lethnebu
Australia (NSW),Seagrass,Ambassis sp.,NA,Ambassidae,40.333333333333336,0.8315973603079782,356.6666666666667,NSW2,0.9466666666525264,Pacific,West,-32.380278,152.508889,3.17224997282028,1.05949997901917,0.429500006139278,2.74275004863739,0.630249992012978,0.492250002920628,0.369500003755093,56.8082494735718,38.8474998474121,35.4052495956421,24.7740001678467,21.1489996910095,17.6417498588562,7.13224995136261,ambush,,,,selective plankton feeding,planktivore,demersal,subtropical,fusiform / normal,,,Ambasp
Australia (NSW),Seagrass,Atherinosoma microstoma,NA,Atherinidae,43.666666666666664,0.8929583081973008,5.333333333333333,NSW2,0.9466666666525264,Pacific,West,-32.380278,152.508889,3.17224997282028,1.05949997901917,0.429500006139278,2.74275004863739,0.630249992012978,0.492250002920628,0.369500003755093,56.8082494735718,38.8474998474121,35.4052495956421,24.7740001678467,21.1489996910095,17.6417498588562,7.13224995136261,active,nan,nan,nan,selective plankton feeding,benthic invertivore;planktivore,pelagic site attached,subtropical,elongated,nan,nan,Athemicr
Australia (NSW),Seagrass,Philypnodon grandiceps,NA,Eleotridae,52.5,1.5571386059102004,2,NSW2,0.9466666666525264,Pacific,West,-32.380278,152.508889,3.17224997282028,1.05949997901917,0.429500006139278,2.74275004863739,0.630249992012978,0.492250002920628,0.369500003755093,56.8082494735718,38.8474998474121,35.4052495956421,24.7740001678467,21.1489996910095,17.6417498588562,7.13224995136261,ambush,3.75,nan,nan,hunting macrofauna (predator),benthic invertivore,benthic,subtropical,elongated,nan,nan,Philgran
Australia (NSW),Seagrass,Gerres subfasciatus,NA,Gerreidae,62.666666666666664,4.985309573248921,6,NSW2,0.9466666666525264,Pacific,West,-32.380278,152.508889,3.17224997282028,1.05949997901917,0.429500006139278,2.74275004863739,0.630249992012978,0.492250002920628,0.369500003755093,56.8082494735718,38.8474998474121,35.4052495956421,24.7740001678467,21.1489996910095,17.6417498588562,7.13224995136261,active,nan,nan,nan,hunting macrofauna (predator),benthic invertivore,demersal,subtropical,fusiform / normal,nan,nan,Gerrsubf
Australia (NSW),Seagrass,Arenigobius bifrenatus,NA,Gobiidae,55,1.8083990277678785,1,NSW2,0.9466666666525264,Pacific,West,-32.380278,152.508889,3.17224997282028,1.05949997901917,0.429500006139278,2.74275004863739,0.630249992012978,0.492250002920628,0.369500003755093,56.8082494735718,38.8474998474121,35.4052495956421,24.7740001678467,21.1489996910095,17.6417498588562,7.13224995136261,ambush,nan,0.742595,593,hunting macrofauna (predator),benthic invertivore,benthic,subtropical,elongated,25,101,Arenbifr
Australia (NSW),Seagrass,Favonigobius exquisitus,NA,Gobiidae,40.586666666666666,0.7710618524125621,53.666666666666664,NSW2,0.9466666666525264,Pacific,West,-32.380278,152.508889,3.17224997282028,1.05949997901917,0.429500006139278,2.74275004863739,0.630249992012978,0.492250002920628,0.369500003755093,56.8082494735718,38.8474998474121,35.4052495956421,24.7740001678467,21.1489996910095,17.6417498588562,7.13224995136261,ambush,nan,nan,nan,hunting macrofauna (predator),benthic invertivore,benthic,subtropical,elongated;fusiform / normal,nan,nan,Favoexqu
Australia (NSW),Seagrass,Hyporhamphus australis,NA,Hemiramphidae,175,14.57645089250073,1,NSW2,0.9466666666525264,Pacific,West,-32.380278,152.508889,3.17224997282028,1.05949997901917,0.429500006139278,2.74275004863739,0.630249992012978,0.492250002920628,0.369500003755093,56.8082494735718,38.8474998474121,35.4052495956421,24.7740001678467,21.1489996910095,17.6417498588562,7.13224995136261,active,2.59,1.57256,595,variable,omnivore,pelagic site attached,subtropical,elongated,nan,nan,Hypoaust
Australia (NSW),Seagrass,Liza argentea,NA,Mugilidae,45,0.8910802122485058,1,NSW2,0.9466666666525264,Pacific,West,-32.380278,152.508889,3.17224997282028,1.05949997901917,0.429500006139278,2.74275004863739,0.630249992012978,0.492250002920628,0.369500003755093,56.8082494735718,38.8474998474121,35.4052495956421,24.7740001678467,21.1489996910095,17.6417498588562,7.13224995136261,active,,,,variable,omnivore,demersal,subtropical;tropical,fusiform / normal,,,Lizaarge
Australia (NSW),Seagrass,Sillago ciliata,NA,Sillaginidae,113.5,11.872713756393717,1,NSW2,0.9466666666525264,Pacific,West,-32.380278,152.508889,3.17224997282028,1.05949997901917,0.429500006139278,2.74275004863739,0.630249992012978,0.492250002920628,0.369500003755093,56.8082494735718,38.8474998474121,35.4052495956421,24.7740001678467,21.1489996910095,17.6417498588562,7.13224995136261,active,3.36,2.14581,570,hunting macrofauna (predator),benthic invertivore,demersal,tropical,fusiform / normal,38,229,Sillcili
Australia (NSW),Seagrass,Acanthopagrus australis,NA,Sparidae,50.333333333333336,3.0677185590370177,18.333333333333332,NSW2,0.9466666666525264,Pacific,West,-32.380278,152.508889,3.17224997282028,1.05949997901917,0.429500006139278,2.74275004863739,0.630249992012978,0.492250002920628,0.369500003755093,56.8082494735718,38.8474998474121,35.4052495956421,24.7740001678467,21.1489996910095,17.6417498588562,7.13224995136261,active,3.1,1.50486,484,hunting macrofauna (predator),benthic invertivore,demersal,subtropical,fusiform / normal,60,195,Acanaust
Australia (NSW),Seagrass,Helotes sexlineatus,NA,Terapontidae,90,10.28369150066413,5,NSW2,0.9466666666525264,Pacific,West,-32.380278,152.508889,3.17224997282028,1.05949997901917,0.429500006139278,2.74275004863739,0.630249992012978,0.492250002920628,0.369500003755093,56.8082494735718,38.8474998474121,35.4052495956421,24.7740001678467,21.1489996910095,17.6417498588562,7.13224995136261,active,2,1.49408,605,hunting macrofauna (predator),benthic invertivore,benthic;demersal,subtropical,fusiform / normal,21,255,Helosexl
Australia (NSW),Seagrass,Tetractenos glaber,NA,Tetraodontidae,98.16666666666667,18.45054639804226,9.666666666666666,NSW2,0.9466666666525264,Pacific,West,-32.380278,152.508889,3.17224997282028,1.05949997901917,0.429500006139278,2.74275004863739,0.630249992012978,0.492250002920628,0.369500003755093,56.8082494735718,38.8474998474121,35.4052495956421,24.7740001678467,21.1489996910095,17.6417498588562,7.13224995136261,active,nan,nan,nan,hunting macrofauna (predator),benthic invertivore,demersal,subtropical,fusiform / normal;short and / or deep,nan,nan,Tetrglab
Australia (NSW),Seagrass,Centropogon australis,NA,Tetrarogidae,45.666666666666664,2.3306911587423946,14,NSW2,0.9466666666525264,Pacific,West,-32.380278,152.508889,3.17224997282028,1.05949997901917,0.429500006139278,2.74275004863739,0.630249992012978,0.492250002920628,0.369500003755093,56.8082494735718,38.8474998474121,35.4052495956421,24.7740001678467,21.1489996910095,17.6417498588562,7.13224995136261,ambush,nan,1.5289,541,hunting macrofauna (predator),benthic invertivore,benthic;demersal,subtropical,fusiform / normal,nan,nan,Centaust
Australia (NSW),Unvegetated,Ambassis sp.,NA,Ambassidae,43.82,1.005531400338478,39.666666666666664,NSW2,0.999999999957579,Pacific,West,-32.380278,152.508889,3.17224997282028,1.05949997901917,0.429500006139278,2.74275004863739,0.630249992012978,0.492250002920628,0.369500003755093,56.8082494735718,38.8474998474121,35.4052495956421,24.7740001678467,21.1489996910095,17.6417498588562,7.13224995136261,ambush,,,,selective plankton feeding,planktivore,demersal,subtropical,fusiform / normal,,,Ambasp
Australia (NSW),Unvegetated,Atherinosoma microstoma,NA,Atherinidae,41,0.7333310419651061,26,NSW2,0.999999999957579,Pacific,West,-32.380278,152.508889,3.17224997282028,1.05949997901917,0.429500006139278,2.74275004863739,0.630249992012978,0.492250002920628,0.369500003755093,56.8082494735718,38.8474998474121,35.4052495956421,24.7740001678467,21.1489996910095,17.6417498588562,7.13224995136261,active,nan,nan,nan,selective plankton feeding,benthic invertivore;planktivore,pelagic site attached,subtropical,elongated,nan,nan,Athemicr
Australia (NSW),Unvegetated,Gerres subfasciatus,NA,Gerreidae,62.833333333333336,4.638169591017228,15,NSW2,0.999999999957579,Pacific,West,-32.380278,152.508889,3.17224997282028,1.05949997901917,0.429500006139278,2.74275004863739,0.630249992012978,0.492250002920628,0.369500003755093,56.8082494735718,38.8474998474121,35.4052495956421,24.7740001678467,21.1489996910095,17.6417498588562,7.13224995136261,active,nan,nan,nan,hunting macrofauna (predator),benthic invertivore,demersal,subtropical,fusiform / normal,nan,nan,Gerrsubf
Australia (NSW),Unvegetated,Arenigobius bifrenatus,NA,Gobiidae,40,0.7064480770437708,30,NSW2,0.999999999957579,Pacific,West,-32.380278,152.508889,3.17224997282028,1.05949997901917,0.429500006139278,2.74275004863739,0.630249992012978,0.492250002920628,0.369500003755093,56.8082494735718,38.8474998474121,35.4052495956421,24.7740001678467,21.1489996910095,17.6417498588562,7.13224995136261,ambush,nan,0.742595,593,hunting macrofauna (predator),benthic invertivore,benthic,subtropical,elongated,25,101,Arenbifr
Australia (NSW),Unvegetated,Favonigobius exquisitus,NA,Gobiidae,41.166666666666664,0.7557366548653421,13.333333333333334,NSW2,0.999999999957579,Pacific,West,-32.380278,152.508889,3.17224997282028,1.05949997901917,0.429500006139278,2.74275004863739,0.630249992012978,0.492250002920628,0.369500003755093,56.8082494735718,38.8474998474121,35.4052495956421,24.7740001678467,21.1489996910095,17.6417498588562,7.13224995136261,ambush,nan,nan,nan,hunting macrofauna (predator),benthic invertivore,benthic,subtropical,elongated;fusiform / normal,nan,nan,Favoexqu
Australia (NSW),Unvegetated,Hyporhamphus australis,NA,Hemiramphidae,161.25,17.57793557046951,1.5,NSW2,0.999999999957579,Pacific,West,-32.380278,152.508889,3.17224997282028,1.05949997901917,0.429500006139278,2.74275004863739,0.630249992012978,0.492250002920628,0.369500003755093,56.8082494735718,38.8474998474121,35.4052495956421,24.7740001678467,21.1489996910095,17.6417498588562,7.13224995136261,active,2.59,1.57256,595,variable,omnivore,pelagic site attached,subtropical,elongated,nan,nan,Hypoaust
Australia (NSW),Unvegetated,Aldrichetta forsteri,NA,Mugilidae,57,2.2301690429912324,1,NSW2,0.999999999957579,Pacific,West,-32.380278,152.508889,3.17224997282028,1.05949997901917,0.429500006139278,2.74275004863739,0.630249992012978,0.492250002920628,0.369500003755093,56.8082494735718,38.8474998474121,35.4052495956421,24.7740001678467,21.1489996910095,17.6417498588562,7.13224995136261,active,2.51,1.99305,602,variable,omnivore,demersal,subtropical,fusiform / normal,nan,nan,Aldrfors
Australia (NSW),Unvegetated,Liza argentea,NA,Mugilidae,64,2.683205238158311,1,NSW2,0.999999999957579,Pacific,West,-32.380278,152.508889,3.17224997282028,1.05949997901917,0.429500006139278,2.74275004863739,0.630249992012978,0.492250002920628,0.369500003755093,56.8082494735718,38.8474998474121,35.4052495956421,24.7740001678467,21.1489996910095,17.6417498588562,7.13224995136261,active,,,,variable,omnivore,demersal,subtropical;tropical,fusiform / normal,,,Lizaarge
Australia (NSW),Unvegetated,Sillago ciliata,NA,Sillaginidae,120,13.767080627190516,2,NSW2,0.999999999957579,Pacific,West,-32.380278,152.508889,3.17224997282028,1.05949997901917,0.429500006139278,2.74275004863739,0.630249992012978,0.492250002920628,0.369500003755093,56.8082494735718,38.8474998474121,35.4052495956421,24.7740001678467,21.1489996910095,17.6417498588562,7.13224995136261,active,3.36,2.14581,570,hunting macrofauna (predator),benthic invertivore,demersal,tropical,fusiform / normal,38,229,Sillcili
Australia (NSW),Unvegetated,Acanthopagrus australis,NA,Sparidae,57.5,4.626190311166505,8.5,NSW2,0.999999999957579,Pacific,West,-32.380278,152.508889,3.17224997282028,1.05949997901917,0.429500006139278,2.74275004863739,0.630249992012978,0.492250002920628,0.369500003755093,56.8082494735718,38.8474998474121,35.4052495956421,24.7740001678467,21.1489996910095,17.6417498588562,7.13224995136261,active,3.1,1.50486,484,hunting macrofauna (predator),benthic invertivore,demersal,subtropical,fusiform / normal,60,195,Acanaust
Australia (NSW),Unvegetated,Helotes sexlineatus,NA,Terapontidae,103,15.435444223933127,1,NSW2,0.999999999957579,Pacific,West,-32.380278,152.508889,3.17224997282028,1.05949997901917,0.429500006139278,2.74275004863739,0.630249992012978,0.492250002920628,0.369500003755093,56.8082494735718,38.8474998474121,35.4052495956421,24.7740001678467,21.1489996910095,17.6417498588562,7.13224995136261,active,2,1.49408,605,hunting macrofauna (predator),benthic invertivore,benthic;demersal,subtropical,fusiform / normal,21,255,Helosexl
Australia (NSW),Unvegetated,Tetractenos glaber,NA,Tetraodontidae,103.33333333333333,25.537247686278196,3,NSW2,0.999999999957579,Pacific,West,-32.380278,152.508889,3.17224997282028,1.05949997901917,0.429500006139278,2.74275004863739,0.630249992012978,0.492250002920628,0.369500003755093,56.8082494735718,38.8474998474121,35.4052495956421,24.7740001678467,21.1489996910095,17.6417498588562,7.13224995136261,active,nan,nan,nan,hunting macrofauna (predator),benthic invertivore,demersal,subtropical,fusiform / normal;short and / or deep,nan,nan,Tetrglab
Australia (NSW),Unvegetated,Centropogon australis,NA,Tetrarogidae,53.333333333333336,4.407017476488647,3.6666666666666665,NSW2,0.999999999957579,Pacific,West,-32.380278,152.508889,3.17224997282028,1.05949997901917,0.429500006139278,2.74275004863739,0.630249992012978,0.492250002920628,0.369500003755093,56.8082494735718,38.8474998474121,35.4052495956421,24.7740001678467,21.1489996910095,17.6417498588562,7.13224995136261,ambush,nan,1.5289,541,hunting macrofauna (predator),benthic invertivore,benthic;demersal,subtropical,fusiform / normal,nan,nan,Centaust
Australia (NSW2),Seagrass,Ambassis jacksoniensis,NA,Ambassidae,38,243.28705611934262,239.33333333333334,NSW1,0.9799999999723681,Pacific,West,-30.505112,153.023764,8.85049998760223,1.83700001239777,0.66949999332428,8.18099987506866,0.618999987840652,0.480000004172325,0.343500003218651,56.513500213623,40.4440002441406,35.4084987640381,25.3410005569458,22.2109994888306,19.5295000076294,5.81150007247925,ambush,3.1,nan,nan,selective plankton feeding,planktivore,demersal,subtropical,fusiform / normal,nan,nan,Ambajack
Australia (NSW2),Seagrass,Aulostomus chinensis,NA,Aulostomidae,248,15.890340451311493,1,NSW1,0.9799999999723681,Pacific,West,-30.505112,153.023764,8.85049998760223,1.83700001239777,0.66949999332428,8.18099987506866,0.618999987840652,0.480000004172325,0.343500003218651,56.513500213623,40.4440002441406,35.4084987640381,25.3410005569458,22.2109994888306,19.5295000076294,5.81150007247925,ambush,4.24,1.05018,548,hunting macrofauna (predator),higher carnivore,pelagic site attached,tropical,elongated,42,110,Aulochin
Australia (NSW2),Seagrass,Gerres subfasciatus,NA,Gerreidae,64.83333333333333,5.298616849215469,21.333333333333332,NSW1,0.9799999999723681,Pacific,West,-30.505112,153.023764,8.85049998760223,1.83700001239777,0.66949999332428,8.18099987506866,0.618999987840652,0.480000004172325,0.343500003218651,56.513500213623,40.4440002441406,35.4084987640381,25.3410005569458,22.2109994888306,19.5295000076294,5.81150007247925,active,nan,nan,nan,hunting macrofauna (predator),benthic invertivore,demersal,subtropical,fusiform / normal,nan,nan,Gerrsubf
Australia (NSW2),Seagrass,Gobiidae sp.,NA,Gobiidae,38.833333333333336,0.6005036797990623,13.666666666666666,NSW1,0.9799999999723681,Pacific,West,-30.505112,153.023764,8.85049998760223,1.83700001239777,0.66949999332428,8.18099987506866,0.618999987840652,0.480000004172325,0.343500003218651,56.513500213623,40.4440002441406,35.4084987640381,25.3410005569458,22.2109994888306,19.5295000076294,5.81150007247925,ambush,,,,hunting macrofauna (predator),benthic invertivore,benthic,subtropical;temperate;tropical,elongated;fusiform / normal,,,Gobisp
Australia (NSW2),Seagrass,Hyporhamphus regularis,NA,Hemiramphidae,208,28.942075529633506,1,NSW1,0.9799999999723681,Pacific,West,-30.505112,153.023764,8.85049998760223,1.83700001239777,0.66949999332428,8.18099987506866,0.618999987840652,0.480000004172325,0.343500003218651,56.513500213623,40.4440002441406,35.4084987640381,25.3410005569458,22.2109994888306,19.5295000076294,5.81150007247925,active,3.04,nan,nan,variable,omnivore,pelagic site attached,subtropical,elongated;fusiform / normal,nan,nan,Hyporegu
