Site.Name,Lat,Long,habitat,Date,Time,Depth,Distance,Q.PA,Phylum,Genus,Species,Length,Abundance,Country,width.transect,width.seine,length.measured,SPECIES_NAME,phylum,family,eat.squid
Windy Cove,35.349722,-120.843889,Unvegetated,20160713,1130,100,26,Q,Chordata,Atherinops,affinis,1210,1,USA (CA2),10,10.2,yes,Atherinops affinis,Chordata,Atherinopsidae,0
Windy Cove,35.349722,-120.843889,Unvegetated,20160713,1130,100,26,Q,Chordata,Atherinops,affinis,1240,1,USA (CA2),10,10.2,yes,Atherinops affinis,Chordata,Atherinopsidae,0
Windy Cove,35.349722,-120.843889,Unvegetated,20160713,1130,100,26,Q,Chordata,Atherinops,affinis,1250,1,USA (CA2),10,10.2,yes,Atherinops affinis,Chordata,Atherinopsidae,0
Windy Cove,35.348999,-120.8442,Unvegetated,20160727,1045,127,34,Q,Chordata,Atherinops,affinis,1260,1,USA (CA2),10,10.2,yes,Atherinops affinis,Chordata,Atherinopsidae,0
Windy Cove,35.349722,-120.843889,Unvegetated,20160713,1130,100,26,Q,Chordata,Atherinops,affinis,1260,1,USA (CA2),10,10.2,yes,Atherinops affinis,Chordata,Atherinopsidae,0
Windy Cove,35.349722,-120.843889,Unvegetated,20160713,1130,100,26,Q,Chordata,Atherinops,affinis,1280,1,USA (CA2),10,10.2,yes,Atherinops affinis,Chordata,Atherinopsidae,0
Windy Cove,35.349722,-120.843889,Unvegetated,20160713,1130,100,26,Q,Chordata,Atherinops,affinis,1330,1,USA (CA2),10,10.2,yes,Atherinops affinis,Chordata,Atherinopsidae,0
Windy Cove,35.349722,-120.843889,Unvegetated,20160713,1130,100,26,Q,Chordata,Atherinops,affinis,1330,1,USA (CA2),10,10.2,yes,Atherinops affinis,Chordata,Atherinopsidae,0
Windy Cove,35.349722,-120.843889,Unvegetated,20160713,1130,100,26,Q,Chordata,Atherinops,affinis,1350,1,USA (CA2),10,10.2,yes,Atherinops affinis,Chordata,Atherinopsidae,0
Windy Cove,35.348999,-120.8442,Unvegetated,20160727,1045,127,34,Q,Chordata,Atherinops,affinis,1360,1,USA (CA2),10,10.2,yes,Atherinops affinis,Chordata,Atherinopsidae,0
Windy Cove,35.349722,-120.843889,Unvegetated,20160713,1130,100,26,Q,Chordata,Atherinops,affinis,1410,1,USA (CA2),10,10.2,yes,Atherinops affinis,Chordata,Atherinopsidae,0
Windy Cove,35.349722,-120.843889,Unvegetated,20160713,1130,100,26,Q,Chordata,Atherinops,affinis,1430,1,USA (CA2),10,10.2,yes,Atherinops affinis,Chordata,Atherinopsidae,0
Windy Cove,35.349722,-120.843889,Unvegetated,20160713,1130,100,26,Q,Chordata,Atherinops,affinis,1450,1,USA (CA2),10,10.2,yes,Atherinops affinis,Chordata,Atherinopsidae,0
Windy Cove,35.349722,-120.843889,Unvegetated,20160713,1130,100,26,Q,Chordata,Atherinops,affinis,1520,1,USA (CA2),10,10.2,yes,Atherinops affinis,Chordata,Atherinopsidae,0
Windy Cove,35.349722,-120.843889,Unvegetated,20160713,1130,100,26,Q,Chordata,Atherinops,affinis,1540,1,USA (CA2),10,10.2,yes,Atherinops affinis,Chordata,Atherinopsidae,0
Punta Banda Estuary,31.75311,-116.62514,Unvegetated,20160626,820,80,38,Q,Chordata,Atherinopsis,californiensis,39,1,Mexico (BN),9,9,yes,Atherinopsis californiensis,Chordata,Atherinopsidae,0
Punta Banda Estuary,31.75303,-116.62586,Seagrass,20160625,1040,100,34,Q,Chordata,Atherinopsis,californiensis,50,1,Mexico (BN),9,9,yes,Atherinopsis californiensis,Chordata,Atherinopsidae,0
Punta Banda Estuary,31.75311,-116.62514,Unvegetated,20160625,907,80,36,Q,Chordata,Atherinopsis,californiensis,70,1,Mexico (BN),9,9,yes,Atherinopsis californiensis,Chordata,Atherinopsidae,0
Punta Banda Estuary,31.75311,-116.62514,Unvegetated,20160626,820,80,38,Q,Chordata,Atherinopsis,californiensis,75,1,Mexico (BN),9,9,yes,Atherinopsis californiensis,Chordata,Atherinopsidae,0
Indented Head,-38.15277,144.71692,Seagrass,20170224,1700,120,20,Q,Chordata,Atherinosoma,microstoma,20,1,Australia (VIC),10,10,yes,Atherinosoma microstoma,Chordata,Atherinidae,0
Indented Head,-38.15277,144.71692,Seagrass,20170224,1700,120,20,Q,Chordata,Atherinosoma,microstoma,21,1,Australia (VIC),10,10,yes,Atherinosoma microstoma,Chordata,Atherinidae,0
Indented Head,-38.15277,144.71692,Seagrass,20170224,1700,120,20,Q,Chordata,Atherinosoma,microstoma,23,1,Australia (VIC),10,10,yes,Atherinosoma microstoma,Chordata,Atherinidae,0
Indented Head,-38.15277,144.71692,Seagrass,20170224,1700,120,20,Q,Chordata,Atherinosoma,microstoma,24,1,Australia (VIC),10,10,yes,Atherinosoma microstoma,Chordata,Atherinidae,0
Indented Head,-38.15277,144.71692,Seagrass,20170224,1700,120,20,Q,Chordata,Atherinosoma,microstoma,24,1,Australia (VIC),10,10,yes,Atherinosoma microstoma,Chordata,Atherinidae,0
Indented Head,-38.15277,144.71692,Seagrass,20170224,1700,120,20,Q,Chordata,Atherinosoma,microstoma,25,1,Australia (VIC),10,10,yes,Atherinosoma microstoma,Chordata,Atherinidae,0
Indented Head,-38.15277,144.71692,Seagrass,20170224,1700,120,20,Q,Chordata,Atherinosoma,microstoma,25,1,Australia (VIC),10,10,yes,Atherinosoma microstoma,Chordata,Atherinidae,0
Indented Head,-38.15277,144.71692,Seagrass,20170224,1700,120,20,Q,Chordata,Atherinosoma,microstoma,25,1,Australia (VIC),10,10,yes,Atherinosoma microstoma,Chordata,Atherinidae,0
Indented Head,-38.15277,144.71692,Seagrass,20170224,1700,120,20,Q,Chordata,Atherinosoma,microstoma,25,1,Australia (VIC),10,10,yes,Atherinosoma microstoma,Chordata,Atherinidae,0
Indented Head,-38.15277,144.71692,Seagrass,20170224,1700,120,20,Q,Chordata,Atherinosoma,microstoma,25,1,Australia (VIC),10,10,yes,Atherinosoma microstoma,Chordata,Atherinidae,0
Indented Head,-38.15277,144.71692,Unvegetated,20170224,1700,120,20,Q,Chordata,Atherinosoma,microstoma,25,1,Australia (VIC),10,10,yes,Atherinosoma microstoma,Chordata,Atherinidae,0
Indented Head,-38.15277,144.71692,Seagrass,20170224,1700,120,20,Q,Chordata,Atherinosoma,microstoma,28,1,Australia (VIC),10,10,yes,Atherinosoma microstoma,Chordata,Atherinidae,0
Indented Head,-38.15277,144.71692,Unvegetated,20170224,1700,120,20,Q,Chordata,Atherinosoma,microstoma,28,1,Australia (VIC),10,10,yes,Atherinosoma microstoma,Chordata,Atherinidae,0
Indented Head,-38.15277,144.71692,Seagrass,20170224,1700,120,20,Q,Chordata,Atherinosoma,microstoma,29,1,Australia (VIC),10,10,yes,Atherinosoma microstoma,Chordata,Atherinidae,0
Smiths_Lake_NSW,-32.380278,152.508889,Unvegetated,20161210,915,100,23,Q,Chordata,Atherinosoma,microstoma,30,1,Australia (NSW),10,NA,yes,Atherinosoma microstoma,Chordata,Atherinidae,0
Smiths_Lake_NSW,-32.380278,152.508889,Unvegetated,20161210,915,100,23,Q,Chordata,Atherinosoma,microstoma,30,1,Australia (NSW),10,NA,yes,Atherinosoma microstoma,Chordata,Atherinidae,0
Smiths_Lake_NSW,-32.380278,152.508889,Unvegetated,20161210,915,100,23,Q,Chordata,Atherinosoma,microstoma,30,1,Australia (NSW),10,NA,yes,Atherinosoma microstoma,Chordata,Atherinidae,0
Smiths_Lake_NSW,-32.380278,152.508889,Unvegetated,20161210,915,100,23,Q,Chordata,Atherinosoma,microstoma,30,1,Australia (NSW),10,NA,yes,Atherinosoma microstoma,Chordata,Atherinidae,0
Smiths_Lake_NSW,-32.380278,152.508889,Unvegetated,20161210,915,100,23,Q,Chordata,Atherinosoma,microstoma,30,1,Australia (NSW),10,NA,yes,Atherinosoma microstoma,Chordata,Atherinidae,0
Edwards Point,-38.19355,144.7113,Unvegetated,20170223,1300,130,20,Q,Chordata,Atherinosoma,microstoma,32,1,Australia (VIC),10,10,yes,Atherinosoma microstoma,Chordata,Atherinidae,0
Edwards Point,-38.19355,144.7113,Unvegetated,20170223,1300,130,20,Q,Chordata,Atherinosoma,microstoma,33,1,Australia (VIC),10,10,yes,Atherinosoma microstoma,Chordata,Atherinidae,0
Edwards Point,-38.19355,144.7113,Seagrass,20170223,1300,130,20,Q,Chordata,Atherinosoma,microstoma,34,1,Australia (VIC),10,10,yes,Atherinosoma microstoma,Chordata,Atherinidae,0
Smiths_Lake_NSW,-32.380278,152.508889,Unvegetated,20161210,915,100,23,Q,Chordata,Atherinosoma,microstoma,35,1,Australia (NSW),10,NA,yes,Atherinosoma microstoma,Chordata,Atherinidae,0
Smiths_Lake_NSW,-32.380278,152.508889,Unvegetated,20161210,915,100,23,Q,Chordata,Atherinosoma,microstoma,35,1,Australia (NSW),10,NA,yes,Atherinosoma microstoma,Chordata,Atherinidae,0
Smiths_Lake_NSW,-32.380278,152.508889,Unvegetated,20161210,915,100,23,Q,Chordata,Atherinosoma,microstoma,35,1,Australia (NSW),10,NA,yes,Atherinosoma microstoma,Chordata,Atherinidae,0
Smiths_Lake_NSW,-32.380278,152.508889,Unvegetated,20161210,915,100,23,Q,Chordata,Atherinosoma,microstoma,35,1,Australia (NSW),10,NA,yes,Atherinosoma microstoma,Chordata,Atherinidae,0
Smiths_Lake_NSW,-32.380278,152.508889,Unvegetated,20161208,910,100,27.7,Q,Chordata,Atherinosoma,microstoma,36,1,Australia (NSW),10,NA,yes,Atherinosoma microstoma,Chordata,Atherinidae,0
Edwards Point,-38.19355,144.7113,Unvegetated,20170225,1420,130,20,Q,Chordata,Atherinosoma,microstoma,36,1,Australia (VIC),10,10,yes,Atherinosoma microstoma,Chordata,Atherinidae,0
Smiths_Lake_NSW,-32.380278,152.508889,Unvegetated,20161210,915,100,23,Q,Chordata,Atherinosoma,microstoma,38,1,Australia (NSW),10,NA,yes,Atherinosoma microstoma,Chordata,Atherinidae,0
Smiths_Lake_NSW,-32.380278,152.508889,Seagrass,20161208,940,100,21,Q,Chordata,Atherinosoma,microstoma,40,1,Australia (NSW),10,NA,yes,Atherinosoma microstoma,Chordata,Atherinidae,0
Smiths_Lake_NSW,-32.380278,152.508889,Unvegetated,20161208,910,100,27.7,Q,Chordata,Atherinosoma,microstoma,40,1,Australia (NSW),10,NA,yes,Atherinosoma microstoma,Chordata,Atherinidae,0
Smiths_Lake_NSW,-32.380278,152.508889,Seagrass,20161210,830,100,19,Q,Chordata,Atherinosoma,microstoma,40,1,Australia (NSW),10,NA,yes,Atherinosoma microstoma,Chordata,Atherinidae,0
Smiths_Lake_NSW,-32.380278,152.508889,Seagrass,20161210,830,100,19,Q,Chordata,Atherinosoma,microstoma,40,1,Australia (NSW),10,NA,yes,Atherinosoma microstoma,Chordata,Atherinidae,0
Smiths_Lake_NSW,-32.380278,152.508889,Unvegetated,20161210,915,100,23,Q,Chordata,Atherinosoma,microstoma,40,1,Australia (NSW),10,NA,yes,Atherinosoma microstoma,Chordata,Atherinidae,0
Smiths_Lake_NSW,-32.380278,152.508889,Unvegetated,20161210,915,100,23,Q,Chordata,Atherinosoma,microstoma,40,1,Australia (NSW),10,NA,yes,Atherinosoma microstoma,Chordata,Atherinidae,0
Smiths_Lake_NSW,-32.380278,152.508889,Unvegetated,20161210,915,100,23,Q,Chordata,Atherinosoma,microstoma,40,1,Australia (NSW),10,NA,yes,Atherinosoma microstoma,Chordata,Atherinidae,0
Smiths_Lake_NSW,-32.380278,152.508889,Unvegetated,20161210,915,100,23,Q,Chordata,Atherinosoma,microstoma,40,1,Australia (NSW),10,NA,yes,Atherinosoma microstoma,Chordata,Atherinidae,0
Smiths_Lake_NSW,-32.380278,152.508889,Unvegetated,20161210,915,100,23,Q,Chordata,Atherinosoma,microstoma,40,1,Australia (NSW),10,NA,yes,Atherinosoma microstoma,Chordata,Atherinidae,0
Smiths_Lake_NSW,-32.380278,152.508889,Unvegetated,20161210,915,100,23,Q,Chordata,Atherinosoma,microstoma,40,1,Australia (NSW),10,NA,yes,Atherinosoma microstoma,Chordata,Atherinidae,0
Smiths_Lake_NSW,-32.380278,152.508889,Unvegetated,20161210,915,100,23,Q,Chordata,Atherinosoma,microstoma,40,1,Australia (NSW),10,NA,yes,Atherinosoma microstoma,Chordata,Atherinidae,0
Smiths_Lake_NSW,-32.380278,152.508889,Seagrass,20161211,930,100,25,Q,Chordata,Atherinosoma,microstoma,40,1,Australia (NSW),10,NA,yes,Atherinosoma microstoma,Chordata,Atherinidae,0
Edwards Point,-38.19355,144.7113,Unvegetated,20170225,1420,130,20,Q,Chordata,Atherinosoma,microstoma,40,1,Australia (VIC),10,10,yes,Atherinosoma microstoma,Chordata,Atherinidae,0
Smiths_Lake_NSW,-32.380278,152.508889,Seagrass,20161210,830,100,19,Q,Chordata,Atherinosoma,microstoma,41,1,Australia (NSW),10,NA,yes,Atherinosoma microstoma,Chordata,Atherinidae,0
Smiths_Lake_NSW,-32.380278,152.508889,Seagrass,20161210,830,100,19,Q,Chordata,Atherinosoma,microstoma,43,1,Australia (NSW),10,NA,yes,Atherinosoma microstoma,Chordata,Atherinidae,0
Smiths_Lake_NSW,-32.380278,152.508889,Unvegetated,20161208,910,100,27.7,Q,Chordata,Atherinosoma,microstoma,44,1,Australia (NSW),10,NA,yes,Atherinosoma microstoma,Chordata,Atherinidae,0
Smiths_Lake_NSW,-32.380278,152.508889,Unvegetated,20161210,915,100,23,Q,Chordata,Atherinosoma,microstoma,45,1,Australia (NSW),10,NA,yes,Atherinosoma microstoma,Chordata,Atherinidae,0
Smiths_Lake_NSW,-32.380278,152.508889,Unvegetated,20161210,915,100,23,Q,Chordata,Atherinosoma,microstoma,45,1,Australia (NSW),10,NA,yes,Atherinosoma microstoma,Chordata,Atherinidae,0
Smiths_Lake_NSW,-32.380278,152.508889,Unvegetated,20161210,915,100,23,Q,Chordata,Atherinosoma,microstoma,45,1,Australia (NSW),10,NA,yes,Atherinosoma microstoma,Chordata,Atherinidae,0
Smiths_Lake_NSW,-32.380278,152.508889,Unvegetated,20161210,915,100,23,Q,Chordata,Atherinosoma,microstoma,45,1,Australia (NSW),10,NA,yes,Atherinosoma microstoma,Chordata,Atherinidae,0
Smiths_Lake_NSW,-32.380278,152.508889,Unvegetated,20161210,915,100,23,Q,Chordata,Atherinosoma,microstoma,45,1,Australia (NSW),10,NA,yes,Atherinosoma microstoma,Chordata,Atherinidae,0
Smiths_Lake_NSW,-32.380278,152.508889,Seagrass,20161211,930,100,25,Q,Chordata,Atherinosoma,microstoma,45,1,Australia (NSW),10,NA,yes,Atherinosoma microstoma,Chordata,Atherinidae,0
Smiths_Lake_NSW,-32.380278,152.508889,Seagrass,20161210,830,100,19,Q,Chordata,Atherinosoma,microstoma,46,1,Australia (NSW),10,NA,yes,Atherinosoma microstoma,Chordata,Atherinidae,0
Smiths_Lake_NSW,-32.380278,152.508889,Seagrass,20161210,830,100,19,Q,Chordata,Atherinosoma,microstoma,46,1,Australia (NSW),10,NA,yes,Atherinosoma microstoma,Chordata,Atherinidae,0
Smiths_Lake_NSW,-32.380278,152.508889,Seagrass,20161210,830,100,19,Q,Chordata,Atherinosoma,microstoma,46,1,Australia (NSW),10,NA,yes,Atherinosoma microstoma,Chordata,Atherinidae,0
Smiths_Lake_NSW,-32.380278,152.508889,Seagrass,20161210,830,100,19,Q,Chordata,Atherinosoma,microstoma,46,1,Australia (NSW),10,NA,yes,Atherinosoma microstoma,Chordata,Atherinidae,0
Smiths_Lake_NSW,-32.380278,152.508889,Seagrass,20161210,830,100,19,Q,Chordata,Atherinosoma,microstoma,47,1,Australia (NSW),10,NA,yes,Atherinosoma microstoma,Chordata,Atherinidae,0
Smiths_Lake_NSW,-32.380278,152.508889,Seagrass,20161210,830,100,19,Q,Chordata,Atherinosoma,microstoma,47,1,Australia (NSW),10,NA,yes,Atherinosoma microstoma,Chordata,Atherinidae,0
Smiths_Lake_NSW,-32.380278,152.508889,Seagrass,20161210,830,100,19,Q,Chordata,Atherinosoma,microstoma,48,1,Australia (NSW),10,NA,yes,Atherinosoma microstoma,Chordata,Atherinidae,0
Smiths_Lake_NSW,-32.380278,152.508889,Unvegetated,20161210,915,100,23,Q,Chordata,Atherinosoma,microstoma,50,1,Australia (NSW),10,NA,yes,Atherinosoma microstoma,Chordata,Atherinidae,0
Smiths_Lake_NSW,-32.380278,152.508889,Unvegetated,20161210,915,100,23,Q,Chordata,Atherinosoma,microstoma,50,1,Australia (NSW),10,NA,yes,Atherinosoma microstoma,Chordata,Atherinidae,0
Smiths_Lake_NSW,-32.380278,152.508889,Seagrass,20161211,930,100,25,Q,Chordata,Atherinosoma,microstoma,50,1,Australia (NSW),10,NA,yes,Atherinosoma microstoma,Chordata,Atherinidae,0
Smiths_Lake_NSW,-32.380278,152.508889,Seagrass,20161210,830,100,19,Q,Chordata,Atherinosoma,microstoma,52,1,Australia (NSW),10,NA,yes,Atherinosoma microstoma,Chordata,Atherinidae,0
Smiths_Lake_NSW,-32.380278,152.508889,Unvegetated,20161208,910,100,27.7,Q,Chordata,Atherinosoma,microstoma,70,1,Australia (NSW),10,NA,yes,Atherinosoma microstoma,Chordata,Atherinidae,0
Smiths_Lake_NSW,-32.380278,152.508889,Unvegetated,20161210,915,100,23,Q,Chordata,Atherinosoma,microstoma,85,1,Australia (NSW),10,NA,yes,Atherinosoma microstoma,Chordata,Atherinidae,0
Indented Head,-38.15277,144.71692,Unvegetated,20170223,1700,120,20,Q,Chordata,Atherinosoma,microstoma,106,1,Australia (VIC),10,10,yes,Atherinosoma microstoma,Chordata,Atherinidae,0
Choked Pocket,51.676595,-128.123782,Seagrass,20160708,1007,120,20,Q,Chordata,Aulorhynchus,flavidus,40,1,Canada (BC),10,11,yes,Aulorhynchus flavidus,Chordata,Aulorhynchidae,0
Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Q,Chordata,Aulorhynchus,flavidus,41,1,Canada (BC),10,11,yes,Aulorhynchus flavidus,Chordata,Aulorhynchidae,0
Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Q,Chordata,Aulorhynchus,flavidus,54,1,Canada (BC),10,11,yes,Aulorhynchus flavidus,Chordata,Aulorhynchidae,0
Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Q,Chordata,Aulorhynchus,flavidus,66,1,Canada (BC),10,11,yes,Aulorhynchus flavidus,Chordata,Aulorhynchidae,0
Sunshine Cove,58.60859,-134.93278,Seagrass,20160821,945,100,10,Q,Chordata,Aulorhynchus,flavidus,67,1,USA (AK),10,NA,yes,Aulorhynchus flavidus,Chordata,Aulorhynchidae,0
Sunshine Cove,58.60859,-134.93278,Seagrass,20160823,1200,100,10,Q,Chordata,Aulorhynchus,flavidus,67,1,USA (AK),10,NA,yes,Aulorhynchus flavidus,Chordata,Aulorhynchidae,0
Sunshine Cove,58.60859,-134.93278,Seagrass,20160821,945,100,10,Q,Chordata,Aulorhynchus,flavidus,70,1,USA (AK),10,NA,yes,Aulorhynchus flavidus,Chordata,Aulorhynchidae,0
Sunshine Cove,58.60859,-134.93278,Seagrass,20160823,1200,100,10,Q,Chordata,Aulorhynchus,flavidus,70,1,USA (AK),10,NA,yes,Aulorhynchus flavidus,Chordata,Aulorhynchidae,0
Sunshine Cove,58.60859,-134.93278,Seagrass,20160823,1200,100,10,Q,Chordata,Aulorhynchus,flavidus,71,1,USA (AK),10,NA,yes,Aulorhynchus flavidus,Chordata,Aulorhynchidae,0
Sunshine Cove,58.60859,-134.93278,Seagrass,20160823,1200,100,10,Q,Chordata,Aulorhynchus,flavidus,71,1,USA (AK),10,NA,yes,Aulorhynchus flavidus,Chordata,Aulorhynchidae,0
Sunshine Cove,58.60859,-134.93278,Seagrass,20160821,945,100,10,Q,Chordata,Aulorhynchus,flavidus,72,1,USA (AK),10,NA,yes,Aulorhynchus flavidus,Chordata,Aulorhynchidae,0
Sunshine Cove,58.60859,-134.93278,Seagrass,20160821,945,100,10,Q,Chordata,Aulorhynchus,flavidus,76,1,USA (AK),10,NA,yes,Aulorhynchus flavidus,Chordata,Aulorhynchidae,0
Sunshine Cove,58.60859,-134.93278,Seagrass,20160821,945,100,10,Q,Chordata,Aulorhynchus,flavidus,77,1,USA (AK),10,NA,yes,Aulorhynchus flavidus,Chordata,Aulorhynchidae,0
Sunshine Cove,58.60859,-134.93278,Seagrass,20160821,945,100,10,Q,Chordata,Aulorhynchus,flavidus,79,1,USA (AK),10,NA,yes,Aulorhynchus flavidus,Chordata,Aulorhynchidae,0
Sunshine Cove,58.60859,-134.93278,Seagrass,20160821,945,100,10,Q,Chordata,Aulorhynchus,flavidus,81,1,USA (AK),10,NA,yes,Aulorhynchus flavidus,Chordata,Aulorhynchidae,0
Sunshine Cove,58.60859,-134.93278,Seagrass,20160821,945,100,10,Q,Chordata,Aulorhynchus,flavidus,88,1,USA (AK),10,NA,yes,Aulorhynchus flavidus,Chordata,Aulorhynchidae,0
Sunshine Cove,58.60859,-134.93278,Seagrass,20160821,945,100,10,Q,Chordata,Aulorhynchus,flavidus,89,1,USA (AK),10,NA,yes,Aulorhynchus flavidus,Chordata,Aulorhynchidae,0
Sunshine Cove,58.60859,-134.93278,Seagrass,20160821,945,100,10,Q,Chordata,Aulorhynchus,flavidus,89,1,USA (AK),10,NA,yes,Aulorhynchus flavidus,Chordata,Aulorhynchidae,0
Sunshine Cove,58.60859,-134.93278,Seagrass,20160822,950,100,10,Q,Chordata,Aulorhynchus,flavidus,90,1,USA (AK),10,NA,yes,Aulorhynchus flavidus,Chordata,Aulorhynchidae,0
Redondo N1,47.35,-122.32,Seagrass,20160706,1116,100,12,Q,Chordata,Aulorhynchus,flavidus,137,1,USA (WA),10,10,yes,Aulorhynchus flavidus,Chordata,Aulorhynchidae,0
Urunga Lagoon 1,-30.50648,153.02373,Seagrass,20170223,1409,100,25,Q,Chordata,Aulostomus,chinensis,248,1,Australia (NSW2),10,NA,yes,Aulostomus chinensis,Chordata,Aulostomidae,0
Laguna Madre,27.6325167,-97.2879667,Seagrass,20160803,756,60,20,Q,Chordata,Bairdiella,chrysoura,19,1,USA (TX),10,NA,yes,Bairdiella chrysoura,Chordata,Sciaenidae,1
Laguna Madre,27.6330833,-97.28805,Seagrass,20160810,835,60,20,Q,Chordata,Bairdiella,chrysoura,30,1,USA (TX),10,NA,yes,Bairdiella chrysoura,Chordata,Sciaenidae,1
Laguna Madre,27.6325167,-97.2879667,Seagrass,20160803,756,60,20,Q,Chordata,Bairdiella,chrysoura,35,1,USA (TX),10,NA,yes,Bairdiella chrysoura,Chordata,Sciaenidae,1
Laguna Madre,27.6330667,-97.2881333,Unvegetated,20160810,810,60,20,Q,Chordata,Bairdiella,chrysoura,38,1,USA (TX),10,NA,yes,Bairdiella chrysoura,Chordata,Sciaenidae,1
Goodwin Island,37.215796,-76.392675,Seagrass,20160812,1000,50,20,Q,Chordata,Bairdiella,chrysoura,43,1,USA (VA),10,NA,yes,Bairdiella chrysoura,Chordata,Sciaenidae,1
Goodwin Island,37.215796,-76.392675,Seagrass,20160812,1000,50,20,Q,Chordata,Bairdiella,chrysoura,46,1,USA (VA),10,NA,yes,Bairdiella chrysoura,Chordata,Sciaenidae,1
Laguna Madre,27.6330667,-97.2881333,Unvegetated,20160810,810,60,20,Q,Chordata,Bairdiella,chrysoura,48,1,USA (TX),10,NA,yes,Bairdiella chrysoura,Chordata,Sciaenidae,1
Goodwin Island,37.215796,-76.392675,Seagrass,20160812,1000,50,20,Q,Chordata,Bairdiella,chrysoura,50,1,USA (VA),10,NA,yes,Bairdiella chrysoura,Chordata,Sciaenidae,1
Laguna Madre,27.6330167,-97.2881333,Unvegetated,20160727,805,60,20,Q,Chordata,Bairdiella,chrysoura,55,1,USA (TX),10,NA,yes,Bairdiella chrysoura,Chordata,Sciaenidae,1
Laguna Madre,27.6325167,-97.2879667,Seagrass,20160803,756,60,20,Q,Chordata,Bairdiella,chrysoura,61,1,USA (TX),10,NA,yes,Bairdiella chrysoura,Chordata,Sciaenidae,1
Aransas Pass,27.8911167,-97.1116167,Seagrass,20160902,750,60,20,Q,Chordata,Bairdiella,chrysoura,90,1,USA (TX),10,NA,yes,Bairdiella chrysoura,Chordata,Sciaenidae,1
Aransas Pass,27.8912833,-97.1112167,Unvegetated,20160909,830,60,20,Q,Chordata,Bairdiella,chrysoura,98,1,USA (TX),10,NA,yes,Bairdiella chrysoura,Chordata,Sciaenidae,1
NC,34.69099,-76.62199,Seagrass,20160817,1420,50,44,Q,Chordata,Bairdiella,chrysoura,99,1,USA (NC),7,7,yes,Bairdiella chrysoura,Chordata,Sciaenidae,1
Aransas Pass,27.8912833,-97.1112167,Unvegetated,20160909,830,60,20,Q,Chordata,Bairdiella,chrysoura,100,1,USA (TX),10,NA,yes,Bairdiella chrysoura,Chordata,Sciaenidae,1
Aransas Pass,27.8912833,-97.1112167,Unvegetated,20160909,830,60,20,Q,Chordata,Bairdiella,chrysoura,100,1,USA (TX),10,NA,yes,Bairdiella chrysoura,Chordata,Sciaenidae,1
Aransas Pass,27.8912833,-97.1112167,Unvegetated,20160909,830,60,20,Q,Chordata,Bairdiella,chrysoura,101,1,USA (TX),10,NA,yes,Bairdiella chrysoura,Chordata,Sciaenidae,1
Aransas Pass,27.8911167,-97.1116167,Seagrass,20160909,730,60,20,Q,Chordata,Bairdiella,chrysoura,104,1,USA (TX),10,NA,yes,Bairdiella chrysoura,Chordata,Sciaenidae,1
Aransas Pass,27.8912833,-97.1112167,Unvegetated,20160909,830,60,20,Q,Chordata,Bairdiella,chrysoura,104,1,USA (TX),10,NA,yes,Bairdiella chrysoura,Chordata,Sciaenidae,1
Aransas Pass,27.8912833,-97.1112167,Unvegetated,20160909,830,60,20,Q,Chordata,Bairdiella,chrysoura,105,1,USA (TX),10,NA,yes,Bairdiella chrysoura,Chordata,Sciaenidae,1
Aransas Pass,27.8912833,-97.1112167,Unvegetated,20160909,830,60,20,Q,Chordata,Bairdiella,chrysoura,105,1,USA (TX),10,NA,yes,Bairdiella chrysoura,Chordata,Sciaenidae,1
Aransas Pass,27.8912833,-97.1112167,Unvegetated,20160909,830,60,20,Q,Chordata,Bairdiella,chrysoura,105,1,USA (TX),10,NA,yes,Bairdiella chrysoura,Chordata,Sciaenidae,1
Aransas Pass,27.8912833,-97.1112167,Unvegetated,20160909,830,60,20,Q,Chordata,Bairdiella,chrysoura,106,1,USA (TX),10,NA,yes,Bairdiella chrysoura,Chordata,Sciaenidae,1
Aransas Pass,27.8912833,-97.1112167,Unvegetated,20160909,830,60,20,Q,Chordata,Bairdiella,chrysoura,107,1,USA (TX),10,NA,yes,Bairdiella chrysoura,Chordata,Sciaenidae,1
Aransas Pass,27.8912833,-97.1112167,Unvegetated,20160909,830,60,20,Q,Chordata,Bairdiella,chrysoura,108,1,USA (TX),10,NA,yes,Bairdiella chrysoura,Chordata,Sciaenidae,1
Aransas Pass,27.8912833,-97.1112167,Unvegetated,20160902,832,60,20,Q,Chordata,Bairdiella,chrysoura,109,1,USA (TX),10,NA,yes,Bairdiella chrysoura,Chordata,Sciaenidae,1
Aransas Pass,27.8912833,-97.1112167,Unvegetated,20160909,830,60,20,Q,Chordata,Bairdiella,chrysoura,110,1,USA (TX),10,NA,yes,Bairdiella chrysoura,Chordata,Sciaenidae,1
Aransas Pass,27.8912833,-97.1112167,Unvegetated,20160909,830,60,20,Q,Chordata,Bairdiella,chrysoura,115,1,USA (TX),10,NA,yes,Bairdiella chrysoura,Chordata,Sciaenidae,1
