Site,abLat,habitat,rate,sstmean,temp,chlomean,ENSPIE,richness,cpua,logbio,catch_min,catch_max,catch_mean,pop,pop30,hemi,coast,logcatch,logpop,logpop30,logchl,logabun,MDS1,MDS2,bio.filt,cpua.filt,act.ratio,FRic,qual.FRic,FEve,FDis,RaoQ,FGR,act,feed,troph,watercol,body,length,log.mass.rda,log.cpua.rda
AK,58.60859,Seagrass,0,7.806200027,13.83333333,2.776799965,4.11208574,8.188405797,0.270289855,0.573093418,19.64585864,490.0494863,254.8476725,0.177877709,0.61012574,North,East,2.406280672,-0.749878472,-0.214580653,0.443544595,-0.568170255,-1.059709292,0.461318367,0,0,0.166666667,0.054021715,0.126088172,0.8,0.403438919,0.189722222,4,1,hunting macrofauna (predator),benthic invertivore;higher carnivore,benthic,elongated,72.97639796,-3,-2.522878745
AK,58.60853,Unvegetated,0,7.806200027,13.97777778,2.776799965,2.400809717,3.263157895,0.091052632,0.101042589,19.64585864,490.0494863,254.8476725,0.177877709,0.61012574,North,East,2.406280672,-0.749878472,-0.214580653,0.443544595,-1.040707498,-0.864610634,0.251213962,0,0,0,0.02518753,0.126088172,0.666666667,0.27798929,0.0848,3,1,hunting macrofauna (predator),benthic invertivore;higher carnivore,benthic,short and / or deep,87.48477364,-3,-2.522878745
AK,58.60859,Seagrass,0,7.806200027,13.83333333,2.776799965,4.11208574,8.188405797,0.270289855,0.573093418,19.64585864,490.0494863,254.8476725,0.177877709,0.61012574,North,East,2.406280672,-0.749878472,-0.214580653,0.443544595,-0.568170255,-1.059709292,0.461318367,0,0,0.166666667,0.054021715,0.126088172,0.8,0.403438919,0.189722222,4,1,hunting macrofauna (predator),benthic invertivore;higher carnivore,benthic,elongated,72.97639796,-3,-2.522878745
AK,58.60853,Unvegetated,0,7.806200027,13.97777778,2.776799965,2.400809717,3.263157895,0.091052632,0.101042589,19.64585864,490.0494863,254.8476725,0.177877709,0.61012574,North,East,2.406280672,-0.749878472,-0.214580653,0.443544595,-1.040707498,-0.864610634,0.251213962,0,0,0,0.02518753,0.126088172,0.666666667,0.27798929,0.0848,3,1,hunting macrofauna (predator),benthic invertivore;higher carnivore,benthic,short and / or deep,87.48477364,-3,-2.522878745
AK,58.60859,Seagrass,0.005416791,7.806200027,13.83333333,2.776799965,4.11208574,8.188405797,0.270289855,0.573093418,19.64585864,490.0494863,254.8476725,0.177877709,0.61012574,North,East,2.406280672,-0.749878472,-0.214580653,0.443544595,-0.568170255,-1.059709292,0.461318367,0,0,0.166666667,0.054021715,0.126088172,0.8,0.403438919,0.189722222,4,1,hunting macrofauna (predator),benthic invertivore;higher carnivore,benthic,elongated,72.97639796,-3,-2.522878745
AK,58.60853,Unvegetated,0,7.806200027,13.97777778,2.776799965,2.400809717,3.263157895,0.091052632,0.101042589,19.64585864,490.0494863,254.8476725,0.177877709,0.61012574,North,East,2.406280672,-0.749878472,-0.214580653,0.443544595,-1.040707498,-0.864610634,0.251213962,0,0,0,0.02518753,0.126088172,0.666666667,0.27798929,0.0848,3,1,hunting macrofauna (predator),benthic invertivore;higher carnivore,benthic,short and / or deep,87.48477364,-3,-2.522878745
Yuca2,20.83433,Unvegetated,0,27.98049974,30.5,0.121750001,NA,NA,NA,NA,42.21941378,3237.243045,1912.774467,26.51160812,95.75808589,North,West,3.281663766,1.423436072,1.981175456,-0.914531027,NA,0.698694509,-0.115784454,NA,NA,0.944444444,0.320858083,0.126088172,0.6875,0.388222308,0.17195216,4,0,hunting macrofauna (predator),benthic invertivore,demersal,fusiform / normal,NA,NA,NA
Yuca2,20.8347,Seagrass,0.016247096,27.98049974,30.5,0.121750001,NA,NA,NA,NA,42.21941378,3237.243045,1912.774467,26.51160812,95.75808589,North,West,3.281663766,1.423436072,1.981175456,-0.914531027,NA,0.90826873,-0.172358969,NA,NA,0.888888889,0.41808341,0.126088172,0.571428571,0.370933896,0.182685185,4,0,hunting macrofauna (predator),benthic invertivore,demersal,fusiform / normal,NA,NA,NA
Yuca2,20.83433,Unvegetated,0.003536727,27.98049974,30.5,0.121750001,NA,NA,NA,NA,42.21941378,3237.243045,1912.774467,26.51160812,95.75808589,North,West,3.281663766,1.423436072,1.981175456,-0.914531027,NA,0.698694509,-0.115784454,NA,NA,0.944444444,0.320858083,0.126088172,0.6875,0.388222308,0.17195216,4,0,hunting macrofauna (predator),benthic invertivore,demersal,fusiform / normal,NA,NA,NA
Yuca2,20.8347,Seagrass,0.038131567,27.98049974,30.5,0.121750001,NA,NA,NA,NA,42.21941378,3237.243045,1912.774467,26.51160812,95.75808589,North,West,3.281663766,1.423436072,1.981175456,-0.914531027,NA,0.90826873,-0.172358969,NA,NA,0.888888889,0.41808341,0.126088172,0.571428571,0.370933896,0.182685185,4,0,hunting macrofauna (predator),benthic invertivore,demersal,fusiform / normal,NA,NA,NA
Yuca2,20.83433,Unvegetated,0,27.98049974,30.5,0.121750001,NA,NA,NA,NA,42.21941378,3237.243045,1912.774467,26.51160812,95.75808589,North,West,3.281663766,1.423436072,1.981175456,-0.914531027,NA,0.698694509,-0.115784454,NA,NA,0.944444444,0.320858083,0.126088172,0.6875,0.388222308,0.17195216,4,0,hunting macrofauna (predator),benthic invertivore,demersal,fusiform / normal,NA,NA,NA
Yuca2,20.8347,Seagrass,0.038131567,27.98049974,30.5,0.121750001,NA,NA,NA,NA,42.21941378,3237.243045,1912.774467,26.51160812,95.75808589,North,West,3.281663766,1.423436072,1.981175456,-0.914531027,NA,0.90826873,-0.172358969,NA,NA,0.888888889,0.41808341,0.126088172,0.571428571,0.370933896,0.182685185,4,0,hunting macrofauna (predator),benthic invertivore,demersal,fusiform / normal,NA,NA,NA
Yuca1,19.82738,Unvegetated,8.58E-04,28.13419991,30.83333333,0.946800005,NA,NA,NA,NA,73.26186953,1487.395317,971.965556,6.476073742,1.686540685,North,West,2.987650875,0.811311785,0.226996822,-0.023741748,NA,1.042528248,0.066166428,NA,NA,1,0.345535891,0.126088172,0.8,0.383475121,0.179846939,3,0,hunting macrofauna (predator),benthic invertivore;higher carnivore,demersal,fusiform / normal,NA,NA,NA
Yuca1,19.82721,Unvegetated,8.58E-04,28.13419991,30.83333333,0.946800005,NA,NA,NA,NA,73.26186953,1487.395317,971.965556,6.476073742,1.686540685,North,West,2.987650875,0.811311785,0.226996822,-0.023741748,NA,1.042528248,0.066166428,NA,NA,1,0.345535891,0.126088172,0.8,0.383475121,0.179846939,3,0,hunting macrofauna (predator),benthic invertivore;higher carnivore,demersal,fusiform / normal,NA,NA,NA
Yuca1,19.8271,Seagrass,0.001733165,28.13419991,31.16666667,0.946800005,NA,NA,NA,NA,73.26186953,1487.395317,971.965556,6.476073742,1.686540685,North,West,2.987650875,0.811311785,0.226996822,-0.023741748,NA,1.014887207,-0.121001261,NA,NA,1,0.345535891,0.126088172,0.666666667,0.419474634,0.204101563,3,0,hunting macrofauna (predator),benthic invertivore,demersal,fusiform / normal,NA,NA,NA
Yuca1,19.82738,Unvegetated,0.001733165,28.13419991,30.83333333,0.946800005,NA,NA,NA,NA,73.26186953,1487.395317,971.965556,6.476073742,1.686540685,North,West,2.987650875,0.811311785,0.226996822,-0.023741748,NA,1.042528248,0.066166428,NA,NA,1,0.345535891,0.126088172,0.8,0.383475121,0.179846939,3,0,hunting macrofauna (predator),benthic invertivore;higher carnivore,demersal,fusiform / normal,NA,NA,NA
Yuca1,19.8271,Seagrass,0.009714524,28.13419991,31.16666667,0.946800005,NA,NA,NA,NA,73.26186953,1487.395317,971.965556,6.476073742,1.686540685,North,West,2.987650875,0.811311785,0.226996822,-0.023741748,NA,1.014887207,-0.121001261,NA,NA,1,0.345535891,0.126088172,0.666666667,0.419474634,0.204101563,3,0,hunting macrofauna (predator),benthic invertivore,demersal,fusiform / normal,NA,NA,NA
Yuca1,19.82687,Seagrass,0.009714524,28.13419991,31.16666667,0.946800005,NA,NA,NA,NA,73.26186953,1487.395317,971.965556,6.476073742,1.686540685,North,West,2.987650875,0.811311785,0.226996822,-0.023741748,NA,1.014887207,-0.121001261,NA,NA,1,0.345535891,0.126088172,0.666666667,0.419474634,0.204101563,3,0,hunting macrofauna (predator),benthic invertivore,demersal,fusiform / normal,NA,NA,NA
OR,43.315383,Seagrass,0.001733165,11.20349979,15.95044444,3.813500047,2.256778644,6.318181818,0.177626263,0.18055003,174.6506472,1007.233603,637.7923311,77.85180664,41.66353464,North,East,2.804679293,1.891268695,1.619756112,0.581323756,-0.750492822,-1.104899939,-0.322402659,0,0,0.7,0.016171764,0.126088172,0.75,0.548417006,0.30725,2,0,hunting macrofauna (predator),benthic invertivore;planktivore,benthic,short and / or deep,63.24171878,-3,-2.522878745
OR,43.315013,Seagrass,0.001733165,11.20349979,15.95044444,3.813500047,2.256778644,6.318181818,0.177626263,0.18055003,174.6506472,1007.233603,637.7923311,77.85180664,41.66353464,North,East,2.804679293,1.891268695,1.619756112,0.581323756,-0.750492822,-1.104899939,-0.322402659,0,0,0.7,0.016171764,0.126088172,0.75,0.548417006,0.30725,2,0,hunting macrofauna (predator),benthic invertivore;planktivore,benthic,short and / or deep,63.24171878,-3,-2.522878745
OR,43.315383,Unvegetated,0.009435181,11.20349979,17.14044444,3.813500047,3.959558832,6.768115942,0.290193237,0.44383943,174.6506472,1007.233603,637.7923311,77.85180664,41.66353464,North,East,2.804679293,1.891268695,1.619756112,0.581323756,-0.537312714,-0.788473232,-0.077509831,0.017418559,0.003333333,0.5,0.017581191,0.126088172,0.875,0.516145549,0.282425,2,0,hunting macrofauna (predator),omnivore,benthic,elongated,58.99906477,-1.734744339,-2.198367654
OR,43.315013,Seagrass,0,11.20349979,15.95044444,3.813500047,2.256778644,6.318181818,0.177626263,0.18055003,174.6506472,1007.233603,637.7923311,77.85180664,41.66353464,North,East,2.804679293,1.891268695,1.619756112,0.581323756,-0.750492822,-1.104899939,-0.322402659,0,0,0.7,0.016171764,0.126088172,0.75,0.548417006,0.30725,2,0,hunting macrofauna (predator),benthic invertivore;planktivore,benthic,short and / or deep,63.24171878,-3,-2.522878745
OR,43.315383,Unvegetated,0.001733165,11.20349979,17.14044444,3.813500047,3.959558832,6.768115942,0.290193237,0.44383943,174.6506472,1007.233603,637.7923311,77.85180664,41.66353464,North,East,2.804679293,1.891268695,1.619756112,0.581323756,-0.537312714,-0.788473232,-0.077509831,0.017418559,0.003333333,0.5,0.017581191,0.126088172,0.875,0.516145549,0.282425,2,0,hunting macrofauna (predator),omnivore,benthic,elongated,58.99906477,-1.734744339,-2.198367654
OR,43.315013,Seagrass,0.001733165,11.20349979,15.95044444,3.813500047,2.256778644,6.318181818,0.177626263,0.18055003,174.6506472,1007.233603,637.7923311,77.85180664,41.66353464,North,East,2.804679293,1.891268695,1.619756112,0.581323756,-0.750492822,-1.104899939,-0.322402659,0,0,0.7,0.016171764,0.126088172,0.75,0.548417006,0.30725,2,0,hunting macrofauna (predator),benthic invertivore;planktivore,benthic,short and / or deep,63.24171878,-3,-2.522878745
OR,43.315383,Unvegetated,0.001733165,11.20349979,17.14044444,3.813500047,3.959558832,6.768115942,0.290193237,0.44383943,174.6506472,1007.233603,637.7923311,77.85180664,41.66353464,North,East,2.804679293,1.891268695,1.619756112,0.581323756,-0.537312714,-0.788473232,-0.077509831,0.017418559,0.003333333,0.5,0.017581191,0.126088172,0.875,0.516145549,0.282425,2,0,hunting macrofauna (predator),omnivore,benthic,elongated,58.99906477,-1.734744339,-2.198367654
NC,34.69099,Seagrass,0.126961671,21.24549961,33.68888889,4.136500061,2.579947936,11.84297521,0.508483438,0.60213674,1526.642705,1724.433659,1625.538182,186.8343201,133.2879747,North,West,3.210997175,2.271456656,2.124790969,0.616633035,-0.293723188,0.563463917,-0.501871995,4.148076838,0.49777345,0.684210526,0.447511021,0.126088172,0.823529412,0.509133831,0.26684903,5,0,hunting macrofauna (predator),omnivore,demersal,fusiform / normal,60.67929397,0.617951478,-0.300358705
NC,34.69099,Seagrass,1,21.24549961,33.68888889,4.136500061,2.579947936,11.84297521,0.508483438,0.60213674,1526.642705,1724.433659,1625.538182,186.8343201,133.2879747,North,West,3.210997175,2.271456656,2.124790969,0.616633035,-0.293723188,0.563463917,-0.501871995,4.148076838,0.49777345,0.684210526,0.447511021,0.126088172,0.823529412,0.509133831,0.26684903,5,0,hunting macrofauna (predator),omnivore,demersal,fusiform / normal,60.67929397,0.617951478,-0.300358705
NC,34.69099,Seagrass,0.96,21.24549961,33.68888889,4.136500061,2.579947936,11.84297521,0.508483438,0.60213674,1526.642705,1724.433659,1625.538182,186.8343201,133.2879747,North,West,3.210997175,2.271456656,2.124790969,0.616633035,-0.293723188,0.563463917,-0.501871995,4.148076838,0.49777345,0.684210526,0.447511021,0.126088172,0.823529412,0.509133831,0.26684903,5,0,hunting macrofauna (predator),omnivore,demersal,fusiform / normal,60.67929397,0.617951478,-0.300358705
NC,34.69051,Unvegetated,0.208483147,21.24549961,33.01111111,4.136500061,3.469565181,6.784615385,0.109481422,-0.226125276,1526.642705,1724.433659,1625.538182,186.8343201,133.2879747,North,West,3.210997175,2.271456656,2.124790969,0.616633035,-0.960659572,0.502346059,-0.968796118,0.726015341,0.065878687,0.818181818,0.396432708,0.126088172,0.996570231,0.515376201,0.282789256,5,0,hunting macrofauna (predator),omnivore,demersal,fusiform / normal,57.45227735,-0.138456425,-1.161915143
NC,34.69051,Unvegetated,0.96,21.24549961,33.01111111,4.136500061,3.469565181,6.784615385,0.109481422,-0.226125276,1526.642705,1724.433659,1625.538182,186.8343201,133.2879747,North,West,3.210997175,2.271456656,2.124790969,0.616633035,-0.960659572,0.502346059,-0.968796118,0.726015341,0.065878687,0.818181818,0.396432708,0.126088172,0.996570231,0.515376201,0.282789256,5,0,hunting macrofauna (predator),omnivore,demersal,fusiform / normal,57.45227735,-0.138456425,-1.161915143
NC,34.69051,Unvegetated,1,21.24549961,33.01111111,4.136500061,3.469565181,6.784615385,0.109481422,-0.226125276,1526.642705,1724.433659,1625.538182,186.8343201,133.2879747,North,West,3.210997175,2.271456656,2.124790969,0.616633035,-0.960659572,0.502346059,-0.968796118,0.726015341,0.065878687,0.818181818,0.396432708,0.126088172,0.996570231,0.515376201,0.282789256,5,0,hunting macrofauna (predator),omnivore,demersal,fusiform / normal,57.45227735,-0.138456425,-1.161915143
Korea,34.7289,Unvegetated,0.208483147,17.68260002,18.31666667,1.989600015,4.147404968,11.40697674,0.457587495,0.385496134,6298.798595,7468.718691,6883.758643,529.583374,577.5316162,North,West,3.837825635,2.723934342,2.761575764,0.298765775,-0.339525852,-0.332882754,0.363049985,1.382670627,0.25751383,0.5,0.066168277,0.126088172,0.928571429,0.479497193,0.251572266,3,0,hunting macrofauna (predator),benthic invertivore,benthic,fusiform / normal,63.4218787,0.141032722,-0.584169217
Korea,34.7289,Seagrass,0.047167261,17.68260002,18.46666667,1.989600015,4.092262263,13.98989899,0.473885193,0.509112362,6298.798595,7468.718691,6883.758643,529.583374,577.5316162,North,West,3.837825635,2.723934342,2.761575764,0.298765775,-0.324326861,-0.083020818,0.768290043,0.411960927,0.094076655,0.526315789,0.026971372,0.126088172,0.764705882,0.467324515,0.235394737,4,0,hunting macrofauna (predator),benthic invertivore,demersal,fusiform / normal,62.23422091,-0.384091038,-1.012885196
Korea,34.7289,Unvegetated,0.323362617,17.68260002,18.31666667,1.989600015,4.147404968,11.40697674,0.457587495,0.385496134,6298.798595,7468.718691,6883.758643,529.583374,577.5316162,North,West,3.837825635,2.723934342,2.761575764,0.298765775,-0.339525852,-0.332882754,0.363049985,1.382670627,0.25751383,0.5,0.066168277,0.126088172,0.928571429,0.479497193,0.251572266,3,0,hunting macrofauna (predator),benthic invertivore,benthic,fusiform / normal,63.4218787,0.141032722,-0.584169217
Korea,34.7289,Seagrass,0.018775161,17.68260002,18.46666667,1.989600015,4.092262263,13.98989899,0.473885193,0.509112362,6298.798595,7468.718691,6883.758643,529.583374,577.5316162,North,West,3.837825635,2.723934342,2.761575764,0.298765775,-0.324326861,-0.083020818,0.768290043,0.411960927,0.094076655,0.526315789,0.026971372,0.126088172,0.764705882,0.467324515,0.235394737,4,0,hunting macrofauna (predator),benthic invertivore,demersal,fusiform / normal,62.23422091,-0.384091038,-1.012885196
Korea,34.7289,Unvegetated,0.202973815,17.68260002,18.31666667,1.989600015,4.147404968,11.40697674,0.457587495,0.385496134,6298.798595,7468.718691,6883.758643,529.583374,577.5316162,North,West,3.837825635,2.723934342,2.761575764,0.298765775,-0.339525852,-0.332882754,0.363049985,1.382670627,0.25751383,0.5,0.066168277,0.126088172,0.928571429,0.479497193,0.251572266,3,0,hunting macrofauna (predator),benthic invertivore,benthic,fusiform / normal,63.4218787,0.141032722,-0.584169217
Korea,34.7289,Seagrass,0.021458643,17.68260002,18.46666667,1.989600015,4.092262263,13.98989899,0.473885193,0.509112362,6298.798595,7468.718691,6883.758643,529.583374,577.5316162,North,West,3.837825635,2.723934342,2.761575764,0.298765775,-0.324326861,-0.083020818,0.768290043,0.411960927,0.094076655,0.526315789,0.026971372,0.126088172,0.764705882,0.467324515,0.235394737,4,0,hunting macrofauna (predator),benthic invertivore,demersal,fusiform / normal,62.23422091,-0.384091038,-1.012885196
Panama,9.351809,Seagrass,0.011590585,29.6647501,30.42471333,2.056999981,NA,NA,NA,NA,196.5141053,196.5141053,196.5141053,93.13415527,44.11580753,North,West,2.293393728,1.96910898,1.644594233,0.313234288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Italy,43.06781,Seagrass,0.738095238,18.84200001,26.08813,0.208500002,NA,NA,NA,NA,227.763617,1662.780886,945.2722514,20.02303886,20.02303886,North,East,2.975556909,1.30152999,1.30152999,-0.680893937,NA,1.029051821,0.402488273,NA,NA,0.846153846,0.018582579,0.126088172,0.636363636,0.273237777,0.106139053,3,0,hunting macrofauna (predator),omnivore,demersal,fusiform / normal,NA,NA,NA
Italy,43.068,Seagrass,0.738095238,18.84200001,26.08813,0.208500002,NA,NA,NA,NA,227.763617,1662.780886,945.2722514,20.02303886,20.02303886,North,East,2.975556909,1.30152999,1.30152999,-0.680893937,NA,1.029051821,0.402488273,NA,NA,0.846153846,0.018582579,0.126088172,0.636363636,0.273237777,0.106139053,3,0,hunting macrofauna (predator),omnivore,demersal,fusiform / normal,NA,NA,NA
Italy,43.06711,Unvegetated,1,18.84200001,26.08813,0.208500002,NA,NA,NA,NA,227.763617,1662.780886,945.2722514,20.02303886,20.02303886,North,East,2.975556909,1.30152999,1.30152999,-0.680893937,NA,0.94139213,0.826215169,NA,NA,0.888888889,0.505659005,0.126088172,0.428571429,0.302893227,0.143487654,3,0,hunting macrofauna (predator),omnivore,demersal,fusiform / normal,NA,NA,NA
Italy,43.06781,Seagrass,1,18.84200001,26.08813,0.208500002,NA,NA,NA,NA,227.763617,1662.780886,945.2722514,20.02303886,20.02303886,North,East,2.975556909,1.30152999,1.30152999,-0.680893937,NA,1.029051821,0.402488273,NA,NA,0.846153846,0.018582579,0.126088172,0.636363636,0.273237777,0.106139053,3,0,hunting macrofauna (predator),omnivore,demersal,fusiform / normal,NA,NA,NA
Italy,43.068,Seagrass,1,18.84200001,26.08813,0.208500002,NA,NA,NA,NA,227.763617,1662.780886,945.2722514,20.02303886,20.02303886,North,East,2.975556909,1.30152999,1.30152999,-0.680893937,NA,1.029051821,0.402488273,NA,NA,0.846153846,0.018582579,0.126088172,0.636363636,0.273237777,0.106139053,3,0,hunting macrofauna (predator),omnivore,demersal,fusiform / normal,NA,NA,NA
Italy,43.06711,Unvegetated,1,18.84200001,26.08813,0.208500002,NA,NA,NA,NA,227.763617,1662.780886,945.2722514,20.02303886,20.02303886,North,East,2.975556909,1.30152999,1.30152999,-0.680893937,NA,0.94139213,0.826215169,NA,NA,0.888888889,0.505659005,0.126088172,0.428571429,0.302893227,0.143487654,3,0,hunting macrofauna (predator),omnivore,demersal,fusiform / normal,NA,NA,NA
Italy,43.06781,Seagrass,1,18.84200001,26.08813,0.208500002,NA,NA,NA,NA,227.763617,1662.780886,945.2722514,20.02303886,20.02303886,North,East,2.975556909,1.30152999,1.30152999,-0.680893937,NA,1.029051821,0.402488273,NA,NA,0.846153846,0.018582579,0.126088172,0.636363636,0.273237777,0.106139053,3,0,hunting macrofauna (predator),omnivore,demersal,fusiform / normal,NA,NA,NA
Italy,43.068,Seagrass,1,18.84200001,26.08813,0.208500002,NA,NA,NA,NA,227.763617,1662.780886,945.2722514,20.02303886,20.02303886,North,East,2.975556909,1.30152999,1.30152999,-0.680893937,NA,1.029051821,0.402488273,NA,NA,0.846153846,0.018582579,0.126088172,0.636363636,0.273237777,0.106139053,3,0,hunting macrofauna (predator),omnivore,demersal,fusiform / normal,NA,NA,NA
Italy,43.06711,Unvegetated,1,18.84200001,26.08813,0.208500002,NA,NA,NA,NA,227.763617,1662.780886,945.2722514,20.02303886,20.02303886,North,East,2.975556909,1.30152999,1.30152999,-0.680893937,NA,0.94139213,0.826215169,NA,NA,0.888888889,0.505659005,0.126088172,0.428571429,0.302893227,0.143487654,3,0,hunting macrofauna (predator),omnivore,demersal,fusiform / normal,NA,NA,NA
Italy,43.067767,Unvegetated,1,18.84200001,26.08813,0.208500002,NA,NA,NA,NA,227.763617,1662.780886,945.2722514,20.02303886,20.02303886,North,East,2.975556909,1.30152999,1.30152999,-0.680893937,NA,0.94139213,0.826215169,NA,NA,0.888888889,0.505659005,0.126088172,0.428571429,0.302893227,0.143487654,3,0,hunting macrofauna (predator),omnivore,demersal,fusiform / normal,NA,NA,NA
Italy,43.067767,Unvegetated,1,18.84200001,26.08813,0.208500002,NA,NA,NA,NA,227.763617,1662.780886,945.2722514,20.02303886,20.02303886,North,East,2.975556909,1.30152999,1.30152999,-0.680893937,NA,0.94139213,0.826215169,NA,NA,0.888888889,0.505659005,0.126088172,0.428571429,0.302893227,0.143487654,3,0,hunting macrofauna (predator),omnivore,demersal,fusiform / normal,NA,NA,NA
Italy,43.067767,Unvegetated,1,18.84200001,26.08813,0.208500002,NA,NA,NA,NA,227.763617,1662.780886,945.2722514,20.02303886,20.02303886,North,East,2.975556909,1.30152999,1.30152999,-0.680893937,NA,0.94139213,0.826215169,NA,NA,0.888888889,0.505659005,0.126088172,0.428571429,0.302893227,0.143487654,3,0,hunting macrofauna (predator),omnivore,demersal,fusiform / normal,NA,NA,NA
France,43.447124,Unvegetated,0.007380296,16.4740003,24.54166667,1.653333346,2.245851962,3.722222222,0.06344086,-0.33513401,0.266636498,2333.113825,889.6096192,442.0421143,405.8174561,North,East,2.94919947,2.645463647,2.608330724,0.218360425,-1.197630937,0.814949895,0.77381129,0.409380587,0.055913978,0.8,0.016709955,0.126088172,0.75,0.342497085,0.15725,2,0,hunting macrofauna (predator),omnivore,demersal,fusiform / normal,51.39829594,-0.386813192,-1.229781648
France,43.447124,Seagrass,9.32E-04,16.4740003,24.46666667,1.653333346,4.379065939,6.926470588,0.183823529,-0.298379095,0.266636498,2333.113825,889.6096192,442.0421143,405.8174561,North,East,2.94919947,2.645463647,2.608330724,0.218360425,-0.7355989,0.3718954,0.587943017,0.449985539,0.14375,0.583333333,0.017447004,0.126088172,0.8,0.470046776,0.230607639,2,0,hunting macrofauna (predator),omnivore,demersal,fusiform / normal,58.11359475,-0.345837384,-0.83342189
France,43.447124,Unvegetated,0.047167261,16.4740003,24.54166667,1.653333346,2.245851962,3.722222222,0.06344086,-0.33513401,0.266636498,2333.113825,889.6096192,442.0421143,405.8174561,North,East,2.94919947,2.645463647,2.608330724,0.218360425,-1.197630937,0.814949895,0.77381129,0.409380587,0.055913978,0.8,0.016709955,0.126088172,0.75,0.342497085,0.15725,2,0,hunting macrofauna (predator),omnivore,demersal,fusiform / normal,51.39829594,-0.386813192,-1.229781648
France,43.447124,Seagrass,0,16.4740003,24.46666667,1.653333346,4.379065939,6.926470588,0.183823529,-0.298379095,0.266636498,2333.113825,889.6096192,442.0421143,405.8174561,North,East,2.94919947,2.645463647,2.608330724,0.218360425,-0.7355989,0.3718954,0.587943017,0.449985539,0.14375,0.583333333,0.017447004,0.126088172,0.8,0.470046776,0.230607639,2,0,hunting macrofauna (predator),omnivore,demersal,fusiform / normal,58.11359475,-0.345837384,-0.83342189
France,43.447124,Unvegetated,0.08410301,16.4740003,24.54166667,1.653333346,2.245851962,3.722222222,0.06344086,-0.33513401,0.266636498,2333.113825,889.6096192,442.0421143,405.8174561,North,East,2.94919947,2.645463647,2.608330724,0.218360425,-1.197630937,0.814949895,0.77381129,0.409380587,0.055913978,0.8,0.016709955,0.126088172,0.75,0.342497085,0.15725,2,0,hunting macrofauna (predator),omnivore,demersal,fusiform / normal,51.39829594,-0.386813192,-1.229781648
France,43.447124,Seagrass,0,16.4740003,24.46666667,1.653333346,4.379065939,6.926470588,0.183823529,-0.298379095,0.266636498,2333.113825,889.6096192,442.0421143,405.8174561,North,East,2.94919947,2.645463647,2.608330724,0.218360425,-0.7355989,0.3718954,0.587943017,0.449985539,0.14375,0.583333333,0.017447004,0.126088172,0.8,0.470046776,0.230607639,2,0,hunting macrofauna (predator),omnivore,demersal,fusiform / normal,58.11359475,-0.345837384,-0.83342189
TX,27.42443,Unvegetated,1.13E-04,24.45699978,28,3.784166654,4.182847146,10.50442478,2.396028761,0.671294117,1193.589908,2362.841136,1778.215522,152.8652954,173.718698,North,West,3.249984397,2.1843089,2.239846566,0.577970254,0.379492027,0.388736391,-0.724919218,1.668593223,0.496666667,0.826086957,0.44800681,0.126088172,0.857142857,0.528824243,0.292774102,5,0,hunting macrofauna (predator),omnivore,demersal,fusiform / normal,50.92067819,0.222610673,-0.301319622
TX,27.42446,Seagrass,0.065119069,24.45699978,28,3.784166654,3.54694959,11.50582363,4.53250416,0.618540045,1193.589908,2362.841136,1778.215522,152.8652954,173.718698,North,West,3.249984397,2.1843089,2.239846566,0.577970254,0.656338211,0.401978064,-0.636505785,1.849548215,1.415,0.769230769,0.543900754,0.126088172,0.708333333,0.524324983,0.289423077,5,0,hunting macrofauna (predator),omnivore,demersal,fusiform / normal,50.48195571,0.267300405,0.151676231
TX,27.42443,Unvegetated,0.600000009,24.45699978,28,3.784166654,4.182847146,10.50442478,2.396028761,0.671294117,1193.589908,2362.841136,1778.215522,152.8652954,173.718698,North,West,3.249984397,2.1843089,2.239846566,0.577970254,0.379492027,0.388736391,-0.724919218,1.668593223,0.496666667,0.826086957,0.44800681,0.126088172,0.857142857,0.528824243,0.292774102,5,0,hunting macrofauna (predator),omnivore,demersal,fusiform / normal,50.92067819,0.222610673,-0.301319622
TX,27.42466,Seagrass,0.016837242,24.45699978,28,3.784166654,3.54694959,11.50582363,4.53250416,0.618540045,1193.589908,2362.841136,1778.215522,152.8652954,173.718698,North,West,3.249984397,2.1843089,2.239846566,0.577970254,0.656338211,0.401978064,-0.636505785,1.849548215,1.415,0.769230769,0.543900754,0.126088172,0.708333333,0.524324983,0.289423077,5,0,hunting macrofauna (predator),omnivore,demersal,fusiform / normal,50.48195571,0.267300405,0.151676231
TX,27.42443,Unvegetated,0.202973815,24.45699978,28,3.784166654,4.182847146,10.50442478,2.396028761,0.671294117,1193.589908,2362.841136,1778.215522,152.8652954,173.718698,North,West,3.249984397,2.1843089,2.239846566,0.577970254,0.379492027,0.388736391,-0.724919218,1.668593223,0.496666667,0.826086957,0.44800681,0.126088172,0.857142857,0.528824243,0.292774102,5,0,hunting macrofauna (predator),omnivore,demersal,fusiform / normal,50.92067819,0.222610673,-0.301319622
