Site Name,Country,Lat,Long,Seagrass/Unveg,Date,Time,Temp,Sal,Measurment Number,Data Collector,Notes,Participant List,Contact Email
NC,USA (NC),34.69099,-76.62199,Seagrass,20160817,1454,33.5,33,2,Shelby Ziegler,,"Julie Geyer, Danielle Keller, Shelby Ziegler",
NC,USA (NC),34.69099,-76.62199,Seagrass,20160817,1454,33.8,33,3,Shelby Ziegler,,"Julie Geyer, Danielle Keller, Shelby Ziegler",
NC,USA (NC),34.69051,-76.62245,Unveg,20160815,1506,33.1,34,1,Shelby Ziegler,,"Julie Geyer, Max Tice-Lewis, Martin Benavides, Shelby Ziegler",
NC,USA (NC),34.69051,-76.62245,Unveg,20160815,1506,33.1,34.5,2,Shelby Ziegler,,"Julie Geyer, Max Tice-Lewis, Martin Benavides, Shelby Ziegler",
NC,USA (NC),34.69051,-76.62245,Unveg,20160815,1506,33.1,34,3,Shelby Ziegler,,"Julie Geyer, Max Tice-Lewis, Martin Benavides, Shelby Ziegler",
NC,USA (NC),34.69051,-76.62245,Unveg,20160816,1456,33,34.5,1,Shelby Ziegler,,"Julie Geyer, Matt Kenworthy, Danielle Keller, Shelby Ziegler",
NC,USA (NC),34.69051,-76.62245,Unveg,20160816,1456,33.1,34.5,2,Shelby Ziegler,,"Julie Geyer, Matt Kenworthy, Danielle Keller, Shelby Ziegler",
NC,USA (NC),34.69051,-76.62245,Unveg,20160816,1456,33,34.5,3,Shelby Ziegler,,"Julie Geyer, Matt Kenworthy, Danielle Keller, Shelby Ziegler",
NC,USA (NC),34.69051,-76.62245,Unveg,20160817,1449,32.9,34,1,Shelby Ziegler,,"Julie Geyer, Danielle Keller, Shelby Ziegler",
NC,USA (NC),34.69051,-76.62245,Unveg,20160817,1449,33.1,33,2,Shelby Ziegler,,"Julie Geyer, Danielle Keller, Shelby Ziegler",
NC,USA (NC),34.69051,-76.62245,Unveg,20160817,1449,32.7,34,3,Shelby Ziegler,,"Julie Geyer, Danielle Keller, Shelby Ziegler",
Juvika,Norway,67.214334,15.007534,Seagrass,20160724,1235,11.5,29.2,1,Henning Reiss,,"Henning Reiss, Katrin Reiss",katrin.sieben@gmail.com
Juvika,Norway,67.214334,15.007534,Seagrass,20160724,1235,11.5,29.2,2,Henning Reiss,,"Henning Reiss, Katrin Reiss",katrin.sieben@gmail.com
Juvika,Norway,67.214334,15.007534,Seagrass,20160724,1235,11.6,29.1,3,Henning Reiss,,"Henning Reiss, Katrin Reiss",katrin.sieben@gmail.com
Juvika,Norway,67.214334,15.007534,Unveg,20160724,1250,11.5,29.01,1,Henning Reiss,,"Henning Reiss, Katrin Reiss",katrin.sieben@gmail.com
Juvika,Norway,67.214334,15.007534,Seagrass,20160724,1250,11.5,29.1,2,Henning Reiss,,"Henning Reiss, Katrin Reiss",katrin.sieben@gmail.com
Juvika,Norway,67.214334,15.007534,Seagrass,20160724,1250,11.5,29.1,3,Henning Reiss,,"Henning Reiss, Katrin Reiss",katrin.sieben@gmail.com
OIMB-Valino-SSNERR,USA (OR),43.315383,-124.320926,Unveg,20160719,945,16.32,32.12,1,Aaron Galloway,"Data from nearby SSNERR station ""sosvawq"" [ 43.315996, -124.321276]","Aaron Galloway, Bree Yednock, Elena Rubio-Lopez",agalow3@uoregon.edu
OIMB-Valino-SSNERR,USA (OR),43.315383,-124.320926,Unveg,20160719,1000,15.862,32.3,2,Aaron Galloway,"Data from nearby SSNERR station ""sosvawq"" [ 43.315996, -124.321276]","Aaron Galloway, Bree Yednock, Elena Rubio-Lopez",agalow3@uoregon.edu
OIMB-Valino-SSNERR,USA (OR),43.315383,-124.320926,Unveg,20160719,1015,15.796,32.25,3,Aaron Galloway,"Data from nearby SSNERR station ""sosvawq"" [ 43.315996, -124.321276]","Aaron Galloway, Bree Yednock, Elena Rubio-Lopez",agalow3@uoregon.edu
OIMB-Valino-SSNERR,USA (OR),43.315013,-124.320361,Seagrass,20160719,1045,15.474,32.35,1,Aaron Galloway,"Data from nearby SSNERR station ""sosvawq"" [ 43.315996, -124.321276]","Aaron Galloway, Bree Yednock, Elena Rubio-Lopez",agalow3@uoregon.edu
OIMB-Valino-SSNERR,USA (OR),43.315013,-124.320361,Seagrass,20160719,1100,14.75,32.32,2,Aaron Galloway,"Data from nearby SSNERR station ""sosvawq"" [ 43.315996, -124.321276]","Aaron Galloway, Bree Yednock, Elena Rubio-Lopez",agalow3@uoregon.edu
OIMB-Valino-SSNERR,USA (OR),43.315013,-124.320361,Seagrass,20160719,1115,14.338,32.48,3,Aaron Galloway,"Data from nearby SSNERR station ""sosvawq"" [ 43.315996, -124.321276]","Aaron Galloway, Bree Yednock, Elena Rubio-Lopez",agalow3@uoregon.edu
OIMB-Valino-SSNERR,USA (OR),43.315383,-124.320926,Unveg,20160720,945,17.967,31.69,1,Aaron Galloway,"Data from nearby SSNERR station ""sosvawq"" [ 43.315996, -124.321276]","Aaron Galloway, Nicole Watase, Elena Rubio-Lopez",agalow3@uoregon.edu
OIMB-Valino-SSNERR,USA (OR),43.315383,-124.320926,Unveg,20160720,1000,17.583,31.92,2,Aaron Galloway,"Data from nearby SSNERR station ""sosvawq"" [ 43.315996, -124.321276]","Aaron Galloway, Nicole Watase, Elena Rubio-Lopez",agalow3@uoregon.edu
OIMB-Valino-SSNERR,USA (OR),43.315383,-124.320926,Unveg,20160720,1015,17.399,32.03,3,Aaron Galloway,"Data from nearby SSNERR station ""sosvawq"" [ 43.315996, -124.321276]","Aaron Galloway, Nicole Watase, Elena Rubio-Lopez",agalow3@uoregon.edu
OIMB-Valino-SSNERR,USA (OR),43.315013,-124.320361,Seagrass,20160720,1045,16.719,32.27,1,Aaron Galloway,"Data from nearby SSNERR station ""sosvawq"" [ 43.315996, -124.321276]","Aaron Galloway, Nicole Watase, Elena Rubio-Lopez",agalow3@uoregon.edu
OIMB-Valino-SSNERR,USA (OR),43.315013,-124.320361,Seagrass,20160720,1100,16.246,32.29,2,Aaron Galloway,"Data from nearby SSNERR station ""sosvawq"" [ 43.315996, -124.321276]","Aaron Galloway, Nicole Watase, Elena Rubio-Lopez",agalow3@uoregon.edu
OIMB-Valino-SSNERR,USA (OR),43.315013,-124.320361,Seagrass,20160720,1115,15.96,32.29,3,Aaron Galloway,"Data from nearby SSNERR station ""sosvawq"" [ 43.315996, -124.321276]","Aaron Galloway, Nicole Watase, Elena Rubio-Lopez",agalow3@uoregon.edu
OIMB-Valino-SSNERR,USA (OR),43.315383,-124.320926,Unveg,20160721,1045,18.119,31.92,1,Aaron Galloway,"Data from nearby SSNERR station ""sosvawq"" [ 43.315996, -124.321276]","Aaron Galloway, Elena Rubio-Lopez, Derek Ma",agalow3@uoregon.edu
OIMB-Valino-SSNERR,USA (OR),43.315383,-124.320926,Unveg,20160721,1100,17.797,32.1,2,Aaron Galloway,"Data from nearby SSNERR station ""sosvawq"" [ 43.315996, -124.321276]","Aaron Galloway, Elena Rubio-Lopez, Derek Ma",agalow3@uoregon.edu
OIMB-Valino-SSNERR,USA (OR),43.315383,-124.320926,Unveg,20160721,1115,17.421,32.18,3,Aaron Galloway,"Data from nearby SSNERR station ""sosvawq"" [ 43.315996, -124.321276]","Aaron Galloway, Elena Rubio-Lopez, Derek Ma",agalow3@uoregon.edu
OIMB-Valino-SSNERR,USA (OR),43.315013,-124.320361,Seagrass,20160721,1130,16.698,32.33,1,Aaron Galloway,"Data from nearby SSNERR station ""sosvawq"" [ 43.315996, -124.321276]","Aaron Galloway, Elena Rubio-Lopez, Derek Ma",agalow3@uoregon.edu
OIMB-Valino-SSNERR,USA (OR),43.315013,-124.320361,Seagrass,20160721,1145,16.852,32.24,2,Aaron Galloway,"Data from nearby SSNERR station ""sosvawq"" [ 43.315996, -124.321276]","Aaron Galloway, Elena Rubio-Lopez, Derek Ma",agalow3@uoregon.edu
OIMB-Valino-SSNERR,USA (OR),43.315013,-124.320361,Seagrass,20160721,1200,16.517,32.4,3,Aaron Galloway,"Data from nearby SSNERR station ""sosvawq"" [ 43.315996, -124.321276]","Aaron Galloway, Elena Rubio-Lopez, Derek Ma",agalow3@uoregon.edu
Punta Allen,Mexico (ICML2),19.82738,-87.45408,Unveg,20160712,13:00,30.5,35.7,1,"FNS, AM, AFEM",Unveg1,"Fernando Negrete Soto (FNS), Ariana Marco (AM), Ali Francisco Espinosa Magaña (AFEM), Enrique Lozano Alvarez (ELA)",elozano@cmarl.unam.mx
Punta Allen,Mexico (ICML2),19.82721,-87.45526,Unveg,20160712,13:15,30.5,35.7,2,"FNS, AM, AFEM",Unveg2,"Fernando Negrete Soto (FNS), Ariana Marco (AM), Ali Francisco Espinosa Magaña (AFEM), Enrique Lozano Alvarez (ELA)",elozano@cmarl.unam.mx
Punta Allen,Mexico (ICML2),19.82710,-87.45401,Seagrass,20160712,13:30,30.5,35.7,3,"FNS, AM, AFEM",Seagrass1,"Fernando Negrete Soto (FNS), Ariana Marco (AM), Ali Francisco Espinosa Magaña (AFEM), Enrique Lozano Alvarez (ELA)",elozano@cmarl.unam.mx
Punta Allen,Mexico (ICML2),19.82738,-87.45408,Unveg,20160713,10:30,31.5,35.7,4,"FNS, AM, AFEM",Unveg1,"Fernando Negrete Soto (FNS), Ariana Marco (AM), Ali Francisco Espinosa Magaña (AFEM), Enrique Lozano Alvarez (ELA)",elozano@cmarl.unam.mx
Punta Allen,Mexico (ICML2),19.82710,-87.45401,Seagrass,20160713,10:40,31.5,35.7,5,"FNS, AM, AFEM",Seagrass1,"Fernando Negrete Soto (FNS), Ariana Marco (AM), Ali Francisco Espinosa Magaña (AFEM), Enrique Lozano Alvarez (ELA)",elozano@cmarl.unam.mx
Punta Allen,Mexico (ICML2),19.82687,-87.45509,Seagrass,20160713,10:50,31.5,35.7,6,"FNS, AM, AFEM",Seagrass2,"Fernando Negrete Soto (FNS), Ariana Marco (AM), Ali Francisco Espinosa Magaña (AFEM), Enrique Lozano Alvarez (ELA)",elozano@cmarl.unam.mx
PtoMorelos,Mexico (ICML),20.83433,-86.87647,Unveg,20160718,11:20,30.5,35.7,1,"Fernando Negrete Soto, Ariana Marco",3-10m from coral reef,"Fernando Negrete Soto (FNS), Ariana Marco (AM), Ali Francisco Espinosa Magaña (AFEM), Enrique Lozano Alvarez (ELA), Brigitta I. van Tussenbroek (BIvT)",vantuss@cmarl.unam.mx
PtoMorelos,Mexico (ICML),20.83470,-86.87654,Seagrass,20160718,11:30,30.5,35.7,2,"Fernando Negrete Soto, Ariana Marco",aprox. 30 m from unvegetated site,"Fernando Negrete Soto (FNS), Ariana Marco (AM), Ali Francisco Espinosa Magaña (AFEM), Enrique Lozano Alvarez (ELA), Brigitta I. van Tussenbroek (BIvT)",vantuss@cmarl.unam.mx
PtoMorelos,Mexico (ICML),20.83433,-86.87647,Unveg,20160719,10:35,30.5,35.7,3,"Fernando Negrete Soto, Ariana Marco",3-10m from coral reef,"Fernando Negrete Soto (FNS), Ariana Marco (AM), Ali Francisco Espinosa Magaña (AFEM), Enrique Lozano Alvarez (ELA), Brigitta I. van Tussenbroek (BIvT)",vantuss@cmarl.unam.mx
PtoMorelos,Mexico (ICML),20.83470,-86.87654,Seagrass,20160719,10:45,30.5,35.7,4,"Fernando Negrete Soto, Ariana Marco",aprox. 30 m from unvegetated site,"Fernando Negrete Soto (FNS), Ariana Marco (AM), Ali Francisco Espinosa Magaña (AFEM), Enrique Lozano Alvarez (ELA), Brigitta I. van Tussenbroek (BIvT)",vantuss@cmarl.unam.mx
PtoMorelos,Mexico (ICML),20.83433,-86.87647,Unveg,20160720,10:20,30.5,35.7,5,"Fernando Negrete Soto, Ariana Marco",3-10m from coral reef,"Fernando Negrete Soto (FNS), Ariana Marco (AM), Ali Francisco Espinosa Magaña (AFEM), Enrique Lozano Alvarez (ELA), Brigitta I. van Tussenbroek (BIvT)",vantuss@cmarl.unam.mx
PtoMorelos,Mexico (ICML),20.83470,-86.87654,Seagrass,20160720,10:30,30.5,35.7,6,"Fernando Negrete Soto, Ariana Marco",aprox. 30 m from unvegetated site,"Fernando Negrete Soto (FNS), Ariana Marco (AM), Ali Francisco Espinosa Magaña (AFEM), Enrique Lozano Alvarez (ELA), Brigitta I. van Tussenbroek (BIvT)",vantuss@cmarl.unam.mx
Pto Aldea (Chile),Chile,-30.298258,-71.605429,Unveg,20170308,1200,20.4,33.5,1,Martin Thiel,,"Martin Thiel, Oscar Pino, Lars Gutow, Nicolas Riquelme, Daniela Honorato",thiel@ucn.cl
Pto Aldea (Chile),Chile,-30.292541,-71.608146,Seagrass,20170308,1325,19.9,33.3,1,Martin Thiel,,"Martin Thiel, Oscar Pino, Lars Gutow, Nicolas Riquelme, Daniela Honorato",thiel@ucn.cl
Pto Aldea (Chile),Chile,-30.298258,-71.605429,Unveg,20170309,1107,19,34.4,1,Martin Thiel,,"Martin Thiel, Oscar Pino, Nicolas Riquelme, Daniela Honorato, Vieia Villalobos",thiel@ucn.cl
Pto Aldea (Chile),Chile,-30.292541,-71.608146,Seagrass,20170309,1320,19.6,33.8,1,Martin Thiel,,"Martin Thiel, Oscar Pino, Nicolas Riquelme, Daniela Honorato, Vieia Villalobos",thiel@ucn.cl
Pto Aldea (Chile),Chile,-30.298258,-71.605429,Unveg,20170310,1140,19.4,34.2,1,Oscar Pino,,"Oscar Pino, Nicolas Riquelme, Daniela Honorato, Vieia Villalobos, Tim Kiessling",thiel@ucn.cl
Pto Aldea (Chile),Chile,-30.292541,-71.608146,Seagrass,20170310,1340,20,33.9,1,Oscar Pino,,"Oscar Pino, Nicolas Riquelme, Daniela Honorato, Vieia Villalobos, Tim Kiessling",thiel@ucn.cl
Punta Banda Estuary,Mexico (BN),31.753106,-116.625137,Unveg,20160625,0907,24.77,37,1,Pablo Jorgensen,The temperature value is a mean of the measurements taken within a 2 hour interval around the specified time of collection with 6 different HOBO loggers (one per point or Measurement Number). Salinity was measured with a refractometer only once a day x point combination. ,Clara M. Hereu; Pablo Jorgensen; Luis R. Robles,clarahereu@hotmail.com
Punta Banda Estuary,Mexico (BN),31.753106,-116.625137,Unveg,20160625,0907,24.51,37,2,Pablo Jorgensen,idem,Clara M. Hereu; Pablo Jorgensen; Luis R. Robles,clarahereu@hotmail.com
Punta Banda Estuary,Mexico (BN),31.753106,-116.625137,Unveg,20160625,0907,24.61,37,3,Pablo Jorgensen,idem,Clara M. Hereu; Pablo Jorgensen; Luis R. Robles,clarahereu@hotmail.com
Punta Banda Estuary,Mexico (BN),31.753025,-116.625858,Seagrass,20160625,1040,25.33,38,1,Pablo Jorgensen,idem,Clara M. Hereu; Pablo Jorgensen; Luis R. Robles,clarahereu@hotmail.com
Punta Banda Estuary,Mexico (BN),31.753025,-116.625858,Seagrass,20160625,1040,25.13,37,2,Pablo Jorgensen,idem,Clara M. Hereu; Pablo Jorgensen; Luis R. Robles,clarahereu@hotmail.com
Punta Banda Estuary,Mexico (BN),31.753025,-116.625858,Seagrass,20160625,1040,24.71,37,3,Pablo Jorgensen,idem,Clara M. Hereu; Pablo Jorgensen; Luis R. Robles,clarahereu@hotmail.com
Punta Banda Estuary,Mexico (BN),31.753106,-116.625137,Unveg,20160626,0820,24.82,38,1,Pablo Jorgensen,idem,Clara M. Hereu; Pablo Jorgensen; Luis R. Robles,clarahereu@hotmail.com
Punta Banda Estuary,Mexico (BN),31.753106,-116.625137,Unveg,20160626,0820,24.64,37,2,Pablo Jorgensen,idem,Clara M. Hereu; Pablo Jorgensen; Luis R. Robles,clarahereu@hotmail.com
Punta Banda Estuary,Mexico (BN),31.753106,-116.625137,Unveg,20160626,0820,24.70,37,3,Pablo Jorgensen,idem,Clara M. Hereu; Pablo Jorgensen; Luis R. Robles,clarahereu@hotmail.com
Punta Banda Estuary,Mexico (BN),31.753025,-116.625858,Seagrass,20160626,0930,25.32,36,1,Pablo Jorgensen,idem,Clara M. Hereu; Pablo Jorgensen; Luis R. Robles,clarahereu@hotmail.com
Punta Banda Estuary,Mexico (BN),31.753025,-116.625858,Seagrass,20160626,0930,25.28,37,2,Pablo Jorgensen,idem,Clara M. Hereu; Pablo Jorgensen; Luis R. Robles,clarahereu@hotmail.com
Punta Banda Estuary,Mexico (BN),31.753025,-116.625858,Seagrass,20160626,0930,25.01,37,3,Pablo Jorgensen,idem,Clara M. Hereu; Pablo Jorgensen; Luis R. Robles,clarahereu@hotmail.com
Punta Banda Estuary,Mexico (BN),31.753106,-116.625137,Unveg,20160627,0910,24.86,38,1,Pablo Jorgensen,idem,Clara M. Hereu; Pablo Jorgensen; Luis R. Robles,clarahereu@hotmail.com
Punta Banda Estuary,Mexico (BN),31.753106,-116.625137,Unveg,20160627,0910,24.74,38,2,Pablo Jorgensen,idem,Clara M. Hereu; Pablo Jorgensen; Luis R. Robles,clarahereu@hotmail.com
Punta Banda Estuary,Mexico (BN),31.753106,-116.625137,Unveg,20160627,0910,24.81,38,3,Pablo Jorgensen,idem,Clara M. Hereu; Pablo Jorgensen; Luis R. Robles,clarahereu@hotmail.com
Punta Banda Estuary,Mexico (BN),31.753025,-116.625858,Seagrass,20160627,1010,25.61,38,1,Pablo Jorgensen,idem,Clara M. Hereu; Pablo Jorgensen; Luis R. Robles,clarahereu@hotmail.com
Punta Banda Estuary,Mexico (BN),31.753025,-116.625858,Seagrass,20160627,1010,26.00,37,2,Pablo Jorgensen,idem,Clara M. Hereu; Pablo Jorgensen; Luis R. Robles,clarahereu@hotmail.com
Punta Banda Estuary,Mexico (BN),31.753025,-116.625858,Seagrass,20160627,1010,25.68,37,3,Pablo Jorgensen,idem,Clara M. Hereu; Pablo Jorgensen; Luis R. Robles,clarahereu@hotmail.com
Redondo N1,USA (WA),47.35,-122.32,Seagrass,20160706,1116,19.7,35,1,Kristin Hultgren,,"Kristin Hultgren, Angela Moran, Lucas Bartholomew-Good",hultgrenk@seattleu.edu
Redondo N1,USA (WA),47.35,-122.32,Seagrass,20160706,1116,19.7,33,2,Kristin Hultgren,,"Kristin Hultgren, Angela Moran, Lucas Bartholomew-Good",hultgrenk@seattleu.edu
Redondo N1,USA (WA),47.35,-122.32,Seagrass,20160706,1116,19.7,29,3,Kristin Hultgren,,"Kristin Hultgren, Angela Moran, Lucas Bartholomew-Good",hultgrenk@seattleu.edu
Redondo N2,USA (WA),47.3503,-122.324,Seagrass,20160706,1130,20,30,1,Kristin Hultgren,,"Kristin Hultgren, Angela Moran, Lucas Bartholomew-Good",hultgrenk@seattleu.edu
Redondo N2,USA (WA),47.3503,-122.324,Seagrass,20160706,1130,19,29,2,Kristin Hultgren,,"Kristin Hultgren, Angela Moran, Lucas Bartholomew-Good",hultgrenk@seattleu.edu
Redondo N2,USA (WA),47.3503,-122.324,Seagrass,20160706,1130,19,29,3,Kristin Hultgren,,"Kristin Hultgren, Angela Moran, Lucas Bartholomew-Good",hultgrenk@seattleu.edu
Redondo N-3,USA (WA),47.3497,-122.324,Unveg,20160706,1145,18.7,30,1,Kristin Hultgren,,"Kristin Hultgren, Angela Moran, Lucas Bartholomew-Good",hultgrenk@seattleu.edu
Redondo N-3,USA (WA),47.3497,-122.324,Unveg,20160706,1145,18.3,30,2,Kristin Hultgren,,"Kristin Hultgren, Angela Moran, Lucas Bartholomew-Good",hultgrenk@seattleu.edu
Redondo N-3,USA (WA),47.3497,-122.324,Unveg,20160706,1145,18.1,27,3,Kristin Hultgren,,"Kristin Hultgren, Angela Moran, Lucas Bartholomew-Good",hultgrenk@seattleu.edu
Redondo N-4,USA (WA),47.349,-122.324,Unveg,20160706,1200,20.7,33,1,Kristin Hultgren,,"Kristin Hultgren, Angela Moran, Lucas Bartholomew-Good",hultgrenk@seattleu.edu
Redondo N-4,USA (WA),47.349,-122.324,Unveg,20160706,1200,21,31,2,Kristin Hultgren,,"Kristin Hultgren, Angela Moran, Lucas Bartholomew-Good",hultgrenk@seattleu.edu
Redondo N-4,USA (WA),47.349,-122.324,Unveg,20160706,1200,19.6,30,3,Kristin Hultgren,,"Kristin Hultgren, Angela Moran, Lucas Bartholomew-Good",hultgrenk@seattleu.edu
Redondo S-5,USA (WA),47.3457,-122.329,Unveg,20160707,1400,20.1,31,1,Kristin Hultgren,,"Kristin Hultgren, Angela Moran, Lucas Bartholomew-Good",hultgrenk@seattleu.edu
Redondo S-5,USA (WA),47.3457,-122.329,Unveg,20160707,1400,19.8,31,2,Kristin Hultgren,,"Kristin Hultgren, Angela Moran, Lucas Bartholomew-Good",hultgrenk@seattleu.edu
Redondo S-5,USA (WA),47.3457,-122.329,Unveg,20160707,1400,19.7,32,3,Kristin Hultgren,,"Kristin Hultgren, Angela Moran, Lucas Bartholomew-Good",hultgrenk@seattleu.edu
Redondo S-6,USA (WA),47.346,-122.329,Seagrass,20160707,1330,21.4,30,1,Kristin Hultgren,,"Kristin Hultgren, Angela Moran, Lucas Bartholomew-Good",hultgrenk@seattleu.edu
Redondo S-6,USA (WA),47.346,-122.329,Seagrass,20160707,1330,21.2,32,2,Kristin Hultgren,,"Kristin Hultgren, Angela Moran, Lucas Bartholomew-Good",hultgrenk@seattleu.edu
Redondo S-6,USA (WA),47.346,-122.329,Seagrass,20160707,1330,22.2,32,3,Kristin Hultgren,,"Kristin Hultgren, Angela Moran, Lucas Bartholomew-Good",hultgrenk@seattleu.edu
Smiths_Lake_NSW,Australia (NSW),-32.380278,152.508889,Seagrass,20161208,9:00,25.2,31,1,Alistair Poore,,"Alistair Poore, Hannah Sheppard Brennand, Brendan Lanham, Ruby Garthwin, Talia Stelling-Wood, Janine Ledet",a.poore@unsw.edu.au
Smiths_Lake_NSW,Australia (NSW),-32.380278,152.508889,Seagrass,20161208,9:00,25.2,31,2,Alistair Poore,,"Alistair Poore, Hannah Sheppard Brennand, Brendan Lanham, Ruby Garthwin, Talia Stelling-Wood, Janine Ledet",a.poore@unsw.edu.au
Smiths_Lake_NSW,Australia (NSW),-32.380278,152.508889,Seagrass,20161208,9:00,25.2,31,3,Alistair Poore,,"Alistair Poore, Hannah Sheppard Brennand, Brendan Lanham, Ruby Garthwin, Talia Stelling-Wood, Janine Ledet",a.poore@unsw.edu.au
Smiths_Lake_NSW,Australia (NSW),-32.380278,152.508889,Unveg,20161208,9:00,25.1,32,1,Alistair Poore,,"Alistair Poore, Hannah Sheppard Brennand, Brendan Lanham, Ruby Garthwin, Talia Stelling-Wood, Janine Ledet",a.poore@unsw.edu.au
Smiths_Lake_NSW,Australia (NSW),-32.380278,152.508889,Unveg,20161208,9:00,25,32,2,Alistair Poore,,"Alistair Poore, Hannah Sheppard Brennand, Brendan Lanham, Ruby Garthwin, Talia Stelling-Wood, Janine Ledet",a.poore@unsw.edu.au
Smiths_Lake_NSW,Australia (NSW),-32.380278,152.508889,Unveg,20161208,9:00,25.2,32,3,Alistair Poore,,"Alistair Poore, Hannah Sheppard Brennand, Brendan Lanham, Ruby Garthwin, Talia Stelling-Wood, Janine Ledet",a.poore@unsw.edu.au
Smiths_Lake_NSW,Australia (NSW),-32.380278,152.508889,Seagrass,20161209,10:45,24.9,34,1,Alistair Poore,,"Alistair Poore, Hannah Sheppard Brennand, Brendan Lanham, Ruby Garthwin, Talia Stelling-Wood, Janine Ledet",a.poore@unsw.edu.au
Smiths_Lake_NSW,Australia (NSW),-32.380278,152.508889,Seagrass,20161209,10:45,24.6,33,2,Alistair Poore,,"Alistair Poore, Hannah Sheppard Brennand, Brendan Lanham, Ruby Garthwin, Talia Stelling-Wood, Janine Ledet",a.poore@unsw.edu.au
Smiths_Lake_NSW,Australia (NSW),-32.380278,152.508889,Seagrass,20161209,10:45,24.6,33,3,Alistair Poore,,"Alistair Poore, Hannah Sheppard Brennand, Brendan Lanham, Ruby Garthwin, Talia Stelling-Wood, Janine Ledet",a.poore@unsw.edu.au
Smiths_Lake_NSW,Australia (NSW),-32.380278,152.508889,Unveg,20161209,10:45,25,32,1,Alistair Poore,,"Alistair Poore, Hannah Sheppard Brennand, Brendan Lanham, Ruby Garthwin, Talia Stelling-Wood, Janine Ledet",a.poore@unsw.edu.au
Smiths_Lake_NSW,Australia (NSW),-32.380278,152.508889,Unveg,20161209,10:45,24.9,33,2,Alistair Poore,,"Alistair Poore, Hannah Sheppard Brennand, Brendan Lanham, Ruby Garthwin, Talia Stelling-Wood, Janine Ledet",a.poore@unsw.edu.au
Smiths_Lake_NSW,Australia (NSW),-32.380278,152.508889,Unveg,20161209,10:45,25.2,33,3,Alistair Poore,,"Alistair Poore, Hannah Sheppard Brennand, Brendan Lanham, Ruby Garthwin, Talia Stelling-Wood, Janine Ledet",a.poore@unsw.edu.au
Smiths_Lake_NSW,Australia (NSW),-32.380278,152.508889,Seagrass,20161210,9:40,24.5,31,1,Alistair Poore,,"Alistair Poore, Hannah Sheppard Brennand, Brendan Lanham, Ruby Garthwin, Talia Stelling-Wood, Janine Ledet",a.poore@unsw.edu.au
Smiths_Lake_NSW,Australia (NSW),-32.380278,152.508889,Seagrass,20161210,9:40,24.7,31,2,Alistair Poore,,"Alistair Poore, Hannah Sheppard Brennand, Brendan Lanham, Ruby Garthwin, Talia Stelling-Wood, Janine Ledet",a.poore@unsw.edu.au
Smiths_Lake_NSW,Australia (NSW),-32.380278,152.508889,Seagrass,20161210,9:40,24.6,32,3,Alistair Poore,,"Alistair Poore, Hannah Sheppard Brennand, Brendan Lanham, Ruby Garthwin, Talia Stelling-Wood, Janine Ledet",a.poore@unsw.edu.au
Smiths_Lake_NSW,Australia (NSW),-32.380278,152.508889,Unveg,20161210,9:30,25,31,1,Alistair Poore,,"Alistair Poore, Hannah Sheppard Brennand, Brendan Lanham, Ruby Garthwin, Talia Stelling-Wood, Janine Ledet",a.poore@unsw.edu.au
Smiths_Lake_NSW,Australia (NSW),-32.380278,152.508889,Unveg,20161210,9:30,24.6,31,2,Alistair Poore,,"Alistair Poore, Hannah Sheppard Brennand, Brendan Lanham, Ruby Garthwin, Talia Stelling-Wood, Janine Ledet",a.poore@unsw.edu.au
Smiths_Lake_NSW,Australia (NSW),-32.380278,152.508889,Unveg,20161210,9:30,24.4,32,3,Alistair Poore,,"Alistair Poore, Hannah Sheppard Brennand, Brendan Lanham, Ruby Garthwin, Talia Stelling-Wood, Janine Ledet",a.poore@unsw.edu.au
Sunshine Cove,USA (AK),58.60859,-134.93278,Seagrass,20160821,1020,13.6,12,1,Wendel Raymond,,"Wendel Raymond, Douglass Duncan, Emily Whitney",wraymond2@alaska.edu
Sunshine Cove,USA (AK),58.60859,-134.93278,Seagrass,20160821,1020,13.6,13,2,Wendel Raymond,,"Wendel Raymond, Douglass Duncan, Emily Whitney",wraymond2@alaska.edu
Sunshine Cove,USA (AK),58.60859,-134.93278,Seagrass,20160821,1020,13.8,13,3,Wendel Raymond,,"Wendel Raymond, Douglass Duncan, Emily Whitney",wraymond2@alaska.edu
Sunshine Cove,USA (AK),58.60853,-134.93083,Unveg,20160821,1030,13.8,13,1,Wendel Raymond,,"Wendel Raymond, Douglass Duncan, Emily Whitney",wraymond2@alaska.edu
Sunshine Cove,USA (AK),58.60853,-134.93083,Unveg,20160821,1030,13.8,13,2,Wendel Raymond,,"Wendel Raymond, Douglass Duncan, Emily Whitney",wraymond2@alaska.edu
Sunshine Cove,USA (AK),58.60853,-134.93083,Unveg,20160821,1030,13.7,12,3,Wendel Raymond,,"Wendel Raymond, Douglass Duncan, Emily Whitney",wraymond2@alaska.edu
Sunshine Cove,USA (AK),58.60859,-134.93278,Seagrass,20160822,1030,13.7,13,1,Wendel Raymond,,"Wendel Raymond, Cathy Mattson, Emily Whitney",wraymond2@alaska.edu
Sunshine Cove,USA (AK),58.60859,-134.93278,Seagrass,20160822,1030,13.7,12,2,Wendel Raymond,,"Wendel Raymond, Cathy Mattson, Emily Whitney",wraymond2@alaska.edu
