SpecCode,Species,AutoCtr,StockCode,FamCode,PopLWRef,LengthMin,LengthMax,Type,LmaxCompare,EsQ,Number,Sex,a,aTL,b,CoeffDetermination,SEa,SEb,SDa,SDb,LCLa,UCLa,LCLb,UCLb,Method,SpecimenType,Locality,DataRef,C_Code,Comment,Entered,DateEntered,Modified,DateModified,Expert,DateChecked,TS
24,Clupea harengus,11007,56768,NA,268,NA,NA,TL,NA,NA,NA,unsexed,0.00634,NA,3.0256,NA,NA,NA,NA,NA,NA,NA,NA,NA,Type I linear regression,fresh,North Minch (April),NA,826B,NA,65,2012-08-06T00:00:00Z,NA,2012-08-06T00:00:00Z,NA,NA,NA
24,Clupea harengus,11005,56768,NA,268,NA,NA,TL,NA,NA,NA,unsexed,0.00636,NA,3.0256,NA,NA,NA,NA,NA,NA,NA,NA,NA,Type I linear regression,fresh,North Minch (March),NA,826B,NA,65,2012-08-06T00:00:00Z,NA,2012-08-06T00:00:00Z,NA,NA,NA
24,Clupea harengus,11004,56768,NA,268,NA,NA,TL,NA,NA,NA,unsexed,0.00652,NA,3.0256,NA,NA,NA,NA,NA,NA,NA,NA,NA,Type I linear regression,fresh,North Minch (February),NA,826B,NA,65,2012-08-06T00:00:00Z,NA,2012-08-06T00:00:00Z,NA,NA,NA
24,Clupea harengus,11003,56768,NA,268,NA,NA,TL,NA,NA,NA,unsexed,0.00664,NA,3.0256,NA,NA,NA,NA,NA,NA,NA,NA,NA,Type I linear regression,fresh,North Minch (January),NA,826B,NA,65,2012-08-06T00:00:00Z,NA,2012-08-06T00:00:00Z,NA,NA,NA
24,Clupea harengus,10971,56768,NA,268,NA,NA,TL,NA,NA,NA,unsexed,0.00667,NA,2.9776,NA,NA,NA,NA,NA,NA,NA,NA,NA,Type I linear regression,fresh,Hebrides (March),NA,826B,NA,65,2012-08-06T00:00:00Z,NA,2012-08-06T00:00:00Z,NA,NA,NA
24,Clupea harengus,10988,56768,NA,268,NA,NA,TL,NA,NA,NA,unsexed,0.00673,NA,3.0083,NA,NA,NA,NA,NA,NA,NA,NA,NA,Type I linear regression,fresh,NW Ireland and South Minch (March),NA,826C,NA,65,2012-08-06T00:00:00Z,NA,2012-08-06T00:00:00Z,NA,NA,NA
24,Clupea harengus,10989,56768,NA,268,NA,NA,TL,NA,NA,NA,unsexed,0.00676,NA,3.0083,NA,NA,NA,NA,NA,NA,NA,NA,NA,Type I linear regression,fresh,NW Ireland and South Minch (April),NA,826C,NA,65,2012-08-06T00:00:00Z,NA,2012-08-06T00:00:00Z,NA,NA,NA
24,Clupea harengus,10987,56768,NA,268,NA,NA,TL,NA,NA,NA,unsexed,0.00698,NA,3.0083,NA,NA,NA,NA,NA,NA,NA,NA,NA,Type I linear regression,fresh,NW Ireland and South Minch (February),NA,826C,NA,65,2012-08-06T00:00:00Z,NA,2012-08-06T00:00:00Z,NA,NA,NA
24,Clupea harengus,11019,56768,NA,268,NA,NA,TL,NA,NA,NA,unsexed,0.00701,NA,3.0256,NA,NA,NA,NA,NA,NA,NA,NA,NA,Type I linear regression,fresh,North Minch (December),NA,826B,NA,65,2012-08-06T00:00:00Z,NA,2012-08-06T00:00:00Z,NA,NA,NA
24,Clupea harengus,11008,56768,NA,268,NA,NA,TL,NA,NA,NA,unsexed,0.00705,NA,3.0256,NA,NA,NA,NA,NA,NA,NA,NA,NA,Type I linear regression,fresh,North Minch (May),NA,826B,NA,65,2012-08-06T00:00:00Z,NA,2012-08-06T00:00:00Z,NA,NA,NA
24,Clupea harengus,10986,56768,NA,268,NA,NA,TL,NA,NA,NA,unsexed,0.00706,NA,3.0083,NA,NA,NA,NA,NA,NA,NA,NA,NA,Type I linear regression,fresh,NW Ireland and South Minch (January),NA,826C,NA,65,2012-08-06T00:00:00Z,NA,2012-08-06T00:00:00Z,NA,NA,NA
24,Clupea harengus,11018,56768,NA,268,NA,NA,TL,NA,NA,NA,unsexed,0.00724,NA,3.0256,NA,NA,NA,NA,NA,NA,NA,NA,NA,Type I linear regression,fresh,North Minch (November),NA,826B,NA,65,2012-08-06T00:00:00Z,NA,2012-08-06T00:00:00Z,NA,NA,NA
24,Clupea harengus,10990,56768,NA,268,NA,NA,TL,NA,NA,NA,unsexed,0.00742,NA,3.0083,NA,NA,NA,NA,NA,NA,NA,NA,NA,Type I linear regression,fresh,NW Ireland and South Minch (May),NA,826C,NA,65,2012-08-06T00:00:00Z,NA,2012-08-06T00:00:00Z,NA,NA,NA
24,Clupea harengus,119,56768,43,268,NA,NA,NA,NA,NA,NA,unsexed,0.00742,NA,3.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,fresh,North Minch (annual mean),NA,826B,NA,3,1992-07-15T00:00:00Z,65,2011-11-14T00:00:00Z,NA,NA,NA
24,Clupea harengus,10972,56768,NA,268,NA,NA,TL,NA,NA,NA,unsexed,0.00746,NA,2.9776,NA,NA,NA,NA,NA,NA,NA,NA,NA,Type I linear regression,fresh,Hebrides (April),NA,826B,NA,65,2012-08-06T00:00:00Z,NA,2012-08-06T00:00:00Z,NA,NA,NA
24,Clupea harengus,11001,56768,NA,268,NA,NA,TL,NA,NA,NA,unsexed,0.00746,NA,3.0083,NA,NA,NA,NA,NA,NA,NA,NA,NA,Type I linear regression,fresh,NW Ireland and South Minch (December),NA,826C,NA,65,2012-08-06T00:00:00Z,NA,2012-08-06T00:00:00Z,NA,NA,NA
24,Clupea harengus,10998,56768,NA,268,NA,NA,TL,NA,NA,NA,unsexed,0.00754,NA,3.0083,NA,NA,NA,NA,NA,NA,NA,NA,NA,Type I linear regression,fresh,NW Ireland and South Minch (November),NA,826C,NA,65,2012-08-06T00:00:00Z,NA,2012-08-06T00:00:00Z,NA,NA,NA
24,Clupea harengus,11017,56768,NA,268,NA,NA,TL,NA,NA,NA,unsexed,0.00757,NA,3.0256,NA,NA,NA,NA,NA,NA,NA,NA,NA,Type I linear regression,fresh,North Minch (October),NA,826B,NA,65,2012-08-06T00:00:00Z,NA,2012-08-06T00:00:00Z,NA,NA,NA
24,Clupea harengus,10980,56768,NA,268,NA,NA,TL,NA,NA,NA,unsexed,0.00793,NA,2.9776,NA,NA,NA,NA,NA,NA,NA,NA,NA,Type I linear regression,fresh,Hebrides (October),NA,826B,NA,65,2012-08-06T00:00:00Z,NA,2012-08-06T00:00:00Z,NA,NA,NA
24,Clupea harengus,11009,56768,NA,268,NA,NA,TL,NA,NA,NA,unsexed,0.00798,NA,3.0256,NA,NA,NA,NA,NA,NA,NA,NA,NA,Type I linear regression,fresh,North Minch (June),NA,826B,NA,65,2012-08-06T00:00:00Z,NA,2012-08-06T00:00:00Z,NA,NA,NA
24,Clupea harengus,10969,56768,NA,268,NA,NA,TL,NA,NA,NA,unsexed,0.008,NA,2.9776,NA,NA,NA,NA,NA,NA,NA,NA,NA,Type I linear regression,fresh,Hebrides (January),NA,826B,NA,65,2012-08-06T00:00:00Z,NA,2012-08-06T00:00:00Z,NA,NA,NA
24,Clupea harengus,10982,56768,NA,268,NA,NA,TL,NA,NA,NA,unsexed,0.00807,NA,2.9776,NA,NA,NA,NA,NA,NA,NA,NA,NA,Type I linear regression,fresh,Hebrides (December),NA,826B,NA,65,2012-08-06T00:00:00Z,NA,2012-08-06T00:00:00Z,NA,NA,NA
24,Clupea harengus,10970,56768,NA,268,NA,NA,TL,NA,NA,NA,unsexed,0.00823,NA,2.9776,NA,NA,NA,NA,NA,NA,NA,NA,NA,Type I linear regression,fresh,Hebrides (February),NA,826B,NA,65,2012-08-06T00:00:00Z,NA,2012-08-06T00:00:00Z,NA,NA,NA
24,Clupea harengus,10997,56768,NA,268,NA,NA,TL,NA,NA,NA,unsexed,0.00835,NA,3.0083,NA,NA,NA,NA,NA,NA,NA,NA,NA,Type I linear regression,fresh,NW Ireland and South Minch (October),NA,826C,NA,65,2012-08-06T00:00:00Z,NA,2012-08-06T00:00:00Z,NA,NA,NA
24,Clupea harengus,10991,56768,NA,268,NA,NA,TL,NA,NA,NA,unsexed,0.0084,NA,3.0083,NA,NA,NA,NA,NA,NA,NA,NA,NA,Type I linear regression,fresh,NW Ireland and South Minch (June),NA,826C,NA,65,2012-08-06T00:00:00Z,NA,2012-08-06T00:00:00Z,NA,NA,NA
24,Clupea harengus,10981,56768,NA,268,NA,NA,TL,NA,NA,NA,unsexed,0.00843,NA,2.9776,NA,NA,NA,NA,NA,NA,NA,NA,NA,Type I linear regression,fresh,Hebrides (November),NA,826B,NA,65,2012-08-06T00:00:00Z,NA,2012-08-06T00:00:00Z,NA,NA,NA
24,Clupea harengus,10973,56768,NA,268,NA,NA,TL,NA,NA,NA,unsexed,0.00847,NA,2.9776,NA,NA,NA,NA,NA,NA,NA,NA,NA,Type I linear regression,fresh,Hebrides (May),NA,826B,NA,65,2012-08-06T00:00:00Z,NA,2012-08-06T00:00:00Z,NA,NA,NA
24,Clupea harengus,11015,56768,NA,268,NA,NA,TL,NA,NA,NA,unsexed,0.00858,NA,3.0256,NA,NA,NA,NA,NA,NA,NA,NA,NA,Type I linear regression,fresh,North Minch (September),NA,826B,NA,65,2012-08-06T00:00:00Z,NA,2012-08-06T00:00:00Z,NA,NA,NA
24,Clupea harengus,121,56768,43,268,NA,NA,NA,NA,NA,NA,unsexed,0.00863,NA,2.978,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,fresh,Hebrides (annual mean),NA,826B,NA,3,1992-07-15T00:00:00Z,65,2011-11-14T00:00:00Z,NA,NA,NA
24,Clupea harengus,11010,56768,NA,268,NA,NA,TL,NA,NA,NA,unsexed,0.00881,NA,3.0256,NA,NA,NA,NA,NA,NA,NA,NA,NA,Type I linear regression,fresh,North Minch (July),NA,826B,NA,65,2012-08-06T00:00:00Z,NA,2012-08-06T00:00:00Z,NA,NA,NA
24,Clupea harengus,11012,56768,NA,268,NA,NA,TL,NA,NA,NA,unsexed,0.00897,NA,3.0256,NA,NA,NA,NA,NA,NA,NA,NA,NA,Type I linear regression,fresh,North Minch (August),NA,826B,NA,65,2012-08-06T00:00:00Z,NA,2012-08-06T00:00:00Z,NA,NA,NA
24,Clupea harengus,10978,56768,NA,268,NA,NA,TL,NA,NA,NA,unsexed,0.009,NA,2.9776,NA,NA,NA,NA,NA,NA,NA,NA,NA,Type I linear regression,fresh,Hebrides (September),NA,826B,NA,65,2012-08-06T00:00:00Z,NA,2012-08-06T00:00:00Z,NA,NA,NA
24,Clupea harengus,10995,56768,NA,268,NA,NA,TL,NA,NA,NA,unsexed,0.00917,NA,3.0083,NA,NA,NA,NA,NA,NA,NA,NA,NA,Type I linear regression,fresh,NW Ireland and South Minch (September),NA,826C,NA,65,2012-08-06T00:00:00Z,NA,2012-08-06T00:00:00Z,NA,NA,NA
24,Clupea harengus,10993,56768,NA,268,NA,NA,TL,NA,NA,NA,unsexed,0.00945,NA,3.0083,NA,NA,NA,NA,NA,NA,NA,NA,NA,Type I linear regression,fresh,NW Ireland and South Minch (July),NA,826C,NA,65,2012-08-06T00:00:00Z,NA,2012-08-06T00:00:00Z,NA,NA,NA
24,Clupea harengus,10994,56768,NA,268,NA,NA,TL,NA,NA,NA,unsexed,0.0096,NA,3.0083,NA,NA,NA,NA,NA,NA,NA,NA,NA,Type I linear regression,fresh,NW Ireland and South Minch (August),NA,826C,NA,65,2012-08-06T00:00:00Z,NA,2012-08-06T00:00:00Z,NA,NA,NA
24,Clupea harengus,10974,56768,NA,268,NA,NA,TL,NA,NA,NA,unsexed,0.00988,NA,2.9776,NA,NA,NA,NA,NA,NA,NA,NA,NA,Type I linear regression,fresh,Hebrides (June),NA,826B,NA,65,2012-08-06T00:00:00Z,NA,2012-08-06T00:00:00Z,NA,NA,NA
24,Clupea harengus,10975,56768,NA,268,NA,NA,TL,NA,NA,NA,unsexed,0.01023,NA,2.9776,NA,NA,NA,NA,NA,NA,NA,NA,NA,Type I linear regression,fresh,Hebrides (July),NA,826B,NA,65,2012-08-06T00:00:00Z,NA,2012-08-06T00:00:00Z,NA,NA,NA
24,Clupea harengus,10976,56768,NA,268,NA,NA,TL,NA,NA,NA,unsexed,0.01117,NA,2.9776,NA,NA,NA,NA,NA,NA,NA,NA,NA,Type I linear regression,fresh,Hebrides (August),NA,826B,NA,65,2012-08-06T00:00:00Z,NA,2012-08-06T00:00:00Z,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4062,Cottus asper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3858,Ctenogobius boleosoma,35598,4054,NA,91126,1.2,5,TL,NA,NA,142,unsexed,0.00808,NA,2.97,0.974,NA,NA,NA,NA,NA,NA,2.87,3.06,Type I linear regression,fresh,"Praia dos Castelhanos, Esp<ed>rito Santo, 2005-07",91126,076,NA,393,2014-04-23T00:00:00Z,NA,2014-04-23T00:00:00Z,NA,NA,NA
3858,Ctenogobius boleosoma,36138,4054,NA,97037,1.6,5.5,TL,NA,NA,97,unsexed,0.005,NA,3.136,0.96,NA,0.069,NA,NA,NA,NA,2.998,3.273,Type I linear regression,fresh,"Marica, Sacuarema, Araruama coastal lagoons, South western Brazil / 2011.",NA,076,NA,65,2014-08-14T00:00:00Z,NA,2014-08-14T00:00:00Z,NA,NA,NA
3858,Ctenogobius boleosoma,40000,4054,NA,111953,2.3,5.8,TL,NA,NA,385,unsexed,0.0078,NA,2.87,0.96,NA,NA,NA,NA,0.0072,0.0085,2.81,2.93,Type I linear regression,fresh,Guaratiba Mangrove / 2002-2003,NA,076,NA,65,2017-05-10T00:00:00Z,NA,2017-05-10T00:00:00Z,NA,NA,NA
3861,Ctenogobius sagittula,5746,4057,405,51108,1.72,10.76,SL,NA,NA,230,unsexed,0.015,NA,2.6,0.9044,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,fresh,"El Conchalito swamp, Baja California, 1996-98",51108,484,NA,393,2008-07-03T00:00:00Z,3,2010-06-19T00:00:00Z,NA,NA,NA
3861,Ctenogobius sagittula,39941,4057,NA,96592,2.1,12.8,TL,NA,NA,226,unsexed,0.0066,NA,2.8,0.974,NA,NA,NA,NA,0.0059,0.0074,2.74,2.86,Type I linear regression,fresh,Barra de Navidad lagoon / 2002-2003,NA,484,NA,65,2017-05-10T00:00:00Z,NA,2017-05-10T00:00:00Z,NA,NA,NA
3271,Culaea inconstans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,Cyclopterus lumpus,338,72,284,268,25,47,TL,no,NA,19,unsexed,0.0587,0.0587,2.939,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,fresh,"Buchan & Central North Sea, 1982-85",NA,826,NA,2,1991-05-30T00:00:00Z,3,2012-03-30T00:00:00Z,NA,NA,NA
62,Cyclopterus lumpus,38997,72,284,106276,3.5,50.5,TL,NA,NA,239,unsexed,0.063,NA,2.9405,0.9799,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,fresh,North Sea / 1994-2007,NA,NA,NA,65,2016-12-19T00:00:00Z,NA,2016-12-19T00:00:00Z,NA,NA,NA
1170,Cynoscion arenarius,2951,1186,331,4528,4,20.5,SL,NA,NA,507,unsexed,0.0308,0.01741,2.892,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,fresh,"Gulf of Mexico, Louisiana & Mississippi",4528,840,NA,3,1992-08-04T00:00:00Z,NA,1993-02-25T00:00:00Z,NA,NA,NA
405,Cynoscion nebulosus,1734,419,331,6323,82,82,TL,NA,NA,1,unsexed,0.0131,0.0131,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,single L-W pair with b=3,fresh,NA,NA,NA,Estimated from data given in Reference.,1,1999-06-17T00:00:00Z,NA,1999-11-15T00:00:00Z,NA,NA,NA
3181,Cyprinodon variegatus,39668,3377,NA,96646,0.9,3.5,SL,NA,NA,346,juvenile,0.0233,NA,3.35,0.946,NA,NA,NA,NA,0.0223,0.0243,3.26,3.43,Type I linear regression,fresh,"Everglades, Florida / 2005-2012",NA,840,NA,65,2017-04-21T00:00:00Z,NA,2017-04-21T00:00:00Z,NA,NA,NA
1231,Diplodus holbrookii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1364,Echiichthys vipera,3455,1382,377,30504,11.5,11.5,TL,NA,NA,1,unsexed,0.01118,0.01118,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,single L-W pair with b=3,fresh,NA,NA,NA,Estimated from length-weight pairs in the BRAINS table.,1,1999-06-15T00:00:00Z,NA,1999-06-15T00:00:00Z,NA,NA,NA
1364,Echiichthys vipera,3456,1382,377,30504,9.5,13.2,SL,NA,NA,2,unsexed,0.02274,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,several L-W pairs with b=3,fresh,NA,NA,NA,Estimated from length-weight pairs in the BRAINS table.,1,1999-06-15T00:00:00Z,NA,1999-06-15T00:00:00Z,NA,NA,NA
1364,Echiichthys vipera,3457,1382,NA,85826,4.1,12.7,TL,NA,NA,NA,unsexed,0.0105,NA,3.05,0.98,NA,NA,NA,NA,0.00857,0.01284,3.002,3.101,type I linear regression,fresh,"Arade estuary, central Algarve, 2004-2007",85826,620,NA,3,2011-05-18T00:00:00Z,NA,2011-05-19T00:00:00Z,NA,NA,NA
1364,Echiichthys vipera,38999,1382,377,106276,1.85,18.5,TL,NA,NA,380,unsexed,0.0115,NA,2.9894,0.9019,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,fresh,North Sea / 2000-2010,NA,NA,NA,65,2016-12-19T00:00:00Z,NA,2016-12-19T00:00:00Z,NA,NA,NA
175,Elops saurus,807,189,46,6937,29.3,41.3,FL,NA,NA,2,unsexed,0.00799,NA,2.968,1,0.043,0.012,NA,NA,NA,NA,NA,NA,other,fresh,Southern Florida,6937,840,"Preliminary estimate; intercept forced through a point at or close to the origin by adding a ""zero"" data point.",82,1994-05-13T00:00:00Z,3,2011-07-29T00:00:00Z,NA,NA,NA
175,Elops saurus,10156,189,46,11824,12,40,FL,NA,NA,776,unsexed,0.0056,0.00395,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,fresh,Southeast Zone,883,192,NA,3,1995-01-17T00:00:00Z,65,2011-11-10T00:00:00Z,NA,NA,NA
175,Elops saurus,10157,189,46,26585,30.5,44,SL,NA,NA,19,unsexed,0.0136,0.008,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonlinear regression,fresh,"Gulf of Salamanca, 1995-97",26585,170,NA,3,1998-05-15T00:00:00Z,65,2011-07-15T00:00:00Z,NA,NA,NA
175,Elops saurus,808,189,NA,55642,16.2,36.3,SL,NA,NA,16,Unsexed,0.004,NA,3.29,0.988,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,fresh,"Central coast, 1993-2000",55642,076,NA,564,2009-11-13T00:00:00Z,3,2010-04-29T00:00:00Z,NA,NA,NA
175,Elops saurus,809,189,NA,83865,20.45,32,TL,NA,NA,22,Unsexed,0.0299,NA,2.533,0.905,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,fresh,"Ilha de Paci<ea>ncia, Maranh<e3>o, 2006-2007",83865,076,NA,564,2009-11-13T00:00:00Z,3,2010-04-29T00:00:00Z,NA,NA,NA
175,Elops saurus,36117,189,NA,97037,3.6,16,TL,NA,NA,117,unsexed,0.002,NA,3.206,0.97,NA,0.049,NA,NA,NA,NA,3.109,3.303,Type I linear regression,fresh,"Marica, Sacuarema, Araruama coastal lagoons, South western Brazil / 2011.",NA,076,NA,65,2014-08-14T00:00:00Z,NA,2014-08-14T00:00:00Z,NA,NA,NA
175,Elops saurus,39340,189,NA,111768,8,27.7,TL,NA,NA,23,unsexed,0.0215,NA,2.5761,0.971,NA,NA,NA,NA,0.0125,0.37,2.375,2.777,Type I linear regression,fresh,"Terminos Lagoon, Campeche / 2006-2008",NA,484,NA,65,2017-01-24T00:00:00Z,NA,2017-01-24T00:00:00Z,NA,NA,NA
175,Elops saurus,41838,189,NA,118196,2.5,26.7,SL,NA,NA,148,unsexed,0.0156,NA,2.773,0.961,NA,NA,NA,NA,NA,NA,2.682,2.863,Type I linear regression,NA,"R<ed>a Lagartos lagoon, Yucatan / 2004-2005.",NA,484,NA,65,2018-09-25T00:00:00Z,NA,2018-09-25T00:00:00Z,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,Engraulis ringens,60,4,454,9,NA,NA,NA,NA,NA,NA,unsexed,0.00674,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,fresh,"Northern/Central Stock, 4-14<b0>S",NA,604,NA,3,1991-11-28T00:00:00Z,NA,1993-04-12T00:00:00Z,NA,NA,NA
4,Engraulis ringens,61,4,454,9,NA,NA,NA,NA,NA,NA,unsexed,0.0215,NA,2.604,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,fresh,NA,4797,604,NA,3,1992-10-07T00:00:00Z,NA,1993-04-12T00:00:00Z,NA,NA,NA
4,Engraulis ringens,62,4,454,5964,NA,NA,NA,NA,NA,NA,unsexed,0.00375,NA,3.221,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,fresh,Iquique,NA,152,NA,3,1993-07-31T00:00:00Z,NA,1993-07-31T00:00:00Z,NA,NA,NA
4,Engraulis ringens,63,4,454,5964,NA,NA,NA,NA,NA,NA,unsexed,0.00421,NA,3.144,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,fresh,Coquimbo,NA,152,NA,3,1993-07-31T00:00:00Z,NA,1993-07-31T00:00:00Z,NA,NA,NA
4,Engraulis ringens,64,4,454,5964,NA,NA,NA,NA,NA,NA,unsexed,0.0046,NA,3.121,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,fresh,Arica,NA,152,NA,3,1993-07-31T00:00:00Z,NA,1993-07-31T00:00:00Z,NA,NA,NA
4086,Enophrys bison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1593,Ethmidium maculatum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57918,Etropus longimanus,9992,47481,514,39376,8.5,15.5,TL,NA,NA,31,unsexed,0.02339,0.02339,2.524,0.92544,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,fresh,Rio Grande do Sul (28<b0>-34<b0>S),39376,076,NA,3,2001-08-14T00:00:00Z,3,2002-06-12T00:00:00Z,NA,NA,NA
57918,Etropus longimanus,9993,47481,NA,40728,13.9,4,TL,NA,yes,232,juvenile,0.0103,NA,2.889,0.965,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,fresh,"Southeastern region (S<e3>o Sebasti<e3>o System), S<e3>o Paulo, 1997",40728,076,NA,564,2009-11-13T00:00:00Z,3,2012-03-30T00:00:00Z,NA,NA,NA
57918,Etropus longimanus,9994,47481,514,55926,NA,NA,TL,NA,NA,NA,mixed,0.0082,0.0082,3.077,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,fresh,Southwestern EEZ of Brazil.,NA,076,NA,1,2005-12-05T00:00:00Z,NA,2005-12-05T00:00:00Z,NA,NA,NA
1049,Eucinostomus argenteus,2646,1065,326,27129,7,15.3,SL,NA,NA,676,unsexed,0.0359,NA,2.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonlinear regression,fresh,"Gulf of Salamanca, Caribbean, 1995-98",27129,170,Updates L/W estimates in Ref. 26585.,3,1998-05-15T00:00:00Z,NA,1998-08-19T00:00:00Z,NA,NA,NA
1049,Eucinostomus argenteus,2647,1065,NA,40728,5.1,23,TL,NA,NA,353,Unsexed,0.00304,NA,3.135,0.98,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,fresh,"Southeastern region (S<e3>o Sebasti<e3>o System), S<e3>o Paulo, 1997",40728,076,NA,564,2009-11-13T00:00:00Z,3,2010-04-29T00:00:00Z,NA,NA,NA
1049,Eucinostomus argenteus,2648,1065,NA,55642,3.7,12.6,TL,NA,NA,77,Unsexed,0.0113,NA,3.045,0.986,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,fresh,"Central coast, 1993-2000",55642,076,NA,564,2009-11-13T00:00:00Z,3,2010-04-29T00:00:00Z,NA,NA,NA
1049,Eucinostomus argenteus,2649,1065,NA,55642,2,10.7,SL,NA,NA,350,Unsexed,0.0313,NA,2.919,0.986,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,fresh,"Central coast, 1993-2000",55642,076,NA,564,2009-11-13T00:00:00Z,3,2010-04-29T00:00:00Z,NA,NA,NA
1049,Eucinostomus argenteus,2651,1065,326,59090,3.8,12.1,TL,NA,NA,176,juvenile,0.0121,NA,2.9855,0.9894,NA,0.023,NA,NA,NA,NA,NA,NA,type I linear regression,fresh,Grand Cul-de-Sac Marin Bay (Guadelopue) and Bay of Fort-de-France (Martinique),59090,NA,NA,3,2009-05-08T00:00:00Z,NA,2012-02-23T00:00:00Z,NA,NA,NA
