ID,FAMILY,GENUS,SPECIES_NAME,A,B,CF,SGFGu,ABCfComplete
2800,Heterodontidae,Heterodontus,Heterodontus galeatus,0.0017,3.145,1,Gu,Yes
2801,Hemiscylliidae,Chiloscyllium,Chiloscyllium punctatum,0.0017,3.145,1,Gu,Yes
2802,Ginglymostomatidae,Nebrius,Nebrius ferrugineus,0.0024,2.86,0.833333333,F,Yes
2803,Hemiscylliidae,Hemiscyllium,Hemiscyllium ocellatum,0.0017,3.145,1,Gu,Yes
2804,Hemiscylliidae,Hemiscyllium,Hemiscyllium trispeculare,0.0017,3.145,1,Gu,Yes
2805,Orectolobidae,Orectolobus,Orectolobus wardi,0.0017,3.145,1,Gu,Yes
2806,Carcharhinidae,Carcharhinus,Carcharhinus brachyurus,0.0104,2.9,1,S,Yes
2807,Carcharhinidae,Negaprion,Negaprion acutidens,0.0053,3.16,0.793021412,G,Yes
2808,Carcharhinidae,Carcharhinus,Carcharhinus amblyrhynchos,0.0088,3.05,1,S,Yes
2809,Hypnidae,Hypnos,Hypnos monopterygius,0.0072,3.083,1,Gu,Yes
2810,Rajidae,Spiniraja,Spiniraja whitleyi,0.0029,3.179,1,F,Yes
2811,Dasyatidae,Neotrygon,Neotrygon kuhlii,0.0739,2.81,0.571428571,F,Yes
2811,Dasyatidae,Neotrygon,Neotrygon kuhlii,0.0739,2.81,0.571428571,F,Yes
2812,Dasyatidae,Neotrygon,Neotrygon ningalooensis,0.0739,2.81,0.571428571,F,Yes
2813,Urolophidae,Trygonoptera,Trygonoptera imitata,0.0072,3.083,1,F,Yes
2814,Muraenidae,Gymnothorax,Gymnothorax cribroris,0.0004,3.254,1,G,Yes
2815,Muraenidae,Uropterygius,Uropterygius marmoratus,0.0007,3.218,1,F,Yes
2816,Muraenidae,Echidna,Echidna polyzona,0.0007,3.218,1,F,Yes
2817,Muraenidae,Gymnothorax,Gymnothorax chilospilus,0.0004,3.254,1,G,Yes
2818,Muraenidae,Gymnothorax,Gymnothorax javanicus,0.0004,3.254,1,G,Yes
2819,Muraenidae,Gymnothorax,Gymnothorax meleagris,0.0004,3.254,1,G,Yes
2820,Muraenidae,Gymnothorax,Gymnothorax prionodon,0.0004,3.254,1,G,Yes
2821,Muraenidae,Gymnothorax,Gymnothorax spp.,0.0004,3.254,1,G,Yes
2822,Ophichthidae,Scolecenchelys,Scolecenchelys breviceps,0.0002,3,1,F,Yes
2824,Ophichthidae,Myrichthys,Myrichthys colubrinus,0.0002,3,1,F,Yes
2825,Clupeidae,Herklotsichthys,Herklotsichthys castelnaui,0.0065,3.317,0.866551127,G,Yes
2826,Salmonidae,Salmo,Salmo salar,0.0217,2.674,0.975609756,S,Yes
2827,Synodontidae,Synodus,Synodus similis,0.0065,2.99,1,G,Yes
2828,Synodontidae,Synodus,Synodus binotatus,0.0065,2.99,1,G,Yes
2829,Synodontidae,Synodus,Synodus doaki,0.0065,2.99,1,G,Yes
2830,Synodontidae,Saurida,Saurida nebulosa,0.0058,3.214,0.957,S,Yes
2831,Synodontidae,Saurida,Saurida spp.,0.005,3.196,0.932835821,G,Yes
2832,Chanidae,Chanos,Chanos chanos,0.0357,2.781,0.804505229,S,Yes
2833,Plotosidae,Paraplotosus,Paraplotosus butleri,0.0082,3.457,0.935,F,Yes
2834,Plotosidae,Paraplotosus,Paraplotosus muelleri,0.0082,3.457,0.935,F,Yes
2835,Batrachoididae,Halophryne,Halophryne diemensis,0.0098,3.279,1,F,Yes
2836,Batrachoididae,Batrachomoeus,Batrachomoeus dubius,0.0098,3.279,1,F,Yes
2837,Gobiesocidae,Aspasmogaster,Aspasmogaster liorhyncha,0.0088,3.059,1,F,Yes
2838,Brachionichthyidae,Thymichthys,Thymichthys politus,0.0189375,3.0385,1,Gu,Yes
2839,Hemiramphidae,Hyporhamphus,Hyporhamphus affinis,0.0015,3.199,1,G,Yes
2840,Belonidae,Tylosurus,Tylosurus gavialoides,0.0023,3,1,G,Yes
2841,Belonidae,Strongylura,Strongylura incisa,0.0016,2.996,0.933053417,S,Yes
2842,Atherinidae,Atherinomorus,Atherinomorus vaigiensis,0.0071,3.049,1,G,Yes
2843,Berycidae,Centroberyx,Centroberyx affinis,0.0077,3.325,0.939261114,F,Yes
2844,Holocentridae,Myripristis,Myripristis berndti,0.0289,2.988,0.930232558,S,Yes
2845,Holocentridae,Myripristis,Myripristis violacea,0.0364,2.94,0.930232558,S,Yes
2846,Holocentridae,Myripristis,Myripristis vittata,0.0241,3.069,0.930232558,G,Yes
2847,Holocentridae,Neoniphon,Neoniphon argenteus,0.0317,2.823,0.917431193,S,Yes
2848,Holocentridae,Sargocentron,Sargocentron caudimaculatum,0.0236,2.981,0.947867299,G,Yes
2849,Holocentridae,Sargocentron,Sargocentron ittodai,0.0236,2.981,0.947867299,G,Yes
2850,Holocentridae,Sargocentron,Sargocentron spiniferum,0.0236,2.981,0.947867299,S,Yes
2851,Holocentridae,Sargocentron,Sargocentron violaceum,0.0236,2.981,0.947867299,G,Yes
2852,Holocentridae,Sargocentron,Sargocentron cornutum,0.0236,2.981,0.947867299,G,Yes
2853,Centriscidae,Aeoliscus,Aeoliscus strigatus,0.004,3.15,1,F,Yes
2854,Solenostomidae,Solenostomus,Solenostomus cyanopterus,0.0002,2.749,1,F,Yes
2855,Syngnathidae,Stigmatopora,Stigmatopora argus,0.0002,2.749,1,F,Yes
2856,Syngnathidae,Hippocampus,Hippocampus whitei,0.004,2.949,1,G,Yes
2857,Syngnathidae,Festucalex,Festucalex cinctus,0.0002,2.749,1,F,Yes
2858,Syngnathidae,Filicampus,Filicampus tigris,0.0002,2.749,1,F,Yes
2859,Syngnathidae,Maroubra,Maroubra perserrata,0.0002,2.749,1,F,Yes
2860,Syngnathidae,Vanacampus,Vanacampus margaritifer,0.0002,2.749,1,F,Yes
2861,Syngnathidae,Halicampus,Halicampus boothae,0.0002,2.749,1,F,Yes
2862,Syngnathidae,Idiotropiscis,Idiotropiscis lumnitzeri,0.0002,2.749,1,F,Yes
2863,Synanceiidae,Synanceia,Synanceia horrida,0.0251,2.829,1,F,Yes
2864,Synanceiidae,Inimicus,Inimicus caledonicus,0.0251,2.829,1,G,Yes
2865,Pteroidae,Pterois,Pterois antennata,0.0189375,3.0385,1,Gu,Yes
2866,Scorpaenidae,Scorpaenodes,Scorpaenodes littoralis,0.0196,3.038,1,G,Yes
2867,Scorpaenidae,Scorpaenodes,Scorpaenodes scaber,0.0245,2.96,1,S,Yes
2868,Scorpaenidae,Scorpaenopsis,Scorpaenopsis diabolus,0.0155,3.298,1,F,Yes
2868,Scorpaenidae,Scorpaenopsis,Scorpaenopsis diabolus,0.0155,3.298,1,F,Yes
2869,Scorpaenidae,Scorpaenopsis,Scorpaenopsis venosa,0.0155,3.298,1,F,Yes
2870,Synanceiidae,Synanceia,Synanceia verrucosa,0.0251,2.829,1,F,Yes
2871,Tetrarogidae,Liocranium,Liocranium praepositum,0.0189375,3.0385,1,Gu,Yes
2872,Caracanthidae,Caracanthus,Caracanthus maculatus,0.0189375,3.0385,1,Gu,Yes
2873,Platycephalidae,Platycephalus,Platycephalus fuscus,0.0102,2.95,0.870989667,G,Yes
2874,Platycephalidae,Platycephalus,Platycephalus endrachtensis,0.0102,2.95,0.870989667,G,Yes
2875,Platycephalidae,Cymbacephalus,Cymbacephalus nematophthalmus,0.004,3.211,0.847457627,G,Yes
2876,Platycephalidae,Platycephalus,Platycephalus longispinis,0.0102,2.95,0.870989667,G,Yes
2877,Platycephalidae,Platycephalus,Platycephalus marmoratus,0.0027,3.347,1,G,Yes
2878,Platycephalidae,Thysanophrys,Thysanophrys cirronasa,0.0027,3.347,1,G,Yes
2879,Ambassidae,Ambassis,Ambassis jacksoniensis,0.0261,2.964,0.745156483,G,Yes
2880,Serranidae,Cephalopholis,Cephalopholis boenak,0.0146,3.019,1,S,Yes
2881,Serranidae,Epinephelus,Epinephelus multinotatus,0.0167,2.964,1,S,Yes
2882,Serranidae,Epinephelus,Epinephelus maculatus,0.0144,2.99,1,S,Yes
2883,Serranidae,Epinephelus,Epinephelus fuscoguttatus,0.0126,3.066,1,S,Yes
2884,Serranidae,Centrogenys,Centrogenys vaigiensis,0.0132,3.031,0.997008973,F,Yes
2885,Serranidae,Epinephelus,Epinephelus quoyanus,0.0138,3.041,1,G,Yes
2886,Serranidae,Epinephelus,Epinephelus radiatus,0.0138,3.041,1,G,Yes
2887,Serranidae,Epinephelus,Epinephelus polyphekadion,0.0083,3.166,1,S,Yes
2888,Serranidae,Epinephelus,Epinephelus tauvina,0.0228,3.021,0.794701987,S,Yes
2889,Serranidae,Epinephelus,Epinephelus bilobatus,0.0138,3.041,1,G,Yes
2890,Serranidae,Epinephelus,Epinephelus merra,0.0158,2.966,1,S,Yes
2891,Serranidae,Epinephelus,Epinephelus hexagonatus,0.0177,2.93,1,S,Yes
2892,Serranidae,Epinephelus,Epinephelus ongus,0.0216,2.887,1,S,Yes
2893,Serranidae,Plectropomus,Plectropomus laevis,0.0059,3.238,0.966806316,S,Yes
2894,Serranidae,Plectropomus,Plectropomus areolatus,0.0059,3.238,0.966806317,G,Yes
2895,Serranidae,Anyperodon,Anyperodon leucogrammicus,0.0032,3.328,1,S,Yes
2896,Serranidae,Epinephelus,Epinephelus undulatostriatus,0.0138,3.041,1,G,Yes
2897,Serranidae,Pseudanthias,Pseudanthias hypselosoma,0.0155,3.085,0.963391137,S,Yes
2898,Serranidae,Hypoplectrodes,Hypoplectrodes jamesoni,0.0132,3.031,0.997008973,F,Yes
2900,Serranidae,Pseudanthias,Pseudanthias pictilis,0.0155,3.085,0.963391137,G,Yes
2901,Serranidae,Pseudanthias,Pseudanthias tuka,0.0155,3.085,0.963391137,G,Yes
2902,Serranidae,Cephalopholis,Cephalopholis leopardus,0.0145,3.058,1,G,Yes
2902,Serranidae,Cephalopholis,Cephalopholis leopardus,0.0145,3.058,1,G,Yes
2903,Serranidae,Cephalopholis,Cephalopholis microprion,0.0145,3.058,1,G,Yes
2904,Serranidae,Cephalopholis,Cephalopholis spiloparaea,0.0145,3.058,1,G,Yes
2905,Serranidae,Cephalopholis,Cephalopholis urodeta,0.0282,2.818,1,S,Yes
2905,Serranidae,Cephalopholis,Cephalopholis urodeta,0.0282,2.818,1,S,Yes
2906,Serranidae,Epinephelus,Epinephelus cyanopodus,0.0135,3.061,1,S,Yes
2907,Serranidae,Epinephelus,Epinephelus macrospilos,0.0132,3.031,0.997008973,S,Yes
2908,Serranidae,Epinephelus,Epinephelus malabaricus,0.0121,3.052,1,S,Yes
2909,Serranidae,Epinephelus,Epinephelus octofasciatus,0.0138,3.041,1,G,Yes
2910,Serranidae,Epinephelus,Epinephelus spilotoceps,0.0138,3.041,1,G,Yes
2911,Pseudochromidae,Pseudochromis,Pseudochromis fuscus,0.0167,2.863,1,F,Yes
2912,Pseudochromidae,Ogilbyina,Ogilbyina novaehollandiae,0.0218,2.752,1,G,Yes
2913,Pseudochromidae,Pictichromis,Pictichromis paccagnellae,0.0167,2.863,1,F,Yes
2913,Pseudochromidae,Pictichromis,Pictichromis paccagnellae,0.0167,2.863,1,F,Yes
2914,Pseudochromidae,Assiculus,Assiculus punctatus,0.0167,2.863,1,F,Yes
2915,Pseudochromidae,Cypho,Cypho purpurascens,0.0167,2.863,1,S,Yes
2916,Pseudochromidae,Ogilbyina,Ogilbyina queenslandiae,0.0218,2.752,1,G,Yes
2917,Pseudochromidae,Oxycercichthys,Oxycercichthys veliferus,0.0167,2.863,1,F,Yes
2917,Pseudochromidae,Oxycercichthys,Oxycercichthys veliferus,0.0167,2.863,1,F,Yes
2918,Pseudochromidae,Pseudochromis,Pseudochromis wilsoni,0.0167,2.863,1,F,Yes
2919,Plesiopidae,Assessor,Assessor flavissimus,0.0181,2.791,0.874890639,G,Yes
2920,Plesiopidae,Assessor,Assessor macneilli,0.0181,2.791,0.874890639,S,Yes
2921,Plesiopidae,Paraplesiops,Paraplesiops alisonae,0.0097,2.964,1,F,Yes
2922,Plesiopidae,Paraplesiops,Paraplesiops poweri,0.0097,2.964,1,F,Yes
2923,Glaucosomatidae,Glaucosoma,Glaucosoma magnificum,0.0477,2.707,1,G,Yes
2924,Glaucosomatidae,Glaucosoma,Glaucosoma scapulare,0.0477,2.707,1,G,Yes
2925,Priacanthidae,Heteropriacanthus,Heteropriacanthus cruentatus,0.0152,3,1,S,Yes
2925,Priacanthidae,Heteropriacanthus,Heteropriacanthus cruentatus,0.0152,3,1,S,Yes
2926,Apogonidae,Siphamia,Siphamia roseigaster,0.0121,3.324,0.931098696,F,Yes
2927,Apogonidae,Vincentia,Vincentia novaehollandiae,0.0121,3.324,0.931098696,F,Yes
2931,Apogonidae,Zoramia,Zoramia viridiventer,0.0121,3.324,0.931098696,F,Yes
2939,Apogonidae,Cheilodipterus,Cheilodipterus artus,0.0038,3.59,0.92936803,S,Yes
2940,Apogonidae,Vincentia,Vincentia punctata,0.0121,3.324,0.931098696,F,Yes
2941,Apogonidae,Apogon,Apogon capricornis,0.0124,3.284,0.941619586,G,Yes
2944,Apogonidae,Cheilodipterus,Cheilodipterus isostigmus,0.0038,3.59,0.92936803,G,Yes
2945,Apogonidae,Apogon,Apogon fasciatus,0.0124,3.284,0.941619586,G,Yes
2946,Sillaginidae,Sillago,Sillago robusta,0.0051,3.18,0.961538462,G,Yes
2947,Malacanthidae,Hoplolatilus,Hoplolatilus cuniculus,0.0066,3.187,1,F,Yes
2948,Malacanthidae,Malacanthus,Malacanthus latovittatus,0.0206,2.692,1,G,Yes
2949,Kyphosidae,Bathystethus,Bathystethus cultratus,0.006,3.69,0.806451613,Gu,Yes
2950,Rachycentridae,Rachycentron,Rachycentron canadum,0.0031,3.088,0.917852226,S,Yes
2951,Echeneidae,Echeneis,Echeneis naucrates,0.001,3.29,1,S,Yes
2952,Carangidae,Carangoides,Carangoides chrysophrys,0.0281,2.886,0.894454383,S,Yes
2953,Carangidae,Selaroides,Selaroides leptolepis,0.0314,2.88,0.84317032,S,Yes
2954,Carangidae,Carangoides,Carangoides gymnostethus,0.0468,2.743,0.911577028,S,Yes
2955,Carangidae,Seriola,Seriola dumerili,0.0225,2.847,1,S,Yes
2956,Carangidae,Elagatis,Elagatis bipinnulata,0.0199,2.995,0.859845228,F,Yes
2957,Carangidae,Carangoides,Carangoides fulvoguttatus,0.0461,2.705,0.905797101,S,Yes
2958,Carangidae,Scomberoides,Scomberoides lysan,0.0117,2.896,0.868809731,S,Yes
2959,Carangidae,Ulua,Ulua mentalis,0.0631,2.72,0.845308538,S,Yes
2960,Carangidae,Caranx,Caranx melampygus,0.0242,2.941,0.936329588,S,Yes
2961,Carangidae,Seriola,Seriola rivoliana,0.0064,3.17,0.903342367,S,Yes
2962,Carangidae,Caranx,Caranx lugubris,0.0198,3.001,0.884173298,S,Yes
2963,Carangidae,Caranx,Caranx papuensis,0.0235,2.923,0.884955752,S,Yes
2964,Carangidae,Carangoides,Carangoides ferdau,0.0456,2.792,0.863557858,S,Yes
2965,Carangidae,Carangoides,Carangoides plagiotaenia,0.034,2.84,0.870574579,G,Yes
2966,Lutjanidae,Lutjanus,Lutjanus lutjanus,0.0201,2.932,0.980392157,S,Yes
2967,Caesionidae,Pterocaesio,Pterocaesio chrysozona,0.0074,3.15,1,G,Yes
2967,Caesionidae,Pterocaesio,Pterocaesio chrysozona,0.0074,3.15,1,G,Yes
2968,Lutjanidae,Lutjanus,Lutjanus lemniscatus,0.0182,2.984,1,G,Yes
2969,Lutjanidae,Lutjanus,Lutjanus argentimaculatus,0.028,2.844,0.982318271,S,Yes
2970,Caesionidae,Caesio,Caesio cuning,0.0149,3.121,0.830564784,S,Yes
2971,Lutjanidae,Aprion,Aprion virescens,0.0255,2.87,0.882612533,S,Yes
2972,Lutjanidae,Lutjanus,Lutjanus bohar,0.017,3.035,0.948766603,S,Yes
2973,Lutjanidae,Lutjanus,Lutjanus johnii,0.0182,2.984,1,S,Yes
2974,Lutjanidae,Aphareus,Aphareus furca,0.0154,2.961,0.850340136,G,Yes
2975,Caesionidae,Caesio,Caesio teres,0.0149,3.121,0.830564784,G,Yes
2976,Lutjanidae,Lutjanus,Lutjanus monostigma,0.0222,2.913,0.958772771,S,Yes
2977,Lutjanidae,Macolor,Macolor niger,0.0195,2.91,1,F,Yes
2978,Caesionidae,Pterocaesio,Pterocaesio trilineata,0.0107,3.178,0.899280576,S,Yes
2979,Lutjanidae,Symphorichthys,Symphorichthys spilurus,0.0195,2.91,1,F,Yes
2980,Lutjanidae,Lutjanus,Lutjanus russellii,0.0166,2.978,0.957854406,S,Yes
2981,Caesionidae,Pterocaesio,Pterocaesio marri,0.0074,3.15,1,G,Yes
2982,Nemipteridae,Scolopsis,Scolopsis monogramma,0.0185,2.981,0.909090909,G,Yes
2983,Nemipteridae,Scaevius,Scaevius milii,0.0135,3.02,1,F,Yes
2984,Nemipteridae,Pentapodus,Pentapodus paradiseus,0.0106,3.073,1,G,Yes
2985,Nemipteridae,Pentapodus,Pentapodus aureofasciatus,0.0106,3.073,1,G,Yes
2986,Nemipteridae,Scolopsis,Scolopsis lineata,0.0185,2.981,0.909090909,G,Yes
2986,Nemipteridae,Scolopsis,Scolopsis lineata,0.0185,2.981,0.909090909,G,Yes
2987,Nemipteridae,Scolopsis,Scolopsis margaritifer,0.0185,2.981,0.909090909,G,Yes
2988,Nemipteridae,Scolopsis,Scolopsis trilineata,0.0185,2.981,0.909090909,G,Yes
2989,Nemipteridae,Scolopsis,Scolopsis spp.,0.0185,2.981,0.909090909,G,Yes
2990,Haemulidae,Plectorhinchus,Plectorhinchus multivittatus,0.0202,2.943,0.935016363,G,Yes
2991,Haemulidae,Plectorhinchus,Plectorhinchus albovittatus,0.0202,2.943,0.935016363,G,Yes
2992,Haemulidae,Plectorhinchus,Plectorhinchus lineatus,0.0137,3.054,0.864491031,S,Yes
2993,Haemulidae,Plectorhinchus,Plectorhinchus spp.,0.0202,2.943,0.935016363,G,Yes
2994,Lethrinidae,Lethrinus,Lethrinus genivittatus,0.0204,2.946,0.927643785,S,Yes
2994,Lethrinidae,Lethrinus,Lethrinus genivittatus,0.0204,2.946,0.927643785,S,Yes
2995,Lethrinidae,Lethrinus,Lethrinus olivaceus,0.0351,2.808,0.926784059,S,Yes
2996,Lethrinidae,Lethrinus,Lethrinus laticaudis,0.0178,3.057,0.944287063,G,Yes
2997,Lethrinidae,Lethrinus,Lethrinus lentjan,0.0274,2.886,0.955109838,S,Yes
2998,Lethrinidae,Lethrinus,Lethrinus harak,0.0178,3.026,0.951474786,S,Yes
2999,Lethrinidae,Lethrinus,Lethrinus obsoletus,0.0197,2.979,0.971817298,S,Yes
3000,Lethrinidae,Lethrinus,Lethrinus erythracanthus,0.0178,3.057,0.944287063,G,Yes
3001,Lethrinidae,Gymnocranius,Gymnocranius spp.,0.0263,2.958,0.941619586,G,Yes
3002,Sparidae,Acanthopagrus,Acanthopagrus butcheri,0.011,3.14,1,S,Yes
3003,Sparidae,Acanthopagrus,Acanthopagrus latus,0.0543,2.858,0.820456721,S,Yes
3004,Sparidae,Acanthopagrus,Acanthopagrus palmaris,0.0224,3.044,0.80731194,G,Yes
3005,Sciaenidae,Atractoscion,Atractoscion aequidens,0.0094,3.126,1,F,Yes
3006,Mullidae,Upeneus,Upeneus moluccensis,0.0055,3.257,1,S,Yes
3007,Mullidae,Mulloidichthys,Mulloidichthys flavolineatus,0.0089,3.06,1,S,Yes
3008,Mullidae,Mulloidichthys,Mulloidichthys vanicolensis,0.0145,2.905,1,S,Yes
3009,Mullidae,Parupeneus,Parupeneus barberinus,0.0131,3.122,0.772200772,S,Yes
3010,Mullidae,Parupeneus,Parupeneus spp.,0.0114,3.211,0.772200772,G,Yes
3011,Pempherididae,Pempheris,Pempheris oualensis,0.0119,3.026,1,G,Yes
3012,Scatophagidae,Selenotoca,Selenotoca multifasciata,0.0345,2.948,1,F,Yes
3013,Pomacanthidae,Pomacanthus,Pomacanthus sexstriatus,0.0669,2.724,0.858369099,S,Yes
3014,Chaetodontidae,Chelmon,Chelmon rostratus,0.0091,3.208,1,S,Yes
3015,Chaetodontidae,Coradion,Coradion altivelis,0.0278,2.973,1,F,Yes
3016,Pomacanthidae,Centropyge,Centropyge bispinosa,0.131,2.26,1,S,Yes
3016,Pomacanthidae,Centropyge,Centropyge bispinosa,0.131,2.26,1,S,Yes
3017,Chaetodontidae,Chaetodon,Chaetodon bennetti,0.0384,2.885,1,S,Yes
3018,Chaetodontidae,Chaetodon,Chaetodon oxycephalus,0.0318,2.984,1,G,Yes
3019,Chaetodontidae,Chaetodon,Chaetodon punctatofasciatus,0.0318,2.984,1,G,Yes
3020,Chaetodontidae,Chaetodon,Chaetodon rainfordi,0.0318,2.984,1,G,Yes
3021,Chaetodontidae,Chaetodon,Chaetodon ulietensis,0.0311,2.874,1,S,Yes
3022,Chaetodontidae,Chaetodon,Chaetodon unimaculatus,0.0533,2.833,1,S,Yes
3023,Pomacanthidae,Chaetodontoplus,Chaetodontoplus ballinae,0.0344,2.968,1,F,Yes
3024,Pomacanthidae,Chaetodontoplus,Chaetodontoplus conspicillatus,0.0344,2.968,1,F,Yes
3025,Pomacanthidae,Chaetodontoplus,Chaetodontoplus meredithi,0.0344,2.968,1,F,Yes
3026,Chaetodontidae,Forcipiger,Forcipiger longirostris,0.021,3,0.812347685,G,Yes
3027,Pomacanthidae,Genicanthus,Genicanthus semicinctus,0.0344,2.968,1,F,Yes
3028,Chaetodontidae,Heniochus,Heniochus chrysostomus,0.0161,3.262,1,S,Yes
3029,Chaetodontidae,Heniochus,Heniochus monoceros,0.022,3.125,1,S,Yes
3030,Chaetodontidae,Heniochus,Heniochus singularius,0.022,3.125,1,G,Yes
3030,Chaetodontidae,Heniochus,Heniochus singularius,0.022,3.125,1,G,Yes
3031,Pomacanthidae,Pygoplites,Pygoplites diacanthus,0.0344,2.968,1,F,Yes
3032,Pomacanthidae,Chaetodontoplus,Chaetodontoplus mesoleucus,0.0344,2.968,1,F,Yes
3033,Pentacerotidae,Paristiopterus,Paristiopterus gallipavo,0.01355,2.993,1,Gu,Yes
3034,Pomacentridae,Dascyllus,Dascyllus melanurus,0.0311,3.133,0.912408759,G,Yes
3035,Pomacentridae,Abudefduf,Abudefduf septemfasciatus,0.0213,3.152,0.859845228,G,Yes
3036,Pomacentridae,Abudefduf,Abudefduf whitleyi,0.0254,3.093,0.861326443,S,Yes
3037,Pomacentridae,Acanthochromis,Acanthochromis polyacanthus,0.0264,3.083,0.95,F,Yes
3038,Pomacentridae,Amblyglyphidodon,Amblyglyphidodon aureus,0.0126,3.435,0.920810313,G,Yes
3039,Pomacentridae,Amblyglyphidodon,Amblyglyphidodon curacao,0.0126,3.435,0.920810313,S,Yes
3040,Pomacentridae,Amblyglyphidodon,Amblyglyphidodon leucogaster,0.0297,2.936,0.914076782,S,Yes
3041,Pomacentridae,Amphiprion,Amphiprion melanopus,0.0155,3.298,0.990589401,S,Yes
3042,Pomacentridae,Amphiprion,Amphiprion percula,0.0316,2.93,0.932835821,G,Yes
3043,Pomacentridae,Amphiprion,Amphiprion rubrocinctus,0.0316,2.93,0.932835821,G,Yes
3044,Pomacentridae,Cheiloprion,Cheiloprion labiatus,0.0264,3.083,0.95,F,Yes
3045,Pomacentridae,Chromis,Chromis amboinensis,0.0204,3.217,0.84317032,G,Yes
3046,Pomacentridae,Chromis,Chromis atripes,0.0204,3.217,0.84317032,G,Yes
3047,Pomacentridae,Chromis,Chromis cinerascens,0.0204,3.217,0.84317032,G,Yes
3048,Pomacentridae,Chromis,Chromis iomelas,0.0315,2.916,0.786163522,S,Yes
3049,Pomacentridae,Chromis,Chromis lepidolepis,0.0204,3.217,0.84317032,G,Yes
3050,Pomacentridae,Chromis,Chromis retrofasciata,0.009,2.773,0.824402308,S,Yes
3051,Pomacentridae,Chromis,Chromis ternatensis,0.043,2.889,0.793021412,S,Yes
3052,Pomacentridae,Chromis,Chromis vanderbilti,0.0204,3.217,0.84317032,G,Yes
3053,Pomacentridae,Chromis,Chromis xanthochira,0.0204,3.217,0.84317032,G,Yes
3054,Pomacentridae,Chromis,Chromis xanthura,0.0204,3.217,0.84317032,G,Yes
3055,Pomacentridae,Chrysiptera,Chrysiptera cyanea,0.022,3.001,0.959692898,G,Yes
3056,Pomacentridae,Chrysiptera,Chrysiptera glauca,0.022,3.001,0.959692898,G,Yes
3057,Pomacentridae,Chrysiptera,Chrysiptera rollandi,0.022,3.001,0.959692898,G,Yes
3058,Pomacentridae,Chrysiptera,Chrysiptera talboti,0.022,3.001,0.959692898,G,Yes
3059,Pomacentridae,Dischistodus,Dischistodus darwiniensis,0.0264,3.083,0.95,F,Yes
3060,Pomacentridae,Dischistodus,Dischistodus melanotus,0.0264,3.083,0.95,F,Yes
3061,Pomacentridae,Dischistodus,Dischistodus perspicillatus,0.0264,3.083,0.95,F,Yes
3062,Pomacentridae,Dischistodus,Dischistodus prosopotaenia,0.0264,3.083,0.95,F,Yes
3063,Pomacentridae,Dischistodus,Dischistodus pseudochrysopoecilus,0.0264,3.083,0.95,F,Yes
3064,Pomacentridae,Hemiglyphidodon,Hemiglyphidodon plagiometopon,0.0264,3.083,0.95,F,Yes
3065,Pomacentridae,Neopomacentrus,Neopomacentrus azysron,0.0258,2.943,0.806,S,Yes
3066,Pomacentridae,Neopomacentrus,Neopomacentrus bankieri,0.0259,2.913,0.849,G,Yes
3067,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,0.0259,2.913,0.849,G,Yes
3068,Pomacentridae,Neopomacentrus,Neopomacentrus filamentosus,0.0259,2.913,0.849,G,Yes
3069,Pomacentridae,Parma,Parma oligolepis,0.0264,3.083,0.95,F,Yes
3070,Pomacentridae,Plectroglyphidodon,Plectroglyphidodon leucozonus,0.0612,2.635,1,G,Yes
3071,Pomacentridae,Pomacentrus,Pomacentrus adelus,0.0176,3.292,0.776096236,S,Yes
3072,Pomacentridae,Pomacentrus,Pomacentrus bankanensis,0.0365,2.775,0.776096236,G,Yes
3073,Pomacentridae,Pomacentrus,Pomacentrus grammorhynchus,0.0365,2.775,0.776096236,G,Yes
3074,Pomacentridae,Pomacentrus,Pomacentrus lepidogenys,0.0281,3.084,0.944,S,Yes
3075,Pomacentridae,Pomacentrus,Pomacentrus nagasakiensis,0.0365,2.775,0.776096236,G,Yes
3076,Pomacentridae,Pomacentrus,Pomacentrus nigromarginatus,0.0365,2.775,0.776096236,G,Yes
3077,Pomacentridae,Pomacentrus,Pomacentrus reidi,0.0365,2.775,0.776096236,G,Yes
3078,Pomacentridae,Pomacentrus,Pomacentrus vaiuli,0.0619,2.628,0.776096236,S,Yes
3079,Pomacentridae,Pomacentrus,Pomacentrus wardi,0.0365,2.775,0.776096236,G,Yes
3080,Pomacentridae,Stegastes,Stegastes albifasciatus,0.0275,2.973,1,G,Yes
3081,Pomacentridae,Stegastes,Stegastes nigricans,0.022,3.086,1,S,Yes
3082,Pomacentridae,Dischistodus,Dischistodus chrysopoecilus,0.0264,3.083,0.95,F,Yes
3083,Cirrhitidae,Neocirrhites,Neocirrhites armatus,0.0138,3.117,1,F,Yes
3084,Cirrhitidae,Paracirrhites,Paracirrhites hemistictus,0.0138,3.117,1,F,Yes
3084,Cirrhitidae,Paracirrhites,Paracirrhites hemistictus,0.0138,3.117,1,F,Yes
3085,Cheilodactylidae,Cheilodactylus,Cheilodactylus francisi,0.016,2.989,1,G,Yes
3086,Mugilidae,Crenimugil,Crenimugil crenilabis,0.0151,2.87,1,F,Yes
3087,Sphyraenidae,Sphyraena,Sphyraena barracuda,0.0108,2.84,1,S,Yes
3088,Labridae,Choerodon,Choerodon cephalotes,0.0145,3.125,1,G,Yes
